TITLE Ascalon
BPM   185.0
NOTES
01 4.216216216216217
02 4.297297297297297
04 4.378378378378379
08 4.45945945945946
01 4.54054054054054
04 4.621621621621622
01 4.702702702702703
08 4.783783783783784
04 4.864864864864865
08 4.9459459459459465
01 5.027027027027027
08 5.108108108108109
02 5.1891891891891895
02 5.351351351351352
10 5.675675675675676
08 6.0
09 6.324324324324325
01 6.648648648648649
02 6.810810810810811
06 6.972972972972974
12 7.297297297297297
08 7.45945945945946
08 7.621621621621622
03 7.783783783783784
01 7.9459459459459465
09 8.27027027027027
12 8.594594594594595
06 8.91891891891892
02 9.08108108108108
01 9.162162162162161
02 9.243243243243242
01 9.324324324324325
08 9.405405405405405
02 9.567567567567567
04 9.64864864864865
01 9.72972972972973
04 9.81081081081081
02 9.891891891891891
08 10.054054054054054
04 10.135135135135135
02 10.216216216216216
01 10.297297297297296
08 10.378378378378379
04 10.54054054054054
12 10.702702702702704
08 10.864864864864865
01 11.027027027027028
04 11.18918918918919
06 11.351351351351353
02 11.513513513513514
08 11.675675675675677
01 11.837837837837839
09 12.000000000000002
12 12.162162162162163
04 12.486486486486488
02 12.567567567567568
04 12.648648648648651
12 12.810810810810812
08 12.972972972972974
02 13.135135135135135
06 13.297297297297298
04 13.45945945945946
01 13.621621621621623
08 13.783783783783784
09 13.945945945945947
03 14.108108108108109
01 14.27027027027027
02 14.35135135135135
04 14.432432432432432
08 14.513513513513514
01 14.594594594594595
08 14.756756756756756
02 14.837837837837839
04 14.91891891891892
01 15.0
08 15.08108108108108
01 15.243243243243244
08 15.324324324324325
04 15.405405405405405
08 15.486486486486486
02 15.567567567567568
04 15.72972972972973
01 16.054054054054056
02 16.37837837837838
04 16.7027027027027
02 17.027027027027028
03 17.351351351351354
10 17.675675675675677
09 18.0
03 18.16216216216216
02 18.324324324324323
01 18.486486486486484
02 18.64864864864865
12 18.81081081081081
08 18.972972972972972
04 19.135135135135133
08 19.2972972972973
09 19.45945945945946
01 19.62162162162162
05 19.783783783783782
04 19.945945945945947
06 20.10810810810811
02 20.27027027027027
08 20.43243243243243
01 20.594594594594597
08 20.756756756756758
08 20.91891891891892
04 21.08108108108108
04 21.243243243243246
08 21.405405405405407
08 21.56756756756757
01 21.72972972972973
01 21.891891891891895
08 22.054054054054056
02 22.135135135135137
08 22.216216216216218
02 22.2972972972973
04 22.37837837837838
02 22.459459459459463
04 22.540540540540544
01 22.621621621621625
02 22.702702702702705
04 22.783783783783786
08 22.864864864864867
04 22.945945945945947
02 23.027027027027028
01 23.10810810810811
08 23.189189189189193
02 23.270270270270274
08 23.351351351351354
08 23.675675675675677
01 24.000000000000004
04 24.081081081081084
01 24.162162162162165
08 24.243243243243246
02 24.324324324324326
08 24.64864864864865
09 24.81081081081081
01 24.972972972972972
05 25.135135135135137
04 25.2972972972973
02 25.45945945945946
08 25.62162162162162
01 25.783783783783782
08 25.945945945945947
04 26.10810810810811
02 26.27027027027027
03 26.432432432432435
12 26.756756756756758
05 27.08108108108108
09 27.243243243243246
08 27.405405405405407
02 27.56756756756757
04 27.729729729729733
01 27.891891891891895
08 28.054054054054056
01 28.216216216216218
09 28.37837837837838
08 28.54054054054054
04 28.7027027027027
12 28.864864864864863
08 29.027027027027028
09 29.18918918918919
01 29.35135135135135
04 29.513513513513512
01 29.594594594594593
02 29.675675675675677
01 29.756756756756758
08 29.83783783783784
09 30.0
01 30.16216216216216
03 30.324324324324326
02 30.486486486486488
04 30.64864864864865
08 30.81081081081081
01 30.972972972972975
04 31.135135135135137
02 31.2972972972973
08 31.45945945945946
09 31.621621621621625
03 31.945945945945947
12 32.270270270270274
08 32.432432432432435
04 32.513513513513516
08 32.5945945945946
04 32.67567567567568
08 32.75675675675676
04 32.83783783783784
02 32.91891891891892
01 33.08108108108108
08 33.24324324324325
02 33.40540540540541
10 33.56756756756757
08 34.054054054054056
01 34.13513513513514
04 34.21621621621622
01 34.2972972972973
08 34.37837837837838
04 34.45945945945947
02 34.54054054054055
04 34.62162162162163
08 34.70270270270271
02 34.78378378378379
04 34.86486486486487
01 34.94594594594595
08 35.02702702702703
04 35.18918918918919
03 35.351351351351354
01 35.513513513513516
08 35.67567567567568
02 35.837837837837846
09 36.00000000000001
01 36.16216216216217
08 36.32432432432432
02 36.486486486486484
05 36.648648648648646
09 36.81081081081081
12 37.13513513513514
03 37.45945945945946
08 37.62162162162162
02 37.78378378378378
05 37.945945945945944
01 38.108108108108105
02 38.27027027027027
04 38.432432432432435
03 38.5945945945946
08 38.75675675675676
01 38.91891891891892
04 39.08108108108108
10 39.24324324324324
09 39.4054054054054
10 39.72972972972973
08 39.891891891891895
01 39.972972972972975
02 40.054054054054056
01 40.13513513513514
04 40.21621621621622
02 40.37837837837838
05 40.54054054054054
08 40.7027027027027
01 40.86486486486486
08 41.02702702702703
06 41.18918918918919
01 41.351351351351354
08 41.513513513513516
02 41.67567567567568
06 41.83783783783784
05 42.0
12 42.32432432432433
03 42.64864864864865
01 42.810810810810814
08 42.972972972972975
02 43.054054054054056
04 43.13513513513514
01 43.21621621621622
04 43.2972972972973
01 43.45945945945946
02 43.54054054054055
04 43.62162162162163
08 43.70270270270271
04 43.78378378378379
08 43.94594594594595
09 45.08108108108109
02 45.16216216216217
04 45.24324324324325
08 45.32432432432433
01 45.40540540540541
04 45.48648648648649
01 45.56756756756757
08 45.72972972972973
02 45.810810810810814
08 45.891891891891895
01 46.054054054054056
04 46.135135135135144
02 46.216216216216225
08 46.378378378378386
02 46.45945945945947
04 46.54054054054055
01 46.70270270270271
02 46.78378378378379
01 46.86486486486487
08 47.02702702702703
04 47.10810810810811
08 47.18918918918919
01 47.351351351351354
02 47.432432432432435
04 47.51351351351352
08 47.675675675675684
04 47.756756756756765
02 47.837837837837846
01 48.0
08 48.08108108108108
01 48.16216216216216
04 48.32432432432432
02 48.4054054054054
04 48.486486486486484
01 48.648648648648646
08 48.729729729729726
04 48.810810810810814
02 48.972972972972975
01 49.054054054054056
08 49.13513513513514
01 49.2972972972973
08 49.37837837837838
01 49.45945945945946
02 49.62162162162162
04 49.7027027027027
02 49.78378378378378
01 49.945945945945944
08 50.02702702702703
02 50.10810810810811
04 50.270270270270274
01 50.351351351351354
08 50.432432432432435
01 50.5945945945946
04 50.67567567567568
01 50.75675675675676
08 50.91891891891892
04 51.0
08 51.08108108108108
01 51.24324324324324
04 51.32432432432432
01 51.40540540540541
08 51.56756756756757
04 51.64864864864865
08 51.72972972972973
01 51.891891891891895
02 51.972972972972975
01 52.054054054054056
08 52.21621621621622
02 52.2972972972973
08 52.37837837837838
01 52.54054054054054
02 52.62162162162163
01 52.70270270270271
08 52.86486486486487
02 52.94594594594595
08 53.02702702702703
01 53.18918918918919
02 53.270270270270274
04 53.351351351351354
08 53.513513513513516
02 53.5945945945946
04 53.67567567567568
01 53.83783783783784
02 53.91891891891892
04 54.00000000000001
08 54.16216216216217
02 54.24324324324325
04 54.32432432432433
01 54.48648648648649
04 54.56756756756757
02 54.64864864864865
08 54.72972972972973
01 54.810810810810814
02 54.891891891891895
04 54.972972972972975
02 55.054054054054056
01 55.13513513513514
08 55.216216216216225
02 55.297297297297305
04 55.378378378378386
01 55.45945945945947
08 55.54054054054055
04 55.62162162162163
02 55.70270270270271
01 55.78378378378379
08 55.94594594594595
02 56.02702702702703
04 56.10810810810811
01 56.18918918918919
08 56.270270270270274
04 56.432432432432435
02 56.513513513513516
04 56.594594594594604
08 56.675675675675684
01 56.756756756756765
02 56.918918918918926
04 57.00000000000001
02 57.08108108108108
04 57.16216216216216
08 57.24324324324324
02 57.4054054054054
08 57.567567567567565
01 57.729729729729726
08 57.891891891891895
04 57.972972972972975
02 58.054054054054056
01 58.21621621621622
08 58.2972972972973
01 58.37837837837838
04 58.54054054054054
02 58.62162162162162
08 58.7027027027027
01 58.78378378378378
08 58.86486486486486
04 59.027027027027025
08 59.10810810810811
01 59.18918918918919
08 59.270270270270274
02 59.351351351351354
08 59.513513513513516
01 59.5945945945946
04 59.67567567567568
02 59.75675675675676
08 59.83783783783784
01 60.0
08 60.16216216216216
01 60.32432432432432
02 60.48648648648649
04 60.56756756756757
08 60.64864864864865
04 60.810810810810814
02 60.891891891891895
01 60.972972972972975
08 61.13513513513514
02 61.21621621621622
08 61.2972972972973
02 61.37837837837838
04 61.45945945945946
01 61.62162162162162
02 61.70270270270271
04 61.78378378378379
08 61.86486486486487
04 61.94594594594595
08 62.10810810810811
01 62.18918918918919
04 62.270270270270274
02 62.351351351351354
04 62.432432432432435
01 62.5945945945946
08 62.75675675675676
04 62.91891891891892
02 63.08108108108109
04 63.16216216216217
02 63.24324324324325
01 63.40540540540541
08 63.48648648648649
02 63.56756756756757
10 64.21621621621622
09 64.86486486486487
05 65.51351351351352
05 66.16216216216216
01 70.37837837837839
08 70.45945945945947
02 70.54054054054055
08 70.62162162162163
