TITLE hosi@w@
BPM   190.0
NOTES
01 5.052631578947368
08 5.13157894736842
01 5.2105263157894735
04 5.289473684210526
02 5.368421052631579
08 5.447368421052631
01 5.526315789473684
08 5.605263157894736
04 5.684210526315789
02 5.763157894736842
01 5.842105263157895
08 5.921052631578947
02 6.0
04 6.078947368421052
01 6.157894736842104
08 6.2368421052631575
02 6.315789473684211
08 6.394736842105263
01 6.473684210526316
08 6.552631578947368
04 6.631578947368421
02 6.7105263157894735
01 6.7894736842105265
08 6.868421052631579
02 6.947368421052632
04 7.026315789473684
01 7.105263157894737
08 7.184210526315789
01 7.2631578947368425
02 7.342105263157895
04 7.421052631578947
08 7.5
01 7.578947368421052
08 7.657894736842104
02 7.7368421052631575
04 7.81578947368421
01 7.894736842105263
08 7.973684210526315
01 8.052631578947368
02 8.131578947368421
04 8.210526315789473
08 8.289473684210526
04 8.368421052631579
02 8.447368421052632
01 8.526315789473683
02 8.605263157894736
04 8.68421052631579
08 8.763157894736842
01 8.842105263157894
04 8.921052631578947
01 8.999999999999998
08 9.078947368421051
01 9.157894736842104
04 9.236842105263158
01 9.315789473684209
08 9.394736842105262
01 9.473684210526315
02 9.552631578947368
04 9.63157894736842
02 9.710526315789473
01 9.789473684210526
02 9.868421052631579
04 9.94736842105263
02 10.026315789473683
01 10.105263157894736
08 10.18421052631579
02 10.26315789473684
08 10.342105263157894
01 10.421052631578947
04 10.5
02 10.578947368421051
08 10.657894736842104
01 10.736842105263158
02 10.81578947368421
04 10.894736842105262
02 10.973684210526315
01 11.052631578947368
08 11.131578947368421
02 11.210526315789473
04 11.289473684210526
01 11.368421052631579
08 11.447368421052632
01 11.526315789473683
02 11.605263157894736
04 11.68421052631579
02 11.763157894736842
01 11.842105263157894
08 11.921052631578947
02 12.0
04 12.078947368421053
01 12.157894736842104
08 12.236842105263158
01 12.31578947368421
02 12.394736842105264
04 12.473684210526315
08 12.552631578947368
04 12.631578947368421
08 12.710526315789474
01 12.789473684210526
04 12.868421052631579
02 12.947368421052632
08 13.026315789473685
01 13.105263157894736
08 13.18421052631579
04 13.263157894736842
02 13.342105263157896
01 13.421052631578947
08 13.5
01 13.578947368421053
04 13.657894736842106
02 13.736842105263158
08 13.81578947368421
01 13.894736842105262
02 13.973684210526315
01 14.052631578947366
08 14.13157894736842
01 14.210526315789473
02 14.289473684210526
01 14.368421052631577
08 14.44736842105263
01 14.526315789473683
04 14.605263157894736
02 14.684210526315788
04 14.76315789473684
01 14.842105263157894
04 14.921052631578945
02 14.999999999999998
04 15.078947368421051
01 15.157894736842104
08 15.236842105263158
04 15.315789473684209
02 15.394736842105262
01 15.473684210526315
08 15.552631578947368
01 15.63157894736842
04 15.710526315789473
02 15.789473684210526
08 15.868421052631579
01 15.94736842105263
08 16.026315789473685
04 16.105263157894736
02 16.184210526315788
04 16.263157894736842
08 16.342105263157894
01 16.421052631578945
04 16.499999999999996
02 16.57894736842105
04 16.657894736842103
01 16.736842105263154
08 16.81578947368421
04 16.89473684210526
08 16.973684210526315
01 17.052631578947366
04 17.131578947368418
02 17.210526315789473
08 17.289473684210524
01 17.368421052631575
02 17.44736842105263
04 17.52631578947368
08 17.605263157894733
01 17.684210526315788
04 17.76315789473684
02 17.842105263157894
08 17.921052631578945
02 17.999999999999996
04 18.07894736842105
02 18.157894736842103
08 18.236842105263158
01 18.31578947368421
02 18.39473684210526
04 18.473684210526315
08 18.552631578947366
01 18.631578947368418
08 18.710526315789473
02 18.789473684210524
04 18.868421052631575
01 18.94736842105263
08 19.02631578947368
01 19.105263157894736
04 19.184210526315788
01 19.26315789473684
08 19.342105263157894
01 19.421052631578945
04 19.5
01 19.57894736842105
08 19.657894736842103
04 19.736842105263158
08 19.81578947368421
01 19.89473684210526
08 19.973684210526315
04 20.052631578947366
08 20.131578947368418
01 20.210526315789473
04 20.289473684210524
02 20.36842105263158
04 20.44736842105263
01 20.52631578947368
08 20.605263157894736
04 20.684210526315788
02 20.763157894736842
01 20.842105263157894
02 20.921052631578945
01 21.0
08 21.07894736842105
02 21.157894736842103
04 21.236842105263158
01 21.31578947368421
08 21.39473684210526
01 21.473684210526315
02 21.552631578947366
04 21.63157894736842
02 21.710526315789473
01 21.789473684210524
08 21.86842105263158
01 21.94736842105263
04 22.026315789473685
02 22.105263157894736
08 22.184210526315788
01 22.263157894736842
08 22.342105263157894
04 22.421052631578945
02 22.5
01 22.57894736842105
08 22.657894736842103
01 22.736842105263158
04 22.81578947368421
02 22.894736842105264
08 22.973684210526315
01 23.052631578947366
02 23.13157894736842
04 23.210526315789473
08 23.289473684210527
04 23.36842105263158
08 23.44736842105263
01 23.526315789473685
04 23.605263157894736
02 23.684210526315788
08 23.763157894736842
02 23.842105263157894
04 23.921052631578945
01 24.0
08 24.07894736842105
01 24.157894736842106
02 24.236842105263158
01 24.31578947368421
08 24.394736842105264
01 24.473684210526315
02 24.55263157894737
01 24.63157894736842
08 24.710526315789473
02 24.789473684210527
08 24.86842105263158
01 24.94736842105263
08 25.026315789473685
02 25.105263157894736
08 25.184210526315788
01 25.263157894736842
02 25.342105263157894
04 25.42105263157895
08 25.5
04 25.57894736842105
02 25.657894736842106
04 25.736842105263158
08 25.815789473684212
01 25.894736842105264
04 25.973684210526315
02 26.05263157894737
08 26.13157894736842
01 26.210526315789473
02 26.289473684210527
04 26.36842105263158
08 26.44736842105263
04 26.52631578947368
02 26.605263157894733
01 26.684210526315788
08 26.76315789473684
01 26.84210526315789
04 26.921052631578945
02 26.999999999999996
08 27.07894736842105
01 27.157894736842103
08 27.236842105263154
04 27.31578947368421
02 27.39473684210526
01 27.47368421052631
02 27.552631578947366
01 27.631578947368418
08 27.710526315789473
02 27.789473684210524
04 27.868421052631575
01 27.94736842105263
