TITLE Freedom
BPM   126.0
NOTES
1000 1.9047619047619047
0010 2.142857142857143
0100 2.261904761904762
0001 2.5
0100 2.6190476190476186
0001 3.095238095238095
0010 3.333333333333333
0100 3.452380952380952
0100 3.6904761904761902
0010 3.8095238095238093
0001 4.0476190476190474
1000 4.166666666666666
0001 4.404761904761904
1000 4.523809523809524
0100 5.0
0010 5.238095238095237
0001 5.357142857142857
0010 5.476190476190476
0001 5.595238095238095
1000 5.7142857142857135
0100 5.952380952380952
0010 6.07142857142857
0100 6.309523809523808
1000 6.428571428571428
0001 6.904761904761904
1000 7.142857142857142
0001 7.261904761904761
0001 7.499999999999999
0100 7.619047619047619
0010 7.857142857142857
0100 7.976190476190475
0010 8.214285714285714
1000 8.333333333333332
0001 8.809523809523808
0010 9.047619047619047
0100 9.166666666666666
1000 9.285714285714285
0100 9.404761904761905
1000 9.523809523809524
0010 9.761904761904761
0100 9.880952380952381
0010 10.119047619047619
1000 10.238095238095237
0001 10.714285714285714
0100 10.952380952380953
0010 11.071428571428571
0010 11.30952380952381
1000 11.428571428571427
0001 11.666666666666664
0010 11.785714285714285
0100 12.023809523809522
0010 12.14285714285714
0100 12.619047619047617
1000 12.857142857142856
0100 12.976190476190474
1000 13.095238095238093
0100 13.214285714285712
0010 13.333333333333332
0001 13.57142857142857
1000 13.69047619047619
0010 13.928571428571427
0100 14.047619047619046
0010 14.523809523809522
1000 14.761904761904761
0001 14.88095238095238
0001 15.119047619047617
1000 15.238095238095237
0010 15.476190476190474
0100 15.595238095238095
0001 15.833333333333332
1000 15.95238095238095
0100 16.19047619047619
0010 16.30952380952381
0010 16.666666666666664
0010 16.904761904761905
0001 17.142857142857142
0010 17.38095238095238
1000 17.619047619047617
0010 18.095238095238095
0100 18.214285714285715
0100 18.452380952380953
0010 19.047619047619047
0001 19.166666666666668
0001 19.404761904761905
0010 19.761904761904763
0100 20.0
1000 20.11904761904762
1000 20.357142857142858
0001 20.714285714285715
0010 20.833333333333332
0001 20.952380952380953
0010 21.19047619047619
0100 21.428571428571427
1000 21.666666666666668
0200 21.904761904761905
0310 22.38095238095238
0002 22.61904761904762
1003 23.09523809523809
0010 23.33333333333333
0100 23.57142857142857
0002 23.809523809523807
1003 24.28571428571428
0100 24.523809523809522
0010 24.64285714285714
0001 24.76190476190476
0100 24.999999999999996
1000 25.238095238095234
0100 25.71428571428571
0001 25.83333333333333
0001 26.07142857142857
0010 26.9047619047619
0100 27.14285714285714
1000 27.38095238095238
0001 27.619047619047617
0100 27.738095238095234
0100 27.976190476190474
0001 28.333333333333332
0100 28.45238095238095
0001 28.57142857142857
0100 28.809523809523807
0001 29.047619047619044
1000 29.285714285714285
0010 29.523809523809522
0100 29.88095238095238
0002 30.238095238095237
0003 31.9047619047619
1000 32.38095238095238
0100 32.61904761904762
0001 32.857142857142854
0100 33.33333333333333
0010 33.45238095238095
0010 33.69047619047619
0100 34.285714285714285
0010 34.523809523809526
0001 34.76190476190476
1000 35.0
0010 35.238095238095234
0100 35.476190476190474
0001 35.714285714285715
0010 35.83333333333333
0001 35.95238095238095
1000 36.07142857142857
0001 36.19047619047619
1000 36.30952380952381
1000 36.547619047619044
0100 37.14285714285714
0010 37.26190476190476
0010 37.5
0001 38.095238095238095
1000 38.333333333333336
0001 38.57142857142857
1000 38.80952380952381
0100 39.047619047619044
0010 39.285714285714285
0001 39.523809523809526
0100 39.64285714285714
0001 39.76190476190476
1000 39.88095238095238
0002 40.0
0010 40.476190476190474
2003 40.95238095238095
0010 41.42857142857143
3200 41.904761904761905
1000 42.38095238095238
0320 42.857142857142854
0100 43.333333333333336
0032 43.80952380952381
1000 44.285714285714285
1003 45.23809523809524
1000 46.222222222222214
0100 46.47619047619047
0010 46.73015873015872
0001 46.98412698412698
0010 47.238095238095234
0100 47.36507936507936
2000 47.61904761904761
0001 47.97619047619047
0010 48.33333333333333
3001 48.8095238095238
0010 49.047619047619044
0200 49.28571428571428
1000 49.52380952380952
0001 49.88095238095237
1300 50.238095238095234
0001 50.71428571428571
0010 50.95238095238095
0100 51.19047619047618
1000 51.3095238095238
0100 51.42857142857142
1000 51.666666666666664
0001 51.78571428571428
1000 52.02380952380952
0100 52.14285714285714
1000 52.61904761904761
0001 52.857142857142854
0100 52.97619047619047
0100 53.21428571428571
0001 53.33333333333333
0010 53.57142857142857
0100 53.69047619047618
0010 53.92857142857142
0100 54.047619047619044
1000 54.52380952380952
0001 54.76190476190476
0010 54.88095238095238
0001 54.99999999999999
0010 55.11904761904761
0200 55.238095238095234
0010 55.59523809523809
1000 55.95238095238095
0310 56.42857142857142
0001 56.666666666666664
0020 56.9047619047619
0100 57.14285714285714
1000 57.49999999999999
0031 57.857142857142854
1000 58.33333333333333
0001 58.57142857142857
0100 58.69047619047619
0001 58.8095238095238
0100 58.92857142857142
0010 59.047619047619044
1000 59.285714285714285
0001 59.4047619047619
1000 59.64285714285714
0001 59.76190476190476
0010 60.238095238095234
0100 60.476190476190474
1000 60.59523809523809
1000 60.83333333333333
0001 60.95238095238095
0100 61.19047619047619
0010 61.3095238095238
0100 61.547619047619044
0001 61.666666666666664
1000 62.14285714285714
0010 62.38095238095238
0100 62.5
0100 62.738095238095234
0001 62.857142857142854
1000 63.21428571428571
0100 63.57142857142857
0010 63.92857142857142
0001 64.28571428571428
1000 64.52380952380952
0001 64.76190476190476
0100 65.11904761904762
0010 65.47619047619047
0100 65.83333333333333
0001 66.19047619047619
0010 66.42857142857143
0100 66.66666666666666
1000 67.02380952380952
0010 67.38095238095237
0100 67.73809523809523
0001 68.09523809523809
0100 68.33333333333333
0001 68.57142857142857
1000 68.92857142857143
0100 69.28571428571428
0010 69.64285714285714
0001 70.0
1000 70.23809523809524
0100 70.47619047619047
0010 70.83333333333333
0100 71.19047619047618
1000 71.54761904761904
0001 71.9047619047619
0010 72.14285714285714
0100 72.38095238095238
1000 72.73809523809524
0001 73.09523809523809
1000 73.45238095238095
0100 73.80952380952381
0010 74.04761904761905
0001 74.28571428571428
0100 74.64285714285714
0010 74.99999999999999
1000 75.35714285714285
0001 75.71428571428571
0010 75.95238095238095
0001 76.19047619047619
1000 76.57142857142857
