TITLE Pomegranate
BPM   130.0
NOTES
1001 7.384615384615385
1000 7.615384615384616
0010 8.076923076923077
0100 8.192307692307693
0001 8.307692307692308
0001 8.653846153846155
0001 9.0
0010 9.115384615384617
0100 9.230769230769232
1000 9.461538461538462
0001 9.923076923076923
1000 10.03846153846154
0100 10.153846153846155
0100 10.500000000000002
0100 10.846153846153847
1000 10.961538461538463
0010 11.076923076923077
0100 11.192307692307692
0010 11.307692307692307
0100 11.423076923076923
0010 11.538461538461538
1000 11.653846153846153
0010 11.769230769230768
1000 11.884615384615385
0001 12.0
1000 12.115384615384615
0001 12.23076923076923
1000 12.346153846153847
0001 12.461538461538462
0010 12.576923076923077
0001 12.692307692307692
0010 12.807692307692307
0001 12.923076923076923
1000 13.0
0001 13.076923076923077
1000 13.153846153846153
0001 13.230769230769232
1000 13.307692307692308
0001 13.384615384615385
1000 13.461538461538462
0001 13.538461538461538
1000 13.615384615384615
0001 13.692307692307693
1000 13.76923076923077
0001 13.846153846153847
0100 13.961538461538462
0010 14.076923076923077
1000 14.192307692307693
0002 14.307692307692308
1003 14.538461538461538
0100 14.653846153846153
2000 14.76923076923077
0010 15.0
3010 15.230769230769232
0100 15.461538461538462
0001 15.692307692307693
0010 15.923076923076923
0100 16.03846153846154
1000 16.26923076923077
0001 16.384615384615387
1000 16.5
0010 16.615384615384617
0100 16.846153846153847
0001 16.961538461538463
0100 17.192307692307693
0010 17.30769230769231
1000 17.423076923076923
0001 17.53846153846154
0010 17.76923076923077
1000 18.0
0010 18.230769230769234
0001 18.461538461538463
0100 18.692307692307693
0010 18.923076923076923
1000 19.153846153846157
0001 19.384615384615387
0010 19.615384615384617
0100 19.730769230769234
0010 19.961538461538463
0001 20.07692307692308
0010 20.192307692307693
0100 20.30769230769231
1000 20.53846153846154
0010 20.653846153846157
0100 20.884615384615387
0001 21.000000000000004
1000 21.115384615384617
0001 21.230769230769234
0100 21.461538461538463
2000 21.692307692307693
0100 21.923076923076927
3200 22.153846153846153
0001 22.384615384615383
0301 22.615384615384613
0010 22.846153846153847
0100 23.076923076923077
1000 23.307692307692307
0001 23.423076923076923
1000 23.653846153846153
0010 23.76923076923077
1000 23.884615384615383
0100 24.0
0010 24.23076923076923
0001 24.346153846153847
0010 24.576923076923077
0100 24.692307692307693
1000 24.807692307692307
0001 24.923076923076923
0100 25.153846153846153
1000 25.384615384615383
0100 25.615384615384617
0001 25.846153846153847
0010 26.076923076923077
0100 26.307692307692307
1000 26.53846153846154
0001 26.76923076923077
0100 27.0
0001 27.115384615384617
1000 27.346153846153847
0100 27.461538461538463
0010 27.576923076923077
0001 27.692307692307693
0101 28.03846153846154
1010 28.384615384615387
1000 28.615384615384617
0100 28.730769230769234
0010 29.076923076923077
0001 29.192307692307693
0010 29.30769230769231
0001 29.384615384615387
0010 29.461538461538463
0002 29.53846153846154
1000 29.76923076923077
1003 30.0
0010 30.230769230769234
0100 30.461538461538463
0001 30.692307692307693
0010 30.80769230769231
0001 31.03846153846154
1000 31.153846153846157
0010 31.26923076923077
1000 31.384615384615387
0100 31.615384615384617
0010 31.730769230769234
0100 31.961538461538463
1000 32.07692307692308
0001 32.19230769230769
1000 32.30769230769231
0010 32.53846153846154
0001 32.769230769230774
0010 33.0
1000 33.23076923076923
0001 33.46153846153847
0010 33.69230769230769
0100 33.92307692307693
1000 34.15384615384615
0001 34.38461538461539
0100 34.5
0010 34.73076923076923
1000 34.84615384615385
0010 34.96153846153847
0100 35.07692307692308
0001 35.307692307692314
0010 35.42307692307693
0100 35.65384615384616
1000 35.769230769230774
0100 35.88461538461539
0020 36.0
0100 36.23076923076923
0230 36.46153846153847
1300 36.69230769230769
0001 36.769230769230774
1000 36.84615384615385
0002 36.92307692307693
0100 37.15384615384616
0103 37.38461538461539
0010 37.61538461538462
1000 37.84615384615385
0001 38.07692307692308
0010 38.19230769230769
0001 38.42307692307693
0100 38.53846153846154
0010 38.65384615384616
1000 38.769230769230774
0100 39.00000000000001
1000 39.11538461538462
0010 39.346153846153854
0100 39.46153846153847
0001 39.57692307692308
1000 39.69230769230769
0100 39.92307692307693
0002 40.15384615384616
0100 40.38461538461539
0203 40.61538461538462
1000 40.846153846153854
1300 41.07692307692308
0010 41.307692307692314
0100 41.53846153846154
0001 41.769230769230774
1000 41.88461538461539
0001 42.11538461538462
0100 42.23076923076923
0001 42.346153846153854
1000 42.46153846153847
1100 42.807692307692314
0011 43.15384615384616
0002 43.38461538461539
1003 43.846153846153854
0010 44.07692307692308
0200 44.30769230769231
0020 45.0
2000 45.69230769230769
3330 46.4
0100 46.89230769230769
0001 47.13846153846154
1000 47.38461538461539
0100 47.63076923076923
0002 48.0
1003 49.31868131868132
0200 49.582417582417584
2000 49.84615384615385
0300 50.76923076923077
3001 51.0
0100 51.23076923076923
0010 51.46153846153846
1010 51.69230769230769
1010 52.15384615384615
1001 52.61538461538461
0001 52.84615384615385
0011 53.07692307692308
0010 53.30769230769231
0210 53.53846153846154
0300 53.88461538461539
2100 54.0
3000 54.34615384615385
1002 54.46153846153846
0003 54.80769230769231
0201 54.92307692307693
0010 55.15384615384615
0310 55.38461538461539
1000 55.61538461538462
0010 55.84615384615385
0100 56.07692307692308
0010 56.30769230769231
1000 56.53846153846154
0001 56.769230769230774
0010 57.0
0100 57.11538461538462
2000 57.23076923076923
3020 58.15384615384615
1030 58.61538461538462
0001 58.73076923076923
1000 58.84615384615385
0001 58.96153846153847
1000 59.07692307692308
0100 59.19230769230769
0010 59.307692307692314
0100 59.42307692307693
0010 59.53846153846154
0001 59.65384615384616
0010 59.769230769230774
0100 59.88461538461539
1000 60.0
0010 60.11538461538462
0100 60.23076923076923
0010 60.34615384615385
1000 60.46153846153847
0001 60.57692307692308
1000 60.69230769230769
