TITLE Squeaksystem
BPM   102.653
NOTES
01 9.35189424566257
04 9.644140940839526
02 9.936387636016482
04 10.082510983604958
01 10.228634331193437
02 10.374757678781915
08 10.66700437395887
02 10.959251069135826
04 11.105374416724302
08 11.25149776431278
01 11.397621111901259
08 11.543744459489735
02 11.689867807078214
04 11.982114502255168
01 12.274361197432125
04 12.420484545020603
02 12.56660789260908
04 12.712731240197558
08 12.858854587786034
04 13.15110128296299
02 13.297224630551469
08 13.443347978139945
02 13.589471325728423
04 13.735594673316902
01 13.881718020905378
04 14.027841368493856
01 14.320088063670811
08 14.612334758847767
02 14.758458106436244
08 14.904581454024722
02 15.0507048016132
01 15.342951496790155
02 15.635198191967111
08 15.781321539555588
01 15.927444887144066
04 16.073568234732544
02 16.219691582321023
08 16.365814929909497
04 16.658061625086454
02 16.950308320263407
01 17.096431667851885
08 17.242555015440363
04 17.38867836302884
01 17.53480171061732
04 17.827048405794272
02 17.97317175338275
01 18.11929510097123
01 18.265418448559707
08 18.411541796148185
08 18.557665143736664
09 18.70378849132514
01 18.859653395419517
02 19.015518299513893
04 19.171383203608272
02 19.327248107702648
04 19.483113011797023
08 19.6389779158914
04 19.794842819985774
04 19.95070772408015
01 20.106572628174526
08 20.262437532268905
04 20.41830243636328
02 20.574167340457656
04 20.73003224455203
02 20.885897148646407
01 21.041762052740786
08 21.197626956835162
04 21.353491860929537
08 21.509356765023917
01 21.665221669118292
04 21.821086573212668
02 21.976951477307043
04 22.13281638140142
04 22.288681285495795
08 22.44454618959017
01 22.60041109368455
08 22.756275997778925
02 22.9121409018733
04 23.068005805967676
02 23.22387071006205
08 23.379735614156427
04 23.535600518250803
02 23.69146542234518
04 23.847330326439554
02 24.003195230533933
01 24.15906013462831
02 24.314925038722684
04 24.47078994281706
04 24.626654846911435
01 24.782519751005815
04 24.93838465510019
02 25.094249559194566
08 25.25011446328894
04 25.405979367383317
02 25.561844271477693
01 25.717709175572068
04 25.873574079666444
02 26.02943898376082
08 26.1853038878552
02 26.341168791949574
04 26.49703369604395
01 26.652898600138325
04 26.8087635042327
04 26.964628408327076
08 27.120493312421452
01 27.27635821651583
04 27.432223120610207
01 27.588088024704582
04 27.743952928798958
02 27.899817832893334
08 28.055682736987713
04 28.21154764108209
02 28.367412545176464
04 28.523277449270843
02 28.67914235336522
01 28.835007257459594
08 28.99087216155397
04 29.146737065648345
04 29.30260196974272
02 29.458466873837097
08 29.614331777931476
04 29.77019668202585
08 29.926061586120227
02 30.081926490214602
04 30.237791394308978
02 30.393656298403357
08 30.549521202497733
02 30.70538610659211
04 30.861251010686487
01 31.017115914780863
02 31.17298081887524
01 31.328845722969614
02 31.48471062706399
02 31.640575531158365
08 31.79644043525274
01 31.95230533934712
08 32.10817024344149
01 32.26403514753587
02 32.41990005163025
04 32.57576495572462
08 32.731629859818995
04 32.887494763913374
08 33.043359668007746
01 33.199224572102125
02 33.3550894761965
01 33.510954380290876
08 33.666819284385255
02 33.82268418847963
02 33.978549092574006
01 34.13441399666838
02 34.29027890076276
01 34.44614380485713
08 34.60200870895151
02 34.75787361304589
04 34.91373851714026
01 35.06960342123464
02 35.22546832532902
01 35.38133322942339
04 35.53719813351777
01 35.69306303761214
08 35.84892794170652
01 36.00479284580089
02 36.16065774989527
02 36.31652265398965
08 36.47238755808402
02 36.6282524621784
08 36.784117366272774
04 36.93998227036715
02 37.09584717446153
04 37.251712078555904
08 37.40757698265028
04 37.56344188674466
08 37.719306790839035
02 37.875171694933414
04 38.031036599027786
02 38.186901503122165
08 38.342766407216544
02 38.498631311310916
02 38.654496215405295
01 38.81036111949967
04 38.96622602359405
02 39.12209092768842
08 39.2779558317828
02 39.43382073587718
04 39.58968563997155
01 39.74555054406593
08 39.89478289904991
02 40.04401525403388
08 40.19324760901786
02 40.34247996400184
04 40.49171231898581
01 40.64094467396979
04 40.79017702895377
04 41.03889762059373
08 41.18812997557771
01 41.48659468554566
02 41.58608292220165
04 41.685571158857634
08 41.78505939551361
02 41.93429175049759
08 42.08352410548157
02 42.23938900957595
04 42.395253913670324
02 42.5511188177647
04 42.706983721859075
01 42.862848625953454
08 43.01871353004783
04 43.174578434142205
04 43.330443338236584
02 43.486308242330956
08 43.642173146425336
01 43.79803805051971
08 43.95390295461409
02 44.109767858708466
04 44.26563276280284
01 44.42149766689721
02 44.57073002188119
04 44.71996237686516
02 44.86919473184914
04 45.01842708683312
02 45.167659441817094
01 45.31689179680107
04 45.46612415178505
04 45.71484474342501
08 45.86407709840899
01 46.16254180837694
04 46.26203004503293
02 46.361518281688916
08 46.461006518344895
01 46.610238873328875
08 46.759471228312854
02 46.91533613240723
04 47.071201036501606
02 47.227065940595985
08 47.38293084469036
01 47.538795748784736
04 47.69466065287911
02 47.85052555697349
02 48.006390461067866
01 48.16225536516224
08 48.31812026925662
04 48.47398517335099
