TITLE Kurukurukiikii
BPM   200.0
NOTES
0001 4.8
1000 4.875
0001 5.0249999999999995
0100 5.1
0010 5.25
1000 5.3999999999999995
0100 5.475
0010 5.625
0001 5.699999999999999
1000 5.85
0001 6.0
0010 6.075
0100 6.15
1000 6.225
0001 6.3
0100 6.375
0010 6.45
0100 6.525
0001 6.6
1000 6.675
0100 6.75
1000 6.825
0001 6.9
0100 6.975
0010 7.05
1000 7.125
0001 7.199999999999999
0010 7.2749999999999995
0100 7.35
1000 7.424999999999999
0100 7.499999999999999
0010 7.574999999999999
0001 7.6499999999999995
1000 7.725
0010 7.799999999999999
0100 7.874999999999999
0010 7.949999999999999
1000 8.024999999999999
0001 8.1
0100 8.174999999999999
0001 8.25
0100 8.325
0010 8.4
1000 8.475
0001 8.55
0010 8.625
0100 8.700000000000001
1000 8.775
0100 8.85
1000 8.925
0001 9.0
0100 9.075000000000001
0001 9.15
0100 9.225
0010 9.3
1000 9.375
0001 9.45
0010 9.525
0100 9.6
1000 9.674999999999999
0100 9.75
0010 9.825
0100 9.9
1000 9.975
0001 10.049999999999999
0100 10.125
0001 10.2
0100 10.275
0010 10.35
0100 10.424999999999999
0001 10.5
1000 10.575
0100 10.649999999999999
0010 10.725
0001 10.799999999999999
1000 10.874999999999998
0010 10.95
1000 11.024999999999999
0001 11.1
1000 11.174999999999999
0100 11.249999999999998
0010 11.325
0001 11.399999999999999
0010 11.475
0001 11.549999999999999
1000 11.624999999999998
0010 11.7
0100 11.774999999999999
0010 11.849999999999998
1000 11.924999999999999
0001 12.0
0010 12.075
0100 12.15
1000 12.225
0100 12.3
0010 12.375
0001 12.45
1000 12.525
0010 12.6
0100 12.675
0001 12.75
0100 12.825
0010 12.9
1000 12.975
0001 13.05
1000 13.125
0100 13.2
0010 13.274999999999999
0001 13.35
0010 13.424999999999999
0001 13.5
1000 13.575
0010 13.649999999999999
0100 13.725
0001 13.799999999999999
1000 13.875
0001 13.95
0010 14.024999999999999
0100 14.1
1000 14.174999999999999
0100 14.25
1000 14.325
0001 14.399999999999999
0100 14.474999999999998
0010 14.549999999999999
1000 14.624999999999998
0001 14.7
1000 14.774999999999999
0100 14.849999999999998
0010 14.924999999999999
0001 14.999999999999998
1000 15.149999999999999
0010 15.299999999999999
0100 15.45
0001 15.6
1000 15.674999999999999
0100 15.75
0010 15.825
0001 15.9
1000 15.975
0001 16.05
0100 16.125
0010 16.2
1000 16.275
0001 16.349999999999998
1000 16.425
0100 16.5
1000 16.575
0001 16.65
0100 16.724999999999998
0010 16.8
0100 16.875
0001 16.95
1000 17.025000000000002
0100 17.1
0010 17.175
0001 17.25
0010 17.325
0100 17.400000000000002
1000 17.475
0100 17.55
1000 17.625
0001 17.7
0100 17.775000000000002
0010 17.85
0100 17.925
0001 18.0
1000 18.075
0100 18.15
0010 18.225
0001 18.3
1000 18.375
0100 18.45
0010 18.525
0100 18.6
1000 18.675
0001 18.75
0100 18.825
0001 18.9
0100 18.975
0010 19.05
1000 19.125
0001 19.2
1000 19.275
0100 19.349999999999998
1000 19.425
0001 19.5
0100 19.575
0010 19.65
0100 19.724999999999998
0001 19.8
1000 19.875
0100 19.95
0010 20.025
0001 20.099999999999998
0010 20.175
0100 20.25
0010 20.325
0001 20.4
1000 20.474999999999998
0010 20.549999999999997
0100 20.625
0010 20.7
1000 20.775
0001 20.849999999999998
1000 20.924999999999997
0100 21.0
0010 21.075
0100 21.15
1000 21.224999999999998
0001 21.299999999999997
0100 21.375
0010 21.45
0100 21.525
0001 21.599999999999998
1000 21.674999999999997
0100 21.749999999999996
0010 21.825
0001 21.9
0010 21.974999999999998
0001 22.049999999999997
1000 22.124999999999996
0010 22.2
0100 22.275
0010 22.349999999999998
1000 22.424999999999997
0010 22.499999999999996
0100 22.575
0001 22.65
1000 22.724999999999998
0100 22.8
0010 22.875
0001 22.95
1000 23.025000000000002
0010 23.1
0100 23.175
0001 23.25
1000 23.325
0100 23.400000000000002
1000 23.475
0001 23.55
0100 23.625
0010 23.7
1000 23.775000000000002
0001 23.85
0010 23.925
0100 24.0
0010 24.075
0001 24.15
1000 24.225
0001 24.3
0100 24.375
0010 24.45
0100 24.525
0001 24.6
1000 24.675
0100 24.75
0010 24.825
0001 24.9
0010 24.975
0100 25.05
1000 25.125
0001 25.2
1000 26.4
0001 26.474999999999998
0100 26.549999999999997
0010 26.625
1000 26.7
0001 26.775
1000 26.849999999999998
0100 26.924999999999997
0010 27.0
0001 27.075
1000 27.15
0001 27.224999999999998
0100 27.299999999999997
0010 27.375
1000 27.45
0001 27.525
1000 27.599999999999998
0100 27.674999999999997
1000 27.749999999999996
0001 27.825
0100 27.9
0010 27.974999999999998
1000 28.049999999999997
0001 28.124999999999996
1000 28.2
0100 28.275
0010 28.349999999999998
0001 28.424999999999997
0010 28.499999999999996
0100 28.575
1000 28.65
0001 28.724999999999998
0100 28.799999999999997
0010 28.874999999999996
0100 28.949999999999996
0001 29.025
1000 29.099999999999998
0100 29.174999999999997
1000 29.249999999999996
0001 29.324999999999996
0100 29.4
0010 29.474999999999998
1000 29.549999999999997
0001 29.624999999999996
0010 29.699999999999996
0100 29.775
1000 29.849999999999998
0100 29.924999999999997
1000 30.0
0001 30.075
0100 30.15
0010 30.225
0100 30.3
0001 30.375
1000 30.45
0100 30.525
0010 30.6
0001 30.675
0010 30.75
0001 30.825
1000 30.9
0010 30.975
0100 31.05
0001 31.125
1000 31.2
0001 31.275
0010 31.349999999999998
0100 31.425
1000 31.5
0100 31.575
1000 31.65
0001 31.724999999999998
0100 31.8
0010 31.875
1000 31.95
0001 32.025
1000 32.1
0100 32.175
1000 32.25
0001 32.324999999999996
0100 32.4
0001 32.475
0100 32.55
0010 32.625
1000 32.699999999999996
0001 32.775
0010 32.85
0100 32.925
1000 33.0
0100 33.074999999999996
0010 33.15
0001 33.225
1000 33.3
0100 33.375
0010 33.449999999999996
0001 33.525
1000 33.6
0001 33.675000000000004
0100 33.75
0010 33.825
1000 33.9
0001 33.975
0010 34.050000000000004
0100 34.125
0010 34.2
0001 34.275
1000 34.35
0010 34.425000000000004
0100 34.5
0001 34.575
1000 34.65
0100 34.725
1000 34.8
0001 34.875
0100 34.949999999999996
0010 35.025
1000 35.099999999999994
0001 35.175
0010 35.25
0001 35.324999999999996
1000 35.4
0010 35.474999999999994
0100 35.55
0001 35.625
1000 35.699999999999996
0010 35.775
0100 35.849999999999994
0001 35.925
1000 36.0
0100 36.075
0010 36.15
0001 36.225
1000 36.3
0010 36.375
0100 36.45
0001 36.525
1000 36.6
0100 36.675
0010 36.75
0001 36.825
0010 36.9
0001 36.975
1000 37.05
0010 37.125
0100 37.199999999999996
0001 37.275
1000 37.349999999999994
0001 37.425
0010 37.49999999999999
0100 37.574999999999996
1000 37.65
0100 37.724999999999994
1000 37.8
0001 37.87499999999999
0100 37.949999999999996
0010 38.025
0100 38.099999999999994
0001 38.175
1000 38.24999999999999
0001 38.324999999999996
0010 38.4
0001 38.475
1000 38.55
0010 38.625
0100 38.699999999999996
0001 38.775
1000 38.85
0001 38.925
0010 39.0
0100 39.074999999999996
0010 39.15
0001 39.225
1000 39.3
0010 39.375
0100 39.449999999999996
0010 39.525
1000 39.6
0001 39.675000000000004
1000 39.75
0100 39.825
1000 39.9
0001 39.975
0100 40.050000000000004
0010 40.125
1000 40.2
0001 40.275
1000 40.35
0100 40.425000000000004
0010 40.5
0001 40.575
1000 40.65
0001 40.725
0100 40.8
0010 40.875
1000 40.949999999999996
0001 41.025
0010 41.099999999999994
0100 41.175
1000 41.25
0100 41.324999999999996
1000 41.4
0001 41.474999999999994
0100 41.55
0010 41.625
1000 41.699999999999996
0001 41.775
1000 41.849999999999994
0100 41.925
0010 42.0
0001 42.075
1000 42.15
0001 42.225
0100 42.3
0010 42.375
1000 42.45
0001 42.525
0010 42.6
0100 42.675
1000 42.75
0100 42.825
1000 42.9
0001 42.975
0100 43.05
0010 43.125
1000 43.199999999999996
0001 43.275
1000 43.349999999999994
0100 43.425
0010 43.49999999999999
0001 43.574999999999996
1000 43.65
0001 43.724999999999994
0100 43.8
0010 43.87499999999999
1000 43.949999999999996
0001 44.025
0010 44.099999999999994
0100 44.175
1000 44.24999999999999
0001 44.324999999999996
1000 44.4
0010 44.475
0100 44.625
0001 44.699999999999996
1000 44.85
0001 45.0
0010 45.074999999999996
0100 45.225
0010 45.3
0001 45.449999999999996
1000 45.6
0001 45.675000000000004
0010 45.75
0100 45.825
1000 45.9
0001 45.975
1000 46.050000000000004
0010 46.125
0100 46.2
0001 46.275
1000 46.35
0001 46.425000000000004
0010 46.5
0100 46.575
1000 46.65
0001 46.725
1000 46.8
0010 46.875
1000 46.949999999999996
0001 47.025
0010 47.099999999999994
0100 47.175
1000 47.25
0001 47.324999999999996
1000 47.4
0010 47.474999999999994
0100 47.55
0001 47.625
0100 47.699999999999996
0010 47.775
1000 47.849999999999994
0001 47.925
0010 48.0
0100 48.075
0010 48.15
0001 48.225
1000 48.3
0010 48.375
1000 48.45
0001 48.525
0010 48.6
0100 48.675
1000 48.75
0001 48.825
0100 48.9
0010 48.975
1000 49.05
0010 49.125
1000 49.199999999999996
0001 49.275
0010 49.349999999999994
0100 49.425
0010 49.49999999999999
0001 49.574999999999996
1000 49.65
0010 49.724999999999994
