TITLE Megitsune
BPM   142.0
NOTES
1001 6.76056338028169
1000 7.183098591549296
1010 7.605633802816901
0010 8.028169014084508
0110 8.450704225352112
0100 8.873239436619718
0101 9.295774647887324
0001 9.507042253521126
0010 9.718309859154928
0100 9.929577464788732
1000 10.0
0100 10.070422535211268
2000 10.140845070422536
3001 10.563380281690142
0001 10.774647887323944
0001 10.985915492957748
0001 11.19718309859155
0001 11.408450704225352
0001 11.619718309859156
0100 11.830985915492958
0010 12.04225352112676
1000 12.147887323943662
0001 12.359154929577466
1000 12.464788732394366
0100 12.570422535211268
0010 12.67605633802817
0001 12.746478873239436
0010 12.816901408450704
0001 12.887323943661972
1000 12.95774647887324
0001 13.028169014084508
2000 13.098591549295776
3001 13.52112676056338
0010 13.626760563380282
0100 13.732394366197182
1000 13.838028169014084
0100 14.049295774647888
1000 14.26056338028169
0001 14.366197183098592
0100 14.577464788732394
0001 14.788732394366196
1000 14.894366197183098
0100 15.0
0010 15.211267605633802
0100 15.316901408450704
1000 15.422535211267604
0001 15.528169014084506
1000 15.73943661971831
0010 15.950704225352112
1000 16.056338028169012
0100 16.267605633802816
0010 16.47887323943662
0100 16.58450704225352
1000 16.69014084507042
0010 16.901408450704224
1000 17.007042253521124
0001 17.112676056338028
1000 17.218309859154928
0100 17.429577464788732
0010 17.640845070422532
0001 17.746478873239436
1000 17.95774647887324
0001 18.16901408450704
0100 18.274647887323944
0001 18.380281690140844
0001 18.591549295774648
0001 18.712273641851105
1000 18.953722334004024
0001 19.19517102615694
1000 19.3158953722334
0100 19.557344064386317
1000 19.798792756539235
0010 19.919517102615693
0100 20.040241448692154
0010 20.281690140845072
1000 20.40241448692153
0001 20.52313883299799
1000 20.643863179074447
0100 20.885311871227366
0010 21.126760563380284
0001 21.24748490945674
0100 21.48893360160966
0100 21.730382293762577
1000 21.971830985915492
0001 22.077464788732392
1000 22.183098591549296
0010 22.288732394366196
0100 22.5
0001 22.7112676056338
0010 22.816901408450704
0100 23.028169014084508
1000 23.239436619718308
0001 23.345070422535212
1000 23.450704225352112
0100 23.661971830985916
0010 23.767605633802816
0001 23.87323943661972
1000 23.97887323943662
0001 24.190140845070424
0100 24.401408450704224
0010 24.507042253521128
1000 24.71830985915493
0001 24.929577464788732
0010 25.035211267605636
0001 25.140845070422536
0001 25.352112676056336
0001 25.472837022132794
1000 25.71428571428571
0001 25.95573440643863
1000 26.076458752515087
0010 26.317907444668005
0100 26.559356136820924
0010 26.68008048289738
1000 26.800804828973842
0100 27.04225352112676
0010 27.14788732394366
0001 27.253521126760564
1000 27.359154929577464
0001 27.570422535211268
0100 27.78169014084507
0010 27.887323943661972
1000 28.098591549295776
0001 28.309859154929576
0010 28.380281690140844
0100 28.450704225352112
1000 28.52112676056338
0100 28.591549295774648
0010 28.661971830985916
0001 28.732394366197184
1000 28.943661971830988
0010 29.049295774647888
0100 29.154929577464788
0001 29.366197183098592
0010 29.471830985915492
0100 29.683098591549296
1000 29.8943661971831
0001 30.0
0100 30.211267605633804
0010 30.422535211267604
1000 30.528169014084504
0010 30.633802816901408
1000 30.739436619718308
0001 30.84507042253521
0001 31.056338028169012
0010 31.267605633802816
1000 31.373239436619716
0010 31.47887323943662
1000 31.58450704225352
0001 31.69014084507042
0001 31.901408450704224
1000 32.112676056338024
0001 32.323943661971825
0100 32.42957746478873
0010 32.53521126760563
1000 32.74647887323943
0100 32.852112676056336
0010 33.06338028169014
0100 33.27464788732394
1000 33.38028169014084
0001 33.59154929577464
1000 33.80281690140845
0010 33.90845070422535
1000 34.01408450704225
0001 34.11971830985915
0100 34.225352112676056
0100 34.436619718309856
1000 34.64788732394366
0010 34.75352112676056
1000 34.859154929577464
0001 34.96478873239436
0100 35.070422535211264
0010 35.17605633802817
0100 35.281690140845065
0010 35.38732394366197
1000 35.49295774647887
0001 35.70422535211267
0100 35.809859154929576
0001 35.91549295774648
0100 36.12676056338028
0010 36.232394366197184
