TITLE RockSTAR
BPM   126.0
NOTES
01 7.619047619047619
02 7.857142857142857
03 8.095238095238095
01 8.333333333333332
08 8.571428571428571
02 8.809523809523808
04 8.928571428571429
01 9.047619047619047
08 9.285714285714285
04 9.404761904761905
02 9.523809523809524
01 9.761904761904761
08 9.880952380952381
02 10.0
08 10.238095238095237
04 10.476190476190476
02 10.714285714285714
03 10.952380952380953
01 11.19047619047619
08 11.30952380952381
02 11.428571428571427
04 11.666666666666664
01 11.785714285714285
08 12.023809523809522
02 12.14285714285714
04 12.38095238095238
01 12.619047619047617
09 12.857142857142856
08 13.095238095238093
04 13.214285714285712
02 13.333333333333332
01 13.45238095238095
08 13.57142857142857
01 13.69047619047619
08 14.047619047619046
02 14.285714285714285
04 14.404761904761903
01 14.642857142857142
04 14.761904761904761
02 14.999999999999998
04 15.119047619047617
01 15.238095238095237
08 15.476190476190474
10 15.714285714285714
02 15.95238095238095
04 16.19047619047619
01 16.428571428571427
09 16.666666666666664
08 16.904761904761905
04 17.023809523809522
02 17.142857142857142
04 17.38095238095238
12 17.619047619047617
08 17.857142857142858
01 18.095238095238095
04 18.333333333333332
06 18.57142857142857
02 18.80952380952381
08 18.928571428571427
01 19.047619047619047
02 19.285714285714285
04 19.404761904761905
02 19.642857142857142
01 19.761904761904763
08 20.0
02 20.238095238095237
06 20.476190476190474
04 20.714285714285715
02 20.833333333333332
08 20.952380952380953
01 21.071428571428573
08 21.19047619047619
01 21.30952380952381
02 21.428571428571427
01 21.547619047619047
02 21.666666666666668
01 21.785714285714285
08 21.904761904761905
02 22.023809523809526
08 22.142857142857142
02 22.261904761904763
04 22.38095238095238
01 22.5
04 22.738095238095237
01 22.857142857142854
08 23.09523809523809
09 23.33333333333333
01 23.809523809523807
02 24.047619047619044
06 24.28571428571428
04 24.523809523809522
08 24.64285714285714
04 24.76190476190476
08 24.999999999999996
09 25.238095238095234
01 25.71428571428571
04 25.95238095238095
06 26.190476190476186
02 26.428571428571427
08 26.547619047619044
01 26.666666666666664
08 26.9047619047619
12 27.14285714285714
04 27.619047619047617
02 27.857142857142854
03 28.09523809523809
01 28.333333333333332
02 28.45238095238095
04 28.57142857142857
08 28.809523809523807
10 29.047619047619044
02 29.523809523809522
04 29.76190476190476
05 29.999999999999996
01 30.238095238095237
04 30.357142857142854
01 30.476190476190474
02 30.71428571428571
06 30.95238095238095
04 31.428571428571427
08 31.666666666666664
09 31.9047619047619
01 32.14285714285714
08 32.26190476190476
02 32.38095238095238
04 32.61904761904762
05 32.857142857142854
01 33.33333333333333
02 33.57142857142857
06 33.80952380952381
04 34.047619047619044
08 34.166666666666664
01 34.285714285714285
02 34.523809523809526
03 34.76190476190476
01 35.238095238095234
08 35.476190476190474
09 35.714285714285715
01 35.95238095238095
08 36.07142857142857
02 36.19047619047619
04 36.547619047619044
01 36.904761904761905
08 37.26190476190476
04 37.38095238095238
02 37.61904761904762
01 37.857142857142854
08 38.095238095238095
01 38.333333333333336
02 38.45238095238095
01 38.69047619047619
08 38.80952380952381
02 39.047619047619044
08 39.166666666666664
01 39.404761904761905
02 39.523809523809526
01 39.76190476190476
08 39.88095238095238
04 40.0
02 40.23809523809524
04 40.357142857142854
08 40.595238095238095
04 40.714285714285715
08 40.95238095238095
02 41.07142857142857
04 41.30952380952381
02 41.42857142857143
08 41.666666666666664
01 41.785714285714285
01 42.53968253968254
08 43.17460317460318
02 43.80952380952381
08 44.04761904761905
01 44.166666666666664
02 44.404761904761905
01 44.523809523809526
08 44.76190476190476
02 44.88095238095238
08 45.11904761904762
01 45.23809523809524
02 45.476190476190474
04 45.595238095238095
08 45.71428571428571
04 45.95238095238095
08 46.07142857142856
01 46.3095238095238
04 46.42857142857142
01 46.66666666666666
08 46.78571428571428
04 47.02380952380952
08 47.14285714285714
02 47.38095238095237
04 47.49999999999999
02 47.61904761904761
08 47.857142857142854
04 47.97619047619047
02 48.21428571428571
04 48.33333333333333
08 48.57142857142856
02 48.69047619047618
04 48.92857142857142
02 49.047619047619044
08 49.28571428571428
01 49.4047619047619
08 49.52380952380952
04 49.76190476190476
08 49.88095238095237
01 50.11904761904761
04 50.238095238095234
01 50.47619047619047
08 50.59523809523809
04 50.83333333333333
08 50.95238095238095
04 51.19047619047618
02 51.3095238095238
08 52.063492063492056
02 52.698412698412696
04 53.33333333333333
01 53.57142857142857
09 53.8095238095238
08 54.047619047619044
02 54.166666666666664
01 54.52380952380952
09 54.76190476190476
08 54.99999999999999
02 55.11904761904761
01 55.476190476190474
09 55.71428571428571
08 55.95238095238095
04 56.07142857142857
01 56.42857142857142
09 56.666666666666664
08 56.9047619047619
04 57.02380952380952
01 57.38095238095238
09 57.61904761904761
08 57.857142857142854
02 57.976190476190474
01 58.33333333333333
09 58.57142857142857
08 58.8095238095238
02 58.92857142857142
01 59.285714285714285
01 59.52380952380952
01 59.76190476190476
01 59.99999999999999
02 60.238095238095234
04 60.476190476190474
08 60.71428571428571
01 60.95238095238095
08 61.19047619047619
10 61.42857142857142
02 61.666666666666664
04 61.9047619047619
05 62.26190476190476
09 62.61904761904761
04 62.738095238095234
02 62.857142857142854
04 63.095238095238095
12 63.33333333333333
08 63.57142857142857
01 63.8095238095238
05 64.16666666666666
06 64.52380952380952
08 64.64285714285714
01 64.76190476190476
02 65.0
04 65.11904761904762
08 65.35714285714286
01 65.47619047619047
08 65.71428571428571
04 65.95238095238095
12 66.19047619047619
08 66.42857142857143
01 66.66666666666666
08 66.9047619047619
02 67.02380952380952
04 67.26190476190476
01 67.38095238095237
04 67.6190476190476
02 67.73809523809523
08 67.97619047619047
01 68.09523809523809
08 68.33333333333333
04 68.45238095238095
02 68.57142857142857
01 68.80952380952381
08 68.92857142857143
02 69.16666666666667
08 69.28571428571428
04 69.52380952380952
02 69.64285714285714
01 69.88095238095238
02 70.0
01 70.23809523809524
08 70.35714285714286
01 70.47619047619047
04 70.71428571428571
02 70.83333333333333
08 71.07142857142857
01 71.19047619047618
02 71.42857142857142
04 71.54761904761904
08 71.78571428571428
02 71.9047619047619
04 72.14285714285714
01 72.26190476190476
08 72.38095238095238
04 72.61904761904762
02 72.73809523809524
04 72.97619047619048
