TITLE Luminism
BPM   172.0
NOTES
0001 11.162790697674419
0010 11.511627906976745
0002 11.686046511627907
2003 11.947674418604652
3020 12.209302325581396
1030 12.558139534883722
0100 12.906976744186048
0010 13.255813953488373
0001 13.604651162790699
1000 13.953488372093023
0010 14.30232558139535
0200 14.476744186046512
0302 14.738372093023255
2003 15.0
3002 15.348837209302326
0003 15.479651162790699
0002 15.523255813953488
0023 15.697674418604652
0030 15.828488372093023
0020 15.872093023255815
0230 16.046511627906977
0310 16.395348837209305
0001 16.74418604651163
1000 17.093023255813954
0002 17.26744186046512
2003 17.52906976744186
3010 17.790697674418606
0100 17.96511627906977
0100 18.13953488372093
0001 18.488372093023255
2000 18.662790697674417
3020 18.924418604651162
0130 19.186046511627907
0001 19.36046511627907
0001 19.53488372093023
0010 19.709302325581394
0100 19.883720930232556
1000 20.058139534883722
0010 20.232558139534884
0100 20.406976744186046
0001 20.58139534883721
0100 20.75581395348837
1003 22.325581395348838
0010 22.5
0100 22.674418604651162
0010 22.848837209302324
1000 22.936046511627907
0001 23.11046511627907
1000 23.28488372093023
0010 23.372093023255815
1000 23.546511627906977
0100 23.72093023255814
0010 23.8953488372093
0001 24.069767441860463
1000 24.24418604651163
0010 24.33139534883721
0100 24.50581395348837
0010 24.680232558139533
1000 24.767441860465116
0001 24.941860465116278
0010 25.116279069767444
0100 25.290697674418606
1000 25.46511627906977
0100 25.639534883720934
0010 25.726744186046513
0001 25.901162790697676
1000 26.075581395348838
0010 26.16279069767442
1000 26.337209302325583
0010 26.511627906976745
0100 26.686046511627907
0001 26.86046511627907
1000 27.03488372093023
0001 27.122093023255815
0010 27.296511627906977
0100 27.47093023255814
1000 27.558139534883722
0100 27.732558139534884
0010 27.906976744186046
0100 28.08139534883721
1000 28.25581395348837
0001 28.430232558139537
0100 28.517441860465116
0010 28.691860465116278
0100 28.86627906976744
0001 28.953488372093023
1000 29.127906976744185
0100 29.30232558139535
0010 29.476744186046513
0100 29.651162790697676
1000 29.82558139534884
0001 29.91279069767442
1000 30.087209302325583
0100 30.261627906976745
1000 30.348837209302328
0001 30.52325581395349
0100 30.697674418604652
0010 30.872093023255815
1000 31.046511627906977
0001 31.22093023255814
0100 31.308139534883722
0010 31.482558139534884
0100 31.656976744186046
0001 31.74418604651163
1000 31.91860465116279
0001 32.093023255813954
0010 32.26744186046512
0100 32.44186046511628
0010 32.616279069767444
0001 32.70348837209303
1000 32.877906976744185
0001 33.05232558139535
1000 33.13953488372093
0010 33.31395348837209
1000 33.48837209302326
0001 33.662790697674424
0010 33.83720930232558
0001 34.01162790697675
1000 34.09883720930233
0001 34.27325581395349
0100 34.447674418604656
0001 34.53488372093024
1000 34.7093023255814
0100 34.883720930232556
0010 35.05813953488372
0001 35.23255813953488
1000 35.406976744186046
0100 35.49418604651163
0010 35.66860465116279
0001 35.843023255813954
1000 35.93023255813954
0001 36.104651162790695
0100 36.27906976744186
0010 36.45348837209303
1000 36.627906976744185
0001 36.80232558139535
0010 36.889534883720934
0001 37.06395348837209
1000 37.23837209302326
0100 37.325581395348834
0010 37.5
0100 37.674418604651166
1000 37.84883720930233
0001 38.02325581395349
0100 38.197674418604656
0010 38.28488372093024
0100 38.4593023255814
0010 38.63372093023256
1000 38.720930232558146
0001 38.895348837209305
1000 39.06976744186046
0100 39.24418604651163
0010 39.41860465116279
0001 39.593023255813954
1000 39.68023255813954
0001 39.854651162790695
0100 40.02906976744186
0010 40.116279069767444
0100 40.2906976744186
0001 40.46511627906977
1000 40.639534883720934
0100 40.81395348837209
0010 40.98837209302326
0001 41.07558139534884
1000 41.25
0001 41.424418604651166
0100 41.51162790697674
0001 41.68604651162791
1000 41.86046511627907
0100 42.03488372093024
0010 42.2093023255814
0001 42.38372093023256
1000 42.470930232558146
0100 42.645348837209305
1000 42.81976744186047
0001 42.90697674418605
0100 43.08139534883721
0010 43.25581395348837
1000 43.43023255813954
0001 43.604651162790695
0010 43.77906976744186
0100 43.866279069767444
1000 44.0406976744186
0001 44.21511627906977
0100 44.30232558139535
0001 44.47674418604651
1000 44.651162790697676
0100 44.82558139534884
0010 45.0
0001 45.174418604651166
0100 45.348837209302324
0010 45.61046511627907
1000 45.872093023255815
0001 46.04651162790698
0010 46.220930232558146
0100 46.395348837209305
1000 46.56976744186047
0001 46.74418604651163
1000 47.00581395348838
0010 47.26744186046512
0100 47.44186046511628
0001 47.70348837209302
1000 47.96511627906977
0100 48.13953488372093
0010 48.31395348837209
0001 48.48837209302326
1000 48.66279069767442
0010 48.83720930232558
0100 49.01162790697675
0001 49.18604651162791
0100 49.36046511627907
0001 49.53488372093023
1000 49.7093023255814
0100 49.883720930232556
0010 50.05813953488372
0001 50.23255813953489
0010 50.40697674418605
0100 50.58139534883721
1000 50.75581395348838
0001 50.93023255813954
0100 51.191860465116285
0010 51.45348837209303
1000 51.627906976744185
0001 51.80232558139535
1000 51.97674418604651
0100 52.151162790697676
0010 52.325581395348834
0001 52.58720930232558
1000 52.848837209302324
0010 53.02325581395349
0100 53.28488372093023
0010 53.54651162790698
1000 53.72093023255814
0100 53.895348837209305
0010 54.06976744186046
0001 54.24418604651163
1000 54.418604651162795
0010 54.59302325581396
0100 54.76744186046512
0010 54.941860465116285
0100 55.116279069767444
0001 55.29069767441861
1000 55.465116279069775
0100 55.639534883720934
0010 55.81395348837209
0001 55.98837209302326
1000 56.16279069767442
0010 56.33720930232558
0100 56.51162790697674
0001 56.77325581395349
1000 57.03488372093023
0010 57.2093023255814
0100 57.38372093023256
0001 57.55813953488372
1000 57.73255813953489
0100 57.906976744186046
0010 58.168604651162795
0100 58.43023255813954
1000 58.6046511627907
0001 58.866279069767444
1000 59.12790697674419
