TITLE Stardust
BPM   135.0
NOTES
01 7.111111111111111
01 7.222222222222221
01 7.444444444444444
01 7.555555555555555
02 7.777777777777778
02 7.888888888888888
02 8.222222222222221
02 8.333333333333332
02 8.555555555555555
02 8.666666666666666
04 8.88888888888889
04 9.0
04 9.222222222222223
04 9.333333333333334
08 9.555555555555555
08 9.666666666666668
08 10.0
08 10.11111111111111
08 10.333333333333334
08 10.444444444444445
02 10.666666666666666
02 10.777777777777777
02 11.0
02 11.11111111111111
04 11.333333333333332
04 11.444444444444443
02 11.777777777777777
02 11.888888888888888
02 12.11111111111111
02 12.222222222222221
08 12.444444444444443
01 12.666666666666664
04 12.777777777777777
01 12.999999999999998
08 13.111111111111109
04 13.333333333333332
02 13.444444444444443
01 13.555555555555554
08 13.666666666666664
01 13.777777777777777
04 13.888888888888888
02 13.999999999999998
10 14.222222222222221
01 14.333333333333332
04 14.444444444444443
01 14.555555555555555
08 14.666666666666666
04 14.777777777777777
02 14.888888888888888
01 15.11111111111111
08 15.222222222222221
01 15.333333333333332
04 15.444444444444443
02 15.666666666666666
08 15.777777777777777
01 16.0
02 16.11111111111111
01 16.333333333333332
08 16.555555555555557
04 16.77777777777778
08 17.0
02 17.11111111111111
04 17.22222222222222
02 17.444444444444443
08 17.555555555555557
01 17.77777777777778
02 17.88888888888889
04 18.0
08 18.11111111111111
01 18.22222222222222
08 18.333333333333336
02 18.444444444444446
04 18.666666666666668
01 18.77777777777778
08 18.88888888888889
04 19.0
02 19.22222222222222
01 19.333333333333336
08 19.555555555555554
02 19.666666666666664
04 19.888888888888886
01 20.11111111111111
09 20.333333333333332
04 20.555555555555554
02 20.777777777777775
01 20.999999999999996
08 21.111111111111107
01 21.333333333333332
02 21.444444444444443
01 21.555555555555554
08 21.666666666666664
02 21.777777777777775
08 21.88888888888889
02 22.0
04 22.22222222222222
01 22.333333333333332
08 22.444444444444443
01 22.555555555555554
02 22.777777777777775
04 22.888888888888886
08 23.11111111111111
04 23.22222222222222
08 23.444444444444443
01 23.666666666666668
04 23.88888888888889
02 24.11111111111111
08 24.22222222222222
01 24.333333333333332
08 24.555555555555554
04 24.666666666666664
02 24.888888888888886
01 24.999999999999996
04 25.111111111111107
01 25.222222222222218
08 25.33333333333333
04 25.444444444444443
02 25.555555555555554
01 25.777777777777775
08 25.888888888888886
02 25.999999999999996
04 26.111111111111107
01 26.33333333333333
02 26.444444444444443
04 26.666666666666664
02 26.888888888888886
01 26.999999999999996
08 27.22222222222222
01 27.333333333333332
04 27.555555555555554
02 27.666666666666664
08 27.777777777777775
04 27.999999999999996
02 28.111111111111107
01 28.22222222222222
08 28.444444444444443
08 28.666666666666664
02 29.11111111111111
10 29.777777777777775
09 30.22222222222222
02 30.444444444444443
04 30.666666666666664
02 30.88888888888889
01 31.0
08 31.11111111111111
02 31.22222222222222
08 31.444444444444443
09 32.0
02 32.333333333333336
04 32.55555555555556
08 32.666666666666664
01 32.888888888888886
05 33.333333333333336
05 33.77777777777778
08 33.88888888888889
01 34.0
08 34.111111111111114
02 34.22222222222222
04 34.333333333333336
01 34.44444444444444
08 34.55555555555556
04 34.77777777777778
02 34.88888888888889
01 35.0
08 35.111111111111114
08 35.333333333333336
01 35.55555555555556
04 35.66666666666667
02 35.88888888888889
08 36.0
01 36.111111111111114
08 36.44444444444444
04 36.66666666666667
02 36.88888888888889
01 37.0
08 37.111111111111114
01 37.33333333333333
04 37.55555555555555
02 37.666666666666664
08 37.888888888888886
04 38.11111111111111
02 38.33333333333333
01 38.44444444444444
08 38.666666666666664
01 38.77777777777777
05 39.11111111111111
02 39.33333333333333
08 39.44444444444444
01 39.666666666666664
08 39.888888888888886
04 40.11111111111111
02 40.33333333333333
01 40.44444444444444
09 40.888888888888886
02 41.11111111111111
04 41.33333333333333
01 41.44444444444444
08 41.55555555555555
01 41.666666666666664
08 41.888888888888886
04 42.11111111111111
02 42.22222222222222
03 42.666666666666664
08 42.77777777777778
02 42.888888888888886
08 43.0
01 43.11111111111111
02 43.22222222222222
04 43.33333333333333
08 43.55555555555555
01 43.666666666666664
08 43.77777777777778
02 43.888888888888886
04 44.11111111111111
01 44.22222222222222
08 44.44444444444444
04 44.55555555555556
02 44.666666666666664
01 44.77777777777778
08 44.888888888888886
01 45.0
04 45.11111111111111
01 45.33333333333333
02 45.44444444444444
04 45.55555555555556
02 45.666666666666664
01 45.888888888888886
08 46.0
01 46.22222222222222
02 46.333333333333336
04 46.44444444444444
08 46.55555555555556
01 46.666666666666664
08 46.77777777777778
02 46.888888888888886
04 47.11111111111111
01 47.22222222222222
08 47.333333333333336
04 47.44444444444444
02 47.666666666666664
01 47.77777777777778
08 48.0
02 48.111111111111114
04 48.333333333333336
01 48.55555555555556
09 48.77777777777778
04 49.0
02 49.22222222222222
01 49.44444444444444
08 49.55555555555556
01 49.77777777777777
02 49.888888888888886
01 49.99999999999999
08 50.11111111111111
02 50.222222222222214
08 50.33333333333333
02 50.444444444444436
04 50.66666666666666
01 50.77777777777777
08 50.888888888888886
01 50.99999999999999
02 51.222222222222214
04 51.33333333333333
08 51.55555555555555
04 51.666666666666664
08 51.77777777777777
04 51.888888888888886
02 51.99999999999999
01 52.11111111111111
08 52.222222222222214
02 52.444444444444436
04 52.55555555555555
01 52.666666666666664
08 52.77777777777777
01 52.99999999999999
02 53.11111111111111
04 53.33333333333333
08 53.44444444444444
02 53.55555555555555
08 53.666666666666664
01 53.77777777777777
02 53.888888888888886
04 53.99999999999999
08 54.222222222222214
01 54.33333333333333
04 54.44444444444444
02 54.55555555555555
08 54.77777777777777
04 54.888888888888886
02 55.11111111111111
04 55.33333333333333
08 55.44444444444444
01 55.666666666666664
08 55.77777777777777
02 55.99999999999999
04 56.11111111111111
01 56.22222222222222
02 56.44444444444444
04 56.55555555555555
08 56.666666666666664
01 56.888888888888886
08 57.11111111111111
02 57.22222222222222
04 57.44444444444444
01 57.666666666666664
02 57.888888888888886
04 58.11111111111111
08 58.33333333333333
01 58.44444444444444
04 58.55555555555555
01 58.666666666666664
02 58.77777777777778
04 58.888888888888886
08 59.0
04 59.11111111111111
08 59.22222222222222
01 59.33333333333333
04 59.44444444444444
02 59.55555555555555
08 59.666666666666664
01 59.77777777777778
08 59.888888888888886
04 60.0
02 60.11111111111111
01 60.22222222222222
08 60.44444444444444
10 60.77777777777778
06 61.11111111111111
05 61.44444444444444
08 61.55555555555556
01 61.666666666666664
02 61.77777777777778
04 61.888888888888886
02 62.0
01 62.22222222222222
08 62.333333333333336
01 62.55555555555556
08 62.666666666666664
04 62.77777777777778
02 63.0
01 63.11111111111111
08 63.22222222222222
02 63.44444444444444
06 64.0
01 64.11111111111111
08 64.22222222222223
01 64.33333333333333
03 64.55555555555556
04 64.77777777777777
08 65.0
01 65.11111111111111
08 65.22222222222223
02 65.33333333333333
08 65.55555555555556
01 65.66666666666667
02 65.77777777777777
01 65.88888888888889
09 66.1111111111111
04 66.22222222222221
02 66.33333333333333
04 66.55555555555554
08 66.66666666666666
01 66.77777777777777
08 66.88888888888889
02 67.0
04 67.1111111111111
01 67.22222222222221
08 67.33333333333333
01 67.44444444444444
08 67.55555555555556
04 67.62962962962963
08 67.70370370370371
04 67.77777777777779
02 67.85185185185185
01 67.92592592592592
02 68.0
01 68.07407407407408
08 68.14814814814815
01 68.22222222222223
04 68.2962962962963
02 68.37037037037037
08 68.44444444444444
01 68.51851851851852
02 68.5925925925926
04 68.66666666666667
08 68.74074074074075
04 68.81481481481481
02 68.88888888888889
04 68.96296296296296
08 69.03703703703704
01 69.11111111111111
08 69.18518518518519
02 69.25925925925927
08 69.33333333333333
12 69.66666666666666
02 69.88888888888889
01 70.1111111111111
08 70.33333333333333
01 70.55555555555556
04 70.66666666666666
05 71.11111111111111
08 71.33333333333334
02 71.55555555555556
08 71.66666666666667
01 71.77777777777779
08 71.88888888888889
04 72.0
04 72.11111111111111
01 72.33333333333334
08 72.55555555555556
02 72.66666666666667
04 72.77777777777779
01 72.88888888888889
08 73.11111111111111
04 73.33333333333333
02 73.44444444444444
01 73.55555555555556
08 73.66666666666666
01 73.77777777777777
04 73.88888888888889
01 74.0
08 74.11111111111111
12 74.44444444444444
02 74.55555555555556
01 74.66666666666666
08 74.77777777777777
01 74.88888888888889
08 74.99999999999999
02 75.1111111111111
08 75.22222222222221
02 75.33333333333333
08 75.44444444444443
04 75.55555555555554
02 75.77777777777777
01 75.99999999999999
02 76.22222222222221
04 76.44444444444444
08 76.55555555555556
02 76.66666666666667
08 76.77777777777777
01 76.88888888888889
05 77.33333333333333
02 77.55555555555556
08 77.77777777777777
09 78.22222222222221
02 78.33333333333333
04 78.44444444444444
08 78.55555555555554
02 78.66666666666666
04 78.77777777777777
01 78.88888888888889
08 78.99999999999999
01 79.1111111111111
04 79.22222222222221
02 79.33333333333333
08 79.44444444444444
04 79.55555555555554
02 79.66666666666666
01 79.77777777777777
09 80.0
02 80.07407407407408
04 80.14814814814815
02 80.22222222222223
08 80.29629629629629
01 80.37037037037037
08 80.44444444444444
01 80.51851851851852
02 80.5925925925926
04 80.66666666666667
08 80.74074074074075
04 80.81481481481481
02 80.88888888888889
01 80.96296296296296
08 81.03703703703704
01 81.11111111111111
04 81.18518518518519
02 81.25925925925925
08 81.33333333333333
02 81.4074074074074
04 81.48148148148148
01 81.55555555555556
08 81.62962962962963
01 81.70370370370371
02 81.77777777777777
04 81.85185185185185
08 81.92592592592592
01 82.0
04 82.07407407407406
01 82.14814814814814
08 82.22222222222221
04 82.29629629629629
02 82.37037037037037
04 82.44444444444444
08 82.51851851851852
