TITLE Re-BIRTH
BPM   133.0
NOTES
08 7.2180451127819545
01 7.443609022556391
04 7.669172932330826
02 7.894736842105263
08 8.00751879699248
04 8.120300751879698
02 8.233082706766917
01 8.345864661654135
02 8.571428571428571
04 8.796992481203008
08 9.022556390977442
02 9.248120300751879
04 9.473684210526315
02 9.69924812030075
08 9.812030075187968
01 9.924812030075186
02 10.037593984962404
04 10.150375939849622
02 10.375939849624059
01 10.488721804511277
04 10.601503759398495
02 10.714285714285712
08 10.827067669172932
04 11.052631578947368
02 11.278195488721805
04 11.50375939849624
08 11.616541353383457
01 11.729323308270676
02 11.842105263157894
04 11.954887218045112
02 12.180451127819548
01 12.406015037593985
04 12.631578947368421
02 12.74436090225564
08 12.857142857142858
01 13.082706766917294
08 13.308270676691729
10 13.533834586466165
06 13.87218045112782
01 13.984962406015038
08 14.210526315789474
12 14.436090225563909
04 14.661654135338345
01 14.887218045112782
04 15.112781954887216
02 15.225563909774435
01 15.338345864661653
04 15.451127819548871
02 15.56390977443609
08 15.789473684210526
01 16.01503759398496
02 16.240601503759397
08 16.466165413533833
02 16.69172932330827
01 16.917293233082706
04 17.030075187969924
02 17.142857142857142
08 17.25563909774436
01 17.368421052631575
04 17.59398496240601
02 17.70676691729323
04 17.819548872180448
01 17.932330827067666
08 18.045112781954884
04 18.27067669172932
01 18.496240601503757
04 18.721804511278194
08 18.834586466165412
02 18.94736842105263
04 19.06015037593985
01 19.172932330827066
08 19.3984962406015
02 19.624060150375936
04 19.849624060150376
01 19.962406015037594
02 20.075187969924812
04 20.30075187969925
08 20.413533834586467
08 20.639097744360903
01 20.75187969924812
04 20.86466165413534
02 20.977443609022558
08 21.090225563909776
02 21.20300751879699
04 21.31578947368421
01 21.428571428571427
08 21.541353383458645
04 21.654135338345863
02 21.8796992481203
08 22.105263157894736
02 22.330827067669173
01 22.44360902255639
04 22.55639097744361
02 22.669172932330827
08 22.781954887218042
01 23.00751879699248
04 23.233082706766915
01 23.57894736842105
02 23.819548872180448
08 24.06015037593985
04 24.180451127819545
02 24.300751879699245
01 24.421052631578945
08 24.541353383458645
02 24.781954887218042
04 24.902255639097742
01 25.022556390977442
02 25.14285714285714
02 25.383458646616543
08 25.62406015037594
02 25.86466165413534
01 25.984962406015036
08 26.105263157894736
02 26.225563909774436
04 26.345864661654137
01 26.586466165413533
08 26.827067669172934
01 27.06766917293233
04 27.18796992481203
02 27.308270676691727
08 27.548872180451127
04 27.669172932330827
04 27.909774436090224
08 28.030075187969924
02 28.150375939849624
04 28.27067669172932
01 28.39097744360902
04 28.51127819548872
08 28.63157894736842
01 28.75187969924812
08 28.872180451127818
02 29.097744360902254
04 29.32330827067669
01 29.548872180451127
02 29.661654135338345
04 29.774436090225564
08 29.887218045112782
01 30.0
04 30.225563909774433
08 30.45112781954887
04 30.676691729323306
01 30.902255639097742
02 31.12781954887218
04 31.353383458646615
02 31.466165413533833
01 31.57894736842105
08 31.69172932330827
02 31.804511278195484
04 32.03007518796992
01 32.14285714285714
04 32.25563909774436
02 32.368421052631575
08 32.48120300751879
04 32.70676691729323
02 32.932330827067666
04 33.1578947368421
08 33.27067669172932
01 33.38345864661654
04 33.49624060150376
02 33.609022556390975
04 33.83458646616541
08 34.06015037593985
04 34.285714285714285
01 34.3984962406015
08 34.51127819548872
04 34.62406015037594
02 34.73684210526316
01 34.849624060150376
01 35.07518796992481
08 35.18796992481203
02 35.30075187969925
08 35.41353383458647
01 35.526315789473685
02 35.6390977443609
04 35.75187969924812
08 35.86466165413534
01 35.97744360902256
04 36.09022556390977
02 36.315789473684205
04 36.54135338345864
01 36.76691729323308
08 36.879699248120296
01 36.992481203007515
08 37.10526315789473
04 37.21804511278195
02 37.44360902255639
08 37.669172932330824
02 37.89473684210526
04 38.1203007518797
08 38.34586466165413
02 38.57142857142857
04 38.68421052631579
01 38.796992481203006
02 38.909774436090224
04 39.02255639097744
02 39.24812030075188
01 39.3609022556391
04 39.473684210526315
02 39.58646616541353
08 39.69924812030075
04 39.92481203007519
08 40.150375939849624
01 40.37593984962406
04 40.48872180451128
02 40.6015037593985
08 40.714285714285715
01 40.82706766917293
02 41.05263157894737
08 41.278195488721806
02 41.503759398496236
04 41.616541353383454
08 41.72932330827067
01 41.95488721804511
04 42.06766917293233
04 42.29323308270676
02 42.40601503759398
04 42.5187969924812
01 42.63157894736842
08 42.744360902255636
04 42.857142857142854
02 42.96992481203007
01 43.08270676691729
08 43.19548872180451
02 43.30827067669173
04 43.54887218045113
04 43.669172932330824
08 43.909774436090224
01 44.03007518796992
08 44.150375939849624
04 44.27067669172932
02 44.39097744360902
04 44.63157894736842
08 44.87218045112782
01 45.11278195488722
04 45.35338345864662
04 45.473684210526315
08 45.714285714285715
01 45.83458646616541
