TITLE Middle
BPM   93.0
NOTES
09 2.5806451612903225
01 2.924731182795699
02 3.096774193548387
04 3.268817204301075
08 3.6129032258064515
02 3.78494623655914
08 3.956989247311828
02 4.129032258064516
02 4.301075268817204
01 4.473118279569892
08 4.817204301075269
09 5.161290322580645
01 5.505376344086021
04 5.67741935483871
02 5.849462365591398
08 6.193548387096774
01 6.365591397849462
02 6.53763440860215
04 6.709677419354839
04 6.881720430107527
01 7.053763440860215
08 7.397849462365592
12 7.741935483870968
04 8.086021505376344
02 8.258064516129032
01 8.43010752688172
02 8.774193548387096
04 8.946236559139786
08 9.118279569892474
02 9.290322580645162
02 9.46236559139785
04 9.634408602150538
08 9.978494623655914
09 10.32258064516129
01 10.655567117585848
02 10.822060353798127
04 10.988553590010406
02 11.321540062434963
01 11.488033298647242
08 11.65452653485952
02 11.8210197710718
02 11.90426638917794
01 12.070759625390219
08 12.237252861602498
01 12.403746097814775
02 12.570239334027054
04 12.736732570239333
12 12.903225806451612
08 13.247311827956988
04 13.419354838709676
01 13.591397849462364
04 13.93548387096774
08 14.10752688172043
01 14.279569892473118
04 14.451612903225806
04 14.623655913978494
08 14.795698924731182
09 15.139784946236558
05 15.483870967741936
04 15.827956989247312
02 16.0
01 16.172043010752688
02 16.516129032258064
08 16.688172043010752
02 16.86021505376344
04 17.032258064516128
04 17.204301075268816
08 17.376344086021504
12 17.720430107526884
06 18.064516129032256
02 18.408602150537632
04 18.58064516129032
01 18.75268817204301
04 19.096774193548384
08 19.268817204301072
01 19.44086021505376
02 19.61290322580645
02 19.784946236559136
04 19.956989247311824
01 20.473118279569892
08 20.64516129032258
04 20.81165452653486
02 20.978147762747138
04 21.144640998959417
09 21.477627471383975
05 21.810613943808534
04 22.14360041623309
04 22.22684703433923
08 22.39334027055151
01 22.559833506763788
02 22.726326742976067
04 22.892819979188346
08 23.059313215400625
09 23.225806451612904
01 23.548387096774196
06 23.870967741935484
08 24.193548387096776
02 24.35483870967742
10 24.516129032258064
04 24.838709677419356
06 25.0
01 25.322580645161292
09 25.483870967741936
08 25.96774193548387
04 26.29032258064516
02 26.37096774193548
01 26.451612903225804
08 26.61290322580645
10 26.93548387096774
05 27.258064516129032
01 27.58064516129032
02 27.741935483870968
04 27.903225806451612
08 28.2258064516129
01 28.387096774193548
08 28.70967741935484
06 29.032258064516128
01 29.35483870967742
08 29.516129032258064
09 29.677419354838708
04 30.0
09 30.161290322580644
02 30.483870967741936
09 30.64516129032258
01 31.129032258064516
04 31.451612903225808
01 31.532258064516128
08 31.612903225806452
04 31.774193548387096
06 32.096774193548384
03 32.41935483870968
01 32.58064516129032
08 32.74193548387097
02 32.903225806451616
04 33.064516129032256
01 33.225806451612904
02 33.38709677419355
04 33.54838709677419
12 34.03225806451613
01 34.193548387096776
04 34.354838709677416
02 34.677419354838705
08 34.75806451612903
02 34.83870967741935
04 35.0
01 35.32258064516129
08 35.483870967741936
01 35.64516129032258
08 35.96774193548387
04 36.04838709677419
08 36.12903225806451
09 36.61290322580645
04 36.774193548387096
