TITLE 0x1311
BPM   130.0
NOTES
01 6.6923076923076925
08 6.923076923076923
04 7.153846153846154
03 7.384615384615385
01 7.615384615384616
04 7.730769230769231
01 7.846153846153847
01 7.961538461538462
08 8.076923076923077
04 8.192307692307693
02 8.423076923076923
01 8.538461538461538
02 8.653846153846155
04 8.76923076923077
04 8.884615384615385
08 9.0
01 9.115384615384617
08 9.230769230769232
02 9.346153846153847
08 9.461538461538462
01 9.576923076923078
04 9.692307692307693
04 9.807692307692308
02 9.923076923076923
08 10.03846153846154
04 10.26923076923077
02 10.384615384615385
01 10.500000000000002
08 10.615384615384617
08 10.730769230769232
01 10.846153846153847
04 10.961538461538463
02 11.076923076923077
04 11.192307692307692
01 11.307692307692307
04 11.423076923076923
02 11.538461538461538
02 11.653846153846153
08 11.769230769230768
04 11.884615384615385
02 12.115384615384615
01 12.23076923076923
08 12.346153846153847
04 12.461538461538462
04 12.576923076923077
02 12.692307692307692
01 12.807692307692307
08 12.923076923076923
02 13.096153846153847
08 13.153846153846153
01 13.26923076923077
08 13.384615384615385
01 13.442307692307693
08 13.5
01 13.557692307692308
08 13.615384615384615
06 13.846153846153847
01 14.076923076923077
04 14.307692307692308
02 14.423076923076923
08 14.538461538461538
01 14.653846153846153
08 14.76923076923077
04 15.007444168734493
04 15.066997518610423
01 15.186104218362283
08 15.305210918114145
01 15.424317617866006
04 15.543424317617866
02 15.781637717121589
08 15.90074441687345
12 16.13895781637717
04 16.377171215880892
02 16.615384615384617
04 16.853598014888338
04 16.913151364764268
01 17.03225806451613
08 17.151364764267992
02 17.270471464019852
08 17.389578163771713
01 17.508684863523573
08 17.627791563275437
08 17.746898263027298
04 17.866004962779158
08 18.10421836228288
04 18.22332506203474
08 18.461538461538463
02 18.699751861042184
02 18.759305210918114
01 18.87841191066998
08 18.99751861042184
04 19.1166253101737
02 19.23573200992556
01 19.473945409429284
08 19.593052109181144
10 19.831265508684865
02 20.069478908188586
08 20.30769230769231
04 20.54590570719603
04 20.60545905707196
01 20.724565756823825
02 20.843672456575685
01 20.962779156327546
08 21.081885856079406
02 21.200992555831267
02 21.43920595533499
02 21.67741935483871
02 21.796526054590572
02 21.915632754342433
08 22.153846153846153
02 22.392059553349874
02 22.451612903225804
04 22.570719602977668
08 22.68982630272953
01 22.80893300248139
04 22.92803970223325
02 23.166253101736974
08 23.285359801488834
09 23.523573200992555
01 23.76178660049628
08 24.0
02 24.23197744663713
02 24.338300443012486
01 24.45428916633105
08 24.570277889649617
02 24.686266612968183
04 24.80225533628675
01 24.918244059605318
04 24.995569875151027
01 25.072895690696736
04 25.15022150624245
02 25.266210229561015
04 25.498187676198146
02 25.614176399516715
02 25.73016512283528
08 25.846153846153847
04 26.084367245657567
04 26.143920595533498
01 26.26302729528536
02 26.382133995037222
04 26.501240694789082
02 26.620347394540943
01 26.858560794044667
02 26.977667493796528
06 27.21588089330025
04 27.454094292803973
08 27.692307692307693
02 27.924285138944825
02 28.03060813532018
04 28.146596858638745
08 28.26258558195731
01 28.378574305275876
08 28.61055175191301
04 28.68787756745872
08 28.76520338300443
04 28.842529198550142
02 28.958517921868708
01 29.074506645187274
01 29.19049536850584
08 29.30648409182441
01 29.36447845348369
08 29.422472815142974
01 29.480467176802257
08 29.53846153846154
04 29.76923076923077
02 29.884615384615387
01 30.0
08 30.230769230769234
02 30.346153846153847
04 30.57692307692308
01 30.80769230769231
08 31.03846153846154
04 31.153846153846157
02 31.26923076923077
01 31.384615384615387
08 31.500000000000004
02 31.615384615384617
04 31.846153846153847
04 31.961538461538463
01 32.19230769230769
08 32.42307692307693
02 32.53846153846154
04 32.769230769230774
01 32.88461538461539
04 33.0
01 33.23076923076923
08 33.34615384615385
02 33.46153846153847
04 33.57692307692308
01 33.69230769230769
08 33.807692307692314
01 33.92307692307693
01 34.03846153846154
08 34.269230769230774
04 34.38461538461539
02 34.61538461538462
04 34.96153846153847
08 35.07692307692308
01 35.307692307692314
04 35.53846153846154
04 35.65384615384616
02 35.88461538461539
08 36.11538461538462
01 36.34615384615385
08 36.46153846153847
02 36.57692307692308
04 36.69230769230769
01 36.92307692307693
02 37.15384615384616
04 37.269230769230774
08 37.38461538461539
01 37.61538461538462
04 37.73076923076923
01 37.96153846153847
08 38.19230769230769
04 38.42307692307693
02 38.53846153846154
01 38.65384615384616
08 38.769230769230774
02 38.88461538461539
04 39.00000000000001
08 39.23076923076923
02 39.346153846153854
04 39.46153846153847
01 39.57692307692308
01 39.69230769230769
08 39.92307692307693
02 40.03846153846154
04 40.15384615384616
01 40.269230769230774
08 40.38461538461539
04 40.44230769230769
08 40.50000000000001
04 40.557692307692314
08 40.61538461538462
01 40.73076923076923
02 40.846153846153854
04 40.96153846153847
02 41.07692307692308
01 41.1923076923077
08 41.307692307692314
08 41.42307692307693
04 41.65384615384616
02 41.769230769230774
01 42.00000000000001
02 42.346153846153854
04 42.46153846153847
08 42.6923076923077
01 42.92307692307693
01 43.03846153846155
02 43.269230769230774
04 43.50000000000001
08 43.73076923076923
01 43.846153846153854
08 43.90384615384616
01 43.96153846153847
08 44.019230769230774
01 44.07692307692308
08 44.30769230769231
04 44.42307692307692
02 44.53846153846154
04 44.65384615384615
01 44.76923076923077
04 44.88461538461539
08 45.11538461538461
02 45.34615384615385
02 45.46153846153846
04 45.69230769230769
02 45.80769230769231
02 46.03846153846154
08 46.15384615384615
01 46.38461538461539
04 46.5
01 46.61538461538461
08 46.73076923076923
02 46.84615384615385
08 47.07692307692307
08 47.30769230769231
02 47.53846153846154
02 47.65384615384615
04 47.76923076923077
01 47.82692307692307
04 47.88461538461539
01 48.0
01 48.23076923076923
02 48.46153846153846
04 48.57692307692308
08 48.69230769230769
02 48.80769230769231
04 48.92307692307692
01 49.03846153846154
