TITLE Area184
BPM   184.0
NOTES
01 3.9130434782608696
08 3.994565217391304
01 4.157608695652174
04 4.320652173913044
02 4.483695652173913
08 4.565217391304348
04 4.728260869565218
02 4.809782608695652
01 4.9728260869565215
08 5.135869565217392
01 5.217391304347826
02 5.380434782608695
04 5.543478260869565
08 5.706521739130435
01 6.032608695652174
04 6.195652173913044
02 6.521739130434783
08 6.684782608695652
04 6.847826086956522
08 7.010869565217392
01 7.336956521739131
04 7.500000000000001
02 7.826086956521739
08 7.989130434782608
01 8.152173913043478
08 8.315217391304348
04 8.641304347826088
02 8.804347826086957
01 9.130434782608695
02 9.293478260869565
01 9.456521739130434
04 9.619565217391305
02 9.945652173913043
08 10.108695652173912
01 10.434782608695652
02 10.597826086956522
04 10.76086956521739
08 10.923913043478262
01 11.25
04 11.41304347826087
02 11.73913043478261
08 11.902173913043478
01 12.065217391304348
08 12.228260869565219
04 12.554347826086957
02 12.717391304347826
01 13.043478260869566
08 13.206521739130435
01 13.369565217391305
04 13.532608695652176
02 13.858695652173914
08 14.021739130434783
01 14.347826086956522
08 14.51086956521739
04 14.67391304347826
02 14.83695652173913
01 15.16304347826087
08 15.326086956521738
01 15.652173913043478
02 15.733695652173914
04 15.815217391304348
08 15.896739130434783
01 15.978260869565217
08 16.059782608695652
02 16.141304347826086
04 16.222826086956523
01 16.304347826086957
04 16.38586956521739
02 16.467391304347828
08 16.54891304347826
01 16.630434782608695
02 16.711956521739133
04 16.793478260869566
08 16.875
04 16.956521739130434
08 17.038043478260867
01 17.119565217391305
04 17.20108695652174
01 17.282608695652172
04 17.36413043478261
02 17.445652173913043
08 17.527173913043477
01 17.60869565217391
08 17.690217391304348
02 17.77173913043478
08 17.853260869565215
04 17.934782608695652
02 18.016304347826086
01 18.09782608695652
04 18.179347826086957
01 18.26086956521739
08 18.342391304347824
02 18.42391304347826
04 18.505434782608695
02 18.58695652173913
08 18.668478260869566
01 18.75
02 18.831521739130434
04 18.913043478260867
08 18.994565217391305
04 19.07608695652174
08 19.157608695652172
01 19.23913043478261
04 19.320652173913043
02 19.402173913043477
08 19.483695652173914
01 19.565217391304348
02 19.64673913043478
01 19.72826086956522
08 19.809782608695652
02 19.891304347826086
