TITLE TT
BPM   130.0
NOTES
0002 0.33715384615384614
0002 0.45253846153846156
0002 0.567923076923077
0002 0.6833076923076923
1000 1.3756153846153847
0100 1.491
0010 1.6063846153846157
0001 1.721769230769231
0010 1.8371538461538464
0100 1.9525384615384618
1000 2.067923076923077
0010 2.1833076923076926
0200 2.298692307692308
0300 3.567923076923077
0002 3.6833076923076926
2003 3.9140769230769235
3020 4.144846153846154
0030 5.644846153846153
0200 5.760230769230769
0300 6.567923076923076
0001 6.683307692307692
1000 6.798692307692307
0001 6.914076923076923
0010 7.144846153846154
0001 7.375615384615385
1001 7.837153846153846
2000 9.221769230769231
3000 9.337153846153846
0020 9.452538461538461
0030 10.952538461538463
0200 11.067923076923076
0300 11.183307692307691
0002 11.298692307692306
0003 11.414076923076923
0020 11.529461538461538
0030 11.875615384615385
0001 11.991
1000 12.106384615384615
0001 12.22176923076923
0100 12.337153846153846
0001 12.452538461538461
0100 12.567923076923076
0010 12.683307692307691
1000 12.798692307692306
0010 12.914076923076923
1000 13.029461538461538
0001 13.144846153846153
0010 13.26023076923077
0001 13.375615384615385
1000 13.491
0001 13.606384615384615
1000 13.721769230769231
0100 13.837153846153846
1000 14.067923076923076
0001 14.125615384615385
1000 14.183307692307693
0001 14.241
1000 14.298692307692308
0010 14.414076923076923
1000 14.644846153846153
0001 14.76023076923077
1000 14.991
1100 15.221769230769231
1001 15.683307692307693
1000 16.144846153846153
0010 16.26023076923077
0100 16.375615384615386
0001 16.491
0100 16.606384615384616
0001 16.837153846153846
0010 16.952538461538463
0100 17.067923076923076
1001 17.52946153846154
0001 17.991
0010 18.106384615384616
0100 18.221769230769233
1000 18.337153846153846
0100 18.452538461538463
1000 18.683307692307693
0001 18.914076923076923
1001 19.375615384615386
0001 19.837153846153846
0100 19.952538461538463
0010 20.06792307692308
0100 20.183307692307693
0001 20.29869230769231
0010 20.52946153846154
0001 20.76023076923077
0010 20.875615384615386
0100 20.991000000000003
0010 21.106384615384616
0001 21.221769230769233
0100 21.452538461538463
0002 21.683307692307693
1003 22.144846153846153
1001 22.606384615384613
1000 23.067923076923076
0100 23.298692307692306
1000 23.529461538461536
0010 23.76023076923077
0100 23.875615384615383
0010 24.106384615384616
1000 24.45253846153846
0001 24.683307692307693
1000 25.02946153846154
0100 25.375615384615383
0010 25.606384615384616
0001 25.72176923076923
1000 25.952538461538463
0010 26.183307692307693
0010 26.52946153846154
1000 26.76023076923077
0100 26.875615384615386
0010 26.991
0100 27.106384615384616
1000 27.22176923076923
0001 27.337153846153846
1000 27.452538461538463
0001 27.567923076923076
0010 27.683307692307693
0001 27.79869230769231
0100 27.914076923076923
0001 28.02946153846154
1000 28.144846153846153
0010 28.26023076923077
0100 28.375615384615386
0001 28.491
0010 28.606384615384616
0001 28.721769230769233
0010 28.837153846153846
0100 28.952538461538463
1000 29.067923076923076
0001 29.183307692307693
0001 29.414076923076923
1000 29.52946153846154
0010 29.76023076923077
1000 29.991
0001 30.221769230769233
0100 30.337153846153846
0010 30.56792307692308
0100 30.683307692307693
0001 30.914076923076923
0010 31.144846153846157
0100 31.375615384615386
0010 31.606384615384616
0001 31.837153846153846
1000 32.298692307692306
0001 32.991
1000 33.22176923076923
0100 33.45253846153847
0010 33.68330769230769
0001 33.91407692307693
0100 34.02946153846154
0010 34.37561538461539
0100 34.60638461538462
0001 34.837153846153846
0010 35.06792307692308
0001 35.29869230769231
2000 35.52946153846154
3000 35.991
2000 36.22176923076923
3000 36.56792307692308
0001 36.91407692307693
0010 37.14484615384616
0200 37.37561538461539
0300 37.72176923076923
1000 37.837153846153846
0001 38.06792307692308
0200 38.29869230769231
0300 38.64484615384616
0010 38.76023076923077
1000 39.22176923076923
0100 39.45253846153847
0010 39.68330769230769
0100 39.91407692307693
2000 40.14484615384616
3000 40.49100000000001
0002 40.60638461538462
0003 40.83715384615385
0100 41.06792307692308
0010 41.29869230769231
0100 41.52946153846154
0001 41.76023076923077
0010 41.87561538461539
0001 41.99100000000001
0010 42.10638461538462
0100 42.22176923076923
1000 42.33715384615385
0010 42.45253846153847
0100 42.56792307692308
0010 42.6833076923077
1000 42.79869230769231
0100 42.91407692307693
1000 43.02946153846155
0001 43.14484615384616
1000 43.26023076923077
0010 43.37561538461539
1000 43.60638461538462
0001 43.83715384615385
1000 43.95253846153847
1000 44.1833076923077
0010 44.298692307692306
0100 44.52946153846154
0001 44.760230769230766
1000 45.10638461538461
0010 45.45253846153846
0100 45.68330769230769
0100 45.91407692307692
0001 46.14484615384615
0020 46.60638461538461
0030 47.06792307692307
0001 47.298692307692306
0010 47.52946153846154
0100 47.760230769230766
1000 47.991
0010 48.22176923076923
2000 48.45253846153846
3000 48.68330769230769
0001 48.798692307692306
0100 49.14484615384615
0010 49.37561538461539
0010 49.60638461538461
2000 49.837153846153846
3000 50.18330769230769
0200 50.298692307692306
0300 50.64484615384615
1000 50.991
0100 51.22176923076923
0010 51.45253846153846
0100 51.68330769230769
1000 51.91407692307693
0002 52.14484615384615
0103 52.37561538461539
0001 52.60638461538461
0010 52.837153846153846
0100 53.06792307692308
1000 53.298692307692306
0001 53.35638461538461
1000 53.41407692307693
0001 53.47176923076923
2000 53.52946153846154
3010 53.76023076923077
1000 53.87561538461539
0001 53.991
1000 54.22176923076923
0010 54.45253846153846
0100 54.68330769230769
0010 54.91407692307693
1000 55.14484615384615
0001 55.20253846153846
1000 55.26023076923077
0001 55.31792307692308
1000 55.37561538461539
0001 55.60638461538462
0100 55.72176923076923
0010 55.837153846153846
0100 55.95253846153847
0001 56.06792307692308
1000 56.18330769230769
0001 56.298692307692306
0010 56.41407692307693
0100 56.52946153846154
0010 56.64484615384615
0001 56.76023076923077
1000 56.87561538461539
3000 56.90446153846154
0100 56.991
