TITLE Xepher
BPM   180.0
NOTES
0001 10.333333333333332
0010 10.388888888888888
0100 10.444444444444443
1000 10.499999999999998
0100 10.555555555555554
0010 10.61111111111111
0002 10.666666666666666
1003 11.833333333333332
0010 11.916666666666666
0200 12.0
0301 13.0
2002 13.333333333333332
3000 13.666666666666666
2003 13.999999999999998
3200 14.666666666666666
0320 15.333333333333332
0030 15.666666666666666
0022 16.0
0030 16.333333333333332
2003 16.666666666666668
3000 17.0
2002 17.333333333333332
3003 18.333333333333332
2020 18.666666666666664
3030 19.666666666666664
0202 20.0
0303 22.666666666666664
2000 25.333333333333332
3200 25.666666666666664
0302 26.0
0103 26.333333333333332
0100 26.5
1000 26.666666666666664
0001 26.833333333333332
0100 26.916666666666664
0001 26.999999999999996
0010 27.166666666666664
0100 27.249999999999996
1000 27.333333333333332
0001 27.416666666666664
1000 27.583333333333332
0010 27.666666666666664
1000 27.833333333333332
0001 27.916666666666664
2000 28.0
3020 28.333333333333332
0032 28.666666666666668
0013 29.0
0010 29.166666666666668
1000 29.333333333333332
0001 29.5
0100 29.583333333333332
0010 29.666666666666664
1000 29.833333333333332
0100 29.916666666666664
0010 30.0
0001 30.083333333333332
1000 30.25
0001 30.333333333333332
0010 30.5
0001 30.583333333333332
0020 30.666666666666664
0230 30.999999999999996
0302 31.333333333333332
0103 31.666666666666664
0100 31.833333333333332
0010 32.0
0001 32.166666666666664
1000 32.25
0010 32.333333333333336
0100 32.5
0001 32.583333333333336
1000 32.666666666666664
0100 32.75
0010 32.916666666666664
0001 33.0
1000 33.166666666666664
0001 33.25
0200 33.33333333333333
0320 33.666666666666664
0032 33.99999999999999
0013 34.33333333333333
0010 34.49999999999999
1000 34.83333333333333
1000 35.0
1000 35.166666666666664
0001 35.33333333333333
0100 35.416666666666664
0001 35.58333333333333
1000 35.666666666666664
0001 35.75
0100 35.83333333333333
0001 36.0
0010 36.083333333333336
0100 36.166666666666664
1000 36.25
0100 36.333333333333336
0010 36.416666666666664
0001 36.5
0010 36.583333333333336
0100 36.666666666666664
1000 36.75
0100 36.833333333333336
0010 36.916666666666664
0001 37.0
0001 37.166666666666664
1000 37.49999999999999
0010 37.666666666666664
0100 37.83333333333333
0001 37.916666666666664
1000 37.99999999999999
0001 38.08333333333333
