TITLE Marigold
BPM   190.0
NOTES
0001 2.526315789473684
1000 2.8421052631578947
0010 3.0
0100 3.1578947368421053
0010 3.4736842105263155
0100 3.631578947368421
0001 3.789473684210526
0010 4.105263157894736
0100 4.263157894736842
1000 4.421052631578947
0002 4.7368421052631575
1003 5.052631578947368
0010 5.368421052631579
0100 5.526315789473684
0001 5.684210526315789
1000 6.0
0001 6.157894736842104
1000 6.315789473684211
0100 6.631578947368421
0010 6.7894736842105265
0100 6.947368421052632
2000 7.2631578947368425
3001 7.578947368421052
0100 7.894736842105263
0001 8.052631578947368
1000 8.210526315789473
0001 8.526315789473683
0010 8.68421052631579
0001 8.842105263157894
1000 9.157894736842104
0100 9.315789473684209
0010 9.473684210526315
0002 9.789473684210526
1003 10.105263157894736
0010 10.421052631578947
0100 10.578947368421051
0001 10.736842105263158
1000 11.052631578947368
0100 11.210526315789473
0010 11.368421052631579
0001 11.68421052631579
0010 11.763157894736842
0100 11.842105263157894
1000 12.0
1000 12.236842105263158
1000 12.473684210526315
0001 12.631578947368421
0010 12.947368421052632
0001 13.105263157894736
1000 13.263157894736842
0010 13.578947368421053
0100 13.736842105263158
0001 13.894736842105262
1000 14.052631578947366
0100 14.210526315789473
0010 14.368421052631577
0001 14.526315789473683
1000 14.842105263157894
0010 14.999999999999998
0100 15.157894736842104
0001 15.473684210526315
0010 15.63157894736842
0100 15.789473684210526
0010 16.105263157894736
0001 16.263157894736842
1000 16.421052631578945
0001 16.57894736842105
0100 16.736842105263154
0010 16.89473684210526
1000 17.052631578947366
0002 17.368421052631575
1003 17.684210526315788
0010 17.999999999999996
0100 18.157894736842103
0001 18.31578947368421
1000 18.631578947368418
0100 18.789473684210524
0010 18.94736842105263
0100 19.105263157894736
1000 19.26315789473684
0100 19.421052631578945
0010 19.57894736842105
0001 19.89473684210526
1000 20.052631578947366
0010 20.210526315789473
0100 20.52631578947368
0001 20.684210526315788
0010 20.842105263157894
0100 21.157894736842103
1000 21.31578947368421
0100 21.473684210526315
1000 21.63157894736842
0001 21.789473684210524
1000 21.94736842105263
0020 22.105263157894736
1000 22.263157894736842
0030 22.421052631578945
1001 22.736842105263158
1001 23.052631578947366
1000 23.36842105263158
0100 23.684210526315788
0010 23.842105263157894
0100 24.0
1000 24.157894736842106
0001 24.31578947368421
1000 24.473684210526315
1001 24.63157894736842
0002 24.94736842105263
1003 25.263157894736842
0001 25.57894736842105
0100 25.736842105263158
0010 25.894736842105264
1000 26.210526315789473
0100 26.36842105263158
0010 26.52631578947368
0001 26.684210526315788
0010 26.84210526315789
0001 26.999999999999996
0101 27.157894736842103
0200 27.47368421052631
0310 27.789473684210524
1000 28.105263157894733
0100 28.26315789473684
0010 28.421052631578945
0001 28.736842105263154
0100 28.89473684210526
0010 29.052631578947366
0100 29.210526315789473
0001 29.368421052631575
0010 29.52631578947368
0011 29.684210526315788
0002 29.999999999999996
0103 30.31578947368421
0010 30.631578947368418
1000 30.789473684210524
0001 30.94736842105263
1000 31.26315789473684
0100 31.421052631578945
0010 31.57894736842105
0001 31.657894736842103
0010 31.736842105263158
0001 31.89473684210526
1000 32.21052631578947
0100 32.368421052631575
0010 32.44736842105263
0001 32.526315789473685
1000 32.68421052631579
0001 32.84210526315789
1000 32.99999999999999
0100 33.07894736842105
0010 33.1578947368421
0001 33.315789473684205
1000 33.39473684210526
0010 33.47368421052631
0100 33.63157894736842
0001 33.78947368421052
0010 33.94736842105263
0100 34.02631578947368
1000 34.10526315789473
0001 34.263157894736835
1000 34.34210526315789
0001 34.421052631578945
0100 34.57894736842105
0010 34.6578947368421
1000 34.73684210526315
0001 34.89473684210526
0010 34.973684210526315
0001 35.05263157894736
1000 35.21052631578947
0001 35.368421052631575
0100 35.52631578947368
0001 35.60526315789473
0100 35.68421052631579
0001 35.84210526315789
0010 35.921052631578945
0100 35.99999999999999
0010 36.1578947368421
0001 36.23684210526316
1000 36.315789473684205
0010 36.473684210526315
0100 36.55263157894736
0001 36.63157894736842
0010 36.78947368421052
0100 36.868421052631575
1000 36.94736842105263
0001 37.10526315789473
1000 37.18421052631579
0010 37.263157894736835
0100 37.421052631578945
0100 37.57894736842105
0001 37.73684210526316
1000 37.815789473684205
0001 37.89473684210526
0010 38.05263157894736
0100 38.13157894736842
0010 38.21052631578947
0001 38.368421052631575
1000 38.44736842105263
0010 38.52631578947368
0100 38.68421052631579
0001 38.84210526315789
1000 39.0
0100 39.07894736842105
0010 39.1578947368421
0001 39.315789473684205
1000 39.39473684210526
0010 39.473684210526315
0100 39.63157894736842
0001 39.71052631578947
0100 39.78947368421052
0010 39.94736842105263
1000 40.026315789473685
0001 40.10526315789473
0100 40.26315789473684
0001 40.421052631578945
0010 40.57894736842105
0100 40.6578947368421
1000 40.73684210526316
0001 40.89473684210526
1000 40.973684210526315
0001 41.05263157894736
0100 41.21052631578947
0010 41.28947368421053
1000 41.368421052631575
0001 41.526315789473685
1000 41.60526315789473
0010 41.68421052631579
0100 41.84210526315789
0001 42.0
1000 42.07894736842105
0001 42.23684210526316
1000 42.315789473684205
1000 42.473684210526315
0001 42.63157894736842
0100 42.71052631578947
0001 42.78947368421053
0100 42.868421052631575
0010 42.94736842105263
1000 43.10526315789473
0001 43.18421052631579
1000 43.26315789473684
0010 43.421052631578945
0100 43.5
0001 43.57894736842105
1000 43.73684210526316
0100 43.89473684210526
0010 44.05263157894737
0001 44.13157894736842
1000 44.21052631578947
0100 44.368421052631575
1000 44.44736842105263
0100 44.526315789473685
0010 44.68421052631579
0100 44.76315789473684
1000 44.84210526315789
0001 45.0
0100 45.078947368421055
0010 45.1578947368421
1000 45.31578947368421
0001 45.473684210526315
1000 45.63157894736842
0001 45.71052631578947
0010 45.78947368421053
0001 45.94736842105263
