TITLE Dadadadadadadadadada
BPM   156.0
NOTES
0100 7.675307692307692
0100 7.803512820512821
0100 7.9317179487179486
0100 8.059923076923077
0100 8.188128205128207
0100 8.316333333333334
0100 8.444538461538462
0100 8.57274358974359
0100 8.70094871794872
0100 8.829153846153847
1000 9.213769230769232
0001 9.309923076923079
1000 9.50223076923077
0001 9.598384615384617
0100 9.790692307692309
0001 9.983000000000002
1000 10.079153846153847
0001 10.27146153846154
1000 10.367615384615387
0100 10.559923076923079
0010 10.75223076923077
0001 10.848384615384617
0010 11.040692307692309
0001 11.136846153846156
1000 11.329153846153847
0010 11.52146153846154
0100 11.713769230769232
0100 11.906076923076924
0001 12.098384615384617
1000 12.290692307692309
0100 12.386846153846156
1000 12.579153846153847
0100 12.675307692307694
0010 12.867615384615386
0001 13.059923076923079
0100 13.156076923076924
0001 13.348384615384617
0100 13.444538461538464
0010 13.636846153846156
1000 13.829153846153847
0001 13.925307692307694
1000 14.117615384615386
0001 14.213769230769232
0010 14.406076923076924
0100 14.598384615384617
1000 14.790692307692309
0001 14.886846153846156
1000 14.983
0010 15.175307692307694
0100 15.367615384615386
0001 15.463769230769232
0100 15.656076923076924
0001 15.75223076923077
1000 15.944538461538462
0001 16.136846153846154
0100 16.233
0001 16.425307692307694
0100 16.52146153846154
0010 16.71376923076923
1000 16.906076923076924
0001 17.00223076923077
1000 17.194538461538464
0001 17.290692307692307
0010 17.483
0100 17.675307692307694
1000 17.867615384615387
1000 18.059923076923077
0001 18.25223076923077
0100 18.444538461538464
0010 18.54069230769231
0100 18.733000000000004
0010 18.829153846153847
1000 19.02146153846154
0100 19.213769230769234
0010 19.30992307692308
0100 19.50223076923077
0010 19.598384615384617
0001 19.79069230769231
0010 19.983
0100 20.079153846153847
0010 20.27146153846154
0100 20.367615384615384
1000 20.559923076923077
0001 20.75223076923077
1000 20.94453846153846
0100 21.040692307692307
0010 21.136846153846154
0001 21.329153846153847
1000 21.52146153846154
0010 21.617615384615387
2000 21.713769230769234
3001 22.00223076923077
0010 22.194538461538464
0100 22.386846153846157
1000 22.579153846153847
0001 22.675307692307694
1000 22.867615384615387
0010 23.059923076923077
0100 23.156076923076924
0010 23.25223076923077
0100 23.348384615384617
0001 23.44453846153846
1000 23.540692307692307
0001 23.636846153846154
1000 23.733
0001 23.829153846153847
0010 23.925307692307694
0100 24.02146153846154
0010 24.117615384615384
0001 24.21376923076923
0100 24.309923076923077
0010 24.406076923076924
1000 24.50223076923077
0001 24.598384615384617
0100 24.79069230769231
0010 24.983
0100 25.175307692307694
0001 25.367615384615387
0100 25.55992307692308
0010 25.75223076923077
0100 25.944538461538464
0001 26.136846153846157
1000 26.233000000000004
0001 26.32915384615385
0100 26.52146153846154
0100 26.713769230769234
0001 26.906076923076927
1000 27.002230769230774
0001 27.09838461538462
1000 27.194538461538464
0001 27.29069230769231
1000 27.386846153846157
0001 27.483000000000004
0010 27.57915384615385
0100 27.675307692307694
1000 27.77146153846154
0100 27.867615384615387
0010 28.059923076923077
0001 28.25223076923077
1000 28.348384615384617
0010 28.54069230769231
0100 28.733
0001 28.829153846153847
0010 29.02146153846154
0100 29.213769230769234
1000 29.30992307692308
0100 29.406076923076927
0010 29.502230769230774
0001 29.598384615384617
0100 29.694538461538464
0010 29.79069230769231
1000 29.886846153846157
0001 29.983000000000004
0010 30.07915384615385
0001 30.175307692307694
1000 30.27146153846154
0010 30.367615384615387
0100 30.463769230769234
0001 30.55992307692308
1000 30.656076923076927
0001 30.75223076923077
1000 30.944538461538464
0001 31.136846153846154
1000 31.329153846153847
0100 31.52146153846154
1000 31.713769230769234
0100 31.906076923076924
0010 32.09838461538461
0001 32.290692307692304
1000 32.38684615384615
0001 32.483
0100 32.67530769230769
0010 32.867615384615384
2010 33.05992307692307
3001 33.34838461538461
0020 33.44453846153846
0100 33.63684615384615
0230 33.829153846153844
1000 33.92530769230769
1000 34.117615384615384
0310 34.406076923076924
0002 34.59838461538461
0100 34.88684615384615
1003 35.17530769230769
0020 35.367615384615384
0100 35.46376923076923
1000 35.656076923076924
0130 35.944538461538464
0001 36.13684615384615
1000 36.329153846153844
1000 36.52146153846154
0100 36.71376923076923
0020 36.906076923076924
0001 37.00223076923077
0001 37.194538461538464
0130 37.483000000000004
2000 37.67530769230769
0010 37.96376923076923
3001 38.25223076923077
0200 38.444538461538464
0010 38.54069230769231
0010 38.733000000000004
0301 39.021461538461544
0010 39.21376923076923
0010 39.406076923076924
0100 39.59838461538462
2000 39.983
0001 40.079153846153844
0001 40.27146153846154
3010 40.55992307692308
0200 40.75223076923076
0001 41.040692307692304
0310 41.329153846153844
2000 41.52146153846154
0100 41.617615384615384
0100 41.80992307692308
3001 42.09838461538462
0100 42.290692307692304
0010 42.483
0010 42.67530769230769
1000 42.867615384615384
0200 43.05992307692308
0010 43.156076923076924
0010 43.34838461538462
1300 43.63684615384616
0002 43.829153846153844
0010 44.117615384615384
1003 44.406076923076924
0200 44.59838461538462
0010 44.694538461538464
0010 44.88684615384616
1300 45.1753076923077
0001 45.367615384615384
1000 45.46376923076923
0010 45.55992307692308
0100 45.656076923076924
0001 45.75223076923077
1003 46.13684615384615
0010 46.329153846153844
0100 46.52146153846154
0001 46.71376923076923
1000 46.80992307692307
0100 47.00223076923076
1000 47.09838461538461
0001 47.19453846153846
0100 47.290692307692304
0010 47.483
1000 47.67530769230769
0100 47.77146153846154
0010 47.867615384615384
0001 47.96376923076923
0010 48.05992307692308
0100 48.156076923076924
1000 48.25223076923077
0001 48.34838461538461
1000 48.44453846153846
0010 48.540692307692304
0100 48.63684615384615
0001 48.733
0100 48.829153846153844
0010 48.92530769230769
1000 49.02146153846154
0001 49.117615384615384
0100 49.21376923076923
0010 49.406076923076924
0100 49.59838461538462
0001 49.79069230769231
0100 49.983
0010 50.17530769230769
1000 50.367615384615384
0100 50.55992307692308
0010 50.75223076923077
0001 50.84838461538462
0010 50.944538461538464
0100 51.13684615384616
0100 51.32915384615385
1000 51.52146153846154
0001 51.617615384615384
1000 51.71376923076923
0001 51.80992307692308
1000 51.906076923076924
0001 52.00223076923077
1000 52.09838461538462
0010 52.194538461538464
0100 52.29069230769231
0001 52.38684615384616
2000 52.57915384615385
3010 52.86761538461539
0010 53.05992307692308
0100 53.156076923076924
0002 53.34838461538462
0013 53.63684615384616
0100 53.829153846153844
1000 53.92530769230769
0100 54.02146153846154
0010 54.117615384615384
0001 54.21376923076923
0100 54.30992307692308
0010 54.406076923076924
1000 54.50223076923076
0010 54.59838461538461
1000 54.69453846153846
0001 54.790692307692304
1000 54.88684615384615
0100 54.983
0010 55.079153846153844
0100 55.17530769230769
0010 55.27146153846154
0001 55.367615384615384
1000 55.55992307692308
0100 55.75223076923077
1000 55.944538461538464
0001 56.13684615384615
0100 56.329153846153844
0010 56.52146153846154
0100 56.71376923076923
0001 56.906076923076924
0010 57.00223076923077
0100 57.09838461538462
1000 57.29069230769231
0001 57.483000000000004
0100 57.67530769230769
0010 57.867615384615384
1030 58.25223076923077
0001 58.444538461538464
0011 58.733000000000004
0010 59.021461538461544
0100 59.21376923076923
1100 59.50223076923077
1000 59.79069230769231
0001 59.983
0101 60.27146153846154
0100 60.55992307692308
0010 60.75223076923076
0100 60.94453846153846
0002 61.13684615384615
0003 61.52146153846154
1000 61.71376923076923
0100 61.906076923076924
0010 62.09838461538462
0100 62.290692307692304
1100 62.579153846153844
1000 62.867615384615384
0001 63.05992307692308
0100 63.25223076923077
1000 63.444538461538464
0100 63.63684615384616
0001 63.829153846153844
1000 63.92530769230769
0001 64.02146153846155
1000 64.11761538461539
0100 64.21376923076924
0010 64.40607692307692
0001 64.59838461538462
0101 64.88684615384615
0100 65.1753076923077
0010 65.36761538461539
1010 65.65607692307692
1000 65.94453846153846
0100 66.13684615384616
0110 66.4253076923077
0010 66.71376923076924
0001 66.90607692307694
0100 67.09838461538463
0020 67.29069230769232
1030 67.6753076923077
0001 67.77146153846154
1000 67.96376923076923
0001 68.05992307692308
0010 68.25223076923078
0100 68.44453846153847
1000 68.54069230769231
0100 68.733
1000 68.82915384615386
0001 69.02146153846154
0100 69.21376923076924
0010 69.40607692307694
0100 69.59838461538463
0010 69.79069230769232
1000 69.98300000000002
0001 70.17530769230771
1000 70.3676153846154
0001 70.55992307692308
0010 70.75223076923078
0001 70.84838461538462
0010 70.94453846153847
0100 71.04069230769231
1000 71.13684615384616
0100 71.233
0010 71.32915384615386
0001 71.4253076923077
1000 71.52146153846155
0001 71.61761538461539
0100 71.71376923076924
0010 71.80992307692308
1000 71.90607692307694
0010 72.00223076923078
0100 72.09838461538462
0001 72.19453846153847
1000 72.29069230769231
3002 73.05992307692308
2003 73.44453846153847
3100 73.82915384615386
0100 73.95735897435898
0100 74.08556410256412
0100 74.21376923076924
0100 74.34197435897437
0100 74.4701794871795
0100 74.59838461538463
0100 74.72658974358976
0100 74.85479487179488
0100 74.98300000000002
0010 75.36761538461539
0010 75.49582051282052
0010 75.62402564102565
0010 75.75223076923078
0010 75.8804358974359
0010 76.00864102564103
0010 76.13684615384616
0010 76.26505128205129
