TITLE Oblivion
BPM   141.0
NOTES
1001 13.617021276595745
1000 14.042553191489361
0100 14.25531914893617
0010 14.46808510638298
0001 14.680851063829788
0100 14.893617021276595
0001 15.106382978723405
1000 15.319148936170214
0100 15.74468085106383
0010 15.957446808510639
0100 16.170212765957448
1000 16.382978723404257
0001 16.595744680851066
1000 16.808510638297875
1001 17.02127659574468
0001 17.4468085106383
0100 17.659574468085108
0010 17.872340425531913
1000 18.085106382978722
0100 18.29787234042553
1000 18.51063829787234
0001 18.72340425531915
0010 19.148936170212767
0100 19.361702127659576
1000 19.574468085106382
0100 19.78723404255319
1000 20.0
0001 20.21276595744681
0101 20.425531914893618
0100 20.851063829787236
0010 21.063829787234045
1000 21.27659574468085
0001 21.48936170212766
1000 21.70212765957447
0100 21.914893617021278
1100 22.127659574468087
1000 22.553191489361705
0100 22.765957446808514
0010 22.97872340425532
0001 23.19148936170213
1000 23.404255319148938
0001 23.617021276595747
0101 23.829787234042552
1010 24.680851063829785
1001 25.53191489361702
0011 25.95744680851064
0101 26.382978723404253
0100 26.80851063829787
0001 26.914893617021278
0100 27.02127659574468
0001 27.127659574468083
1000 27.23404255319149
1100 27.5531914893617
1100 27.872340425531917
1001 28.51063829787234
0001 28.93617021276596
1000 29.04255319148936
0010 29.361702127659576
0010 29.78723404255319
0010 30.21276595744681
0101 30.638297872340427
0101 30.95744680851064
0101 31.276595744680854
1100 31.914893617021278
1000 32.5531914893617
0001 32.65957446808511
0100 32.765957446808514
0001 32.87234042553192
1000 33.19148936170213
3100 33.51063829787234
0310 33.61702127659575
0001 33.829787234042556
1001 34.04255319148936
1001 34.361702127659576
1001 34.680851063829785
1100 35.319148936170215
0100 35.74468085106383
0010 35.851063829787236
0001 36.17021276595745
0001 36.59574468085107
0001 37.02127659574469
0011 37.4468085106383
0011 37.765957446808514
0011 38.08510638297872
1001 38.72340425531915
1000 39.148936170212764
0010 39.25531914893617
1000 39.36170212765957
0010 39.46808510638298
1000 39.57446808510638
0010 39.680851063829785
1000 39.78723404255319
0010 39.8936170212766
0100 40.0
0301 40.212765957446805
1000 40.31914893617021
0001 40.42553191489362
1000 40.53191489361702
0001 40.638297872340424
1000 40.744680851063826
0100 40.851063829787236
1000 41.91489361702128
0100 42.12765957446809
0010 42.340425531914896
0001 42.5531914893617
1000 42.76595744680851
0010 42.97872340425532
0100 43.08510638297872
0001 43.29787234042553
0100 43.51063829787234
0010 43.61702127659574
1000 43.829787234042556
0001 44.04255319148936
1000 44.255319148936174
0100 44.46808510638298
0010 44.68085106382979
0001 44.787234042553195
0010 45.0
