TITLE EGG
BPM   196.0
NOTES
2001 11.020408163265307
3010 11.326530612244898
1000 11.479591836734695
0001 11.63265306122449
0001 11.785714285714286
0010 11.938775510204083
0200 12.091836734693878
0310 12.397959183673471
0001 12.551020408163266
1000 12.704081632653063
0001 13.010204081632654
1000 13.316326530612246
0010 13.46938775510204
1000 13.622448979591837
0100 13.775510204081632
0010 13.928571428571429
0001 14.081632653061224
1000 14.23469387755102
0001 14.387755102040817
0100 14.540816326530612
0010 14.846938775510205
0100 15.153061224489797
0001 15.459183673469388
0002 15.612244897959185
2003 15.918367346938776
3100 16.22448979591837
1000 16.377551020408163
0010 16.53061224489796
0010 16.683673469387756
0100 16.836734693877553
0002 16.98979591836735
1003 17.29591836734694
0100 17.448979591836736
1000 17.60204081632653
0001 17.908163265306122
0100 18.214285714285715
0110 18.367346938775512
1010 18.8265306122449
1001 19.28571428571429
1100 19.7667638483965
0110 20.291545189504372
0011 20.466472303207
1001 20.816326530612244
1000 20.96938775510204
0010 21.122448979591837
1000 21.27551020408163
0100 21.35204081632653
0010 21.428571428571427
0001 21.581632653061224
1000 21.73469387755102
0010 21.887755102040817
0010 22.122448979591837
0001 22.28571428571429
1000 22.448979591836736
0100 22.53061224489796
0010 22.612244897959187
0100 22.69387755102041
1000 22.775510204081634
0001 22.93877551020408
0100 23.102040816326532
0010 23.26530612244898
0100 23.418367346938776
0001 23.571428571428573
1000 23.724489795918366
0100 23.801020408163264
1000 23.877551020408163
0001 23.95408163265306
0100 24.03061224489796
0010 24.183673469387756
1000 24.336734693877553
0010 24.48979591836735
0100 24.642857142857146
0001 24.795918367346943
0020 24.948979591836736
0230 25.25510204081633
0310 25.561224489795922
0001 25.714285714285715
1000 25.867346938775512
0001 26.02040816326531
1000 26.1734693877551
0010 26.25
0100 26.3265306122449
0010 26.403061224489797
1000 26.479591836734695
0001 26.63265306122449
0100 26.78571428571429
0100 27.020408163265305
1000 27.183673469387756
0001 27.346938775510203
0010 27.428571428571427
0100 27.510204081632654
1000 27.591836734693878
0001 27.6734693877551
1000 27.836734693877553
0010 28.0
0100 28.16326530612245
0010 28.316326530612248
1000 28.469387755102044
0001 28.622448979591837
0010 28.698979591836736
0001 28.775510204081634
1000 28.852040816326532
0001 28.92857142857143
1000 29.081632653061227
0010 29.234693877551024
0010 29.387755102040817
0100 29.56268221574344
2000 29.737609329446066
3002 30.08746355685131
0103 30.43731778425656
0101 30.612244897959183
0001 30.76530612244898
0010 30.918367346938776
0100 31.07142857142857
1000 31.147959183673468
0001 31.224489795918366
1000 31.301020408163264
0010 31.377551020408163
1000 31.53061224489796
0100 31.683673469387756
0100 31.918367346938776
0010 32.08163265306123
1000 32.244897959183675
0001 32.3265306122449
0100 32.40816326530612
0010 32.48979591836735
1000 32.57142857142858
0001 32.734693877551024
0010 32.89795918367347
0001 33.06122448979592
0100 33.214285714285715
0010 33.36734693877551
1000 33.52040816326531
0100 33.5969387755102
0010 33.673469387755105
0001 33.75
0100 33.826530612244895
0010 33.97959183673469
1000 34.13265306122449
0001 34.285714285714285
0010 34.43877551020408
0100 34.59183673469388
2000 34.744897959183675
3020 35.05102040816327
0130 35.357142857142854
0001 35.51020408163265
0100 35.66326530612245
0010 35.816326530612244
1000 35.96938775510204
0100 36.045918367346935
0010 36.12244897959184
0100 36.19897959183673
0010 36.27551020408163
0001 36.42857142857142
0010 36.58163265306122
0010 36.81632653061225
1000 36.9795918367347
0001 37.142857142857146
0100 37.22448979591837
0010 37.30612244897959
1000 37.38775510204082
0100 37.46938775510205
0010 37.632653061224495
0001 37.79591836734694
1001 37.95918367346939
1000 38.26530612244898
0101 38.41836734693878
0011 38.87755102040816
0010 39.183673469387756
0110 39.33673469387755
0100 39.48979591836735
1000 39.642857142857146
0001 39.79591836734694
1000 39.87244897959184
0001 39.94897959183673
1000 40.025510204081634
0010 40.10204081632653
0100 40.255102040816325
0001 40.40816326530612
0101 40.714285714285715
0001 40.86734693877551
1000 40.94387755102041
0100 41.02040816326531
0010 41.173469387755105
0010 41.326530612244895
0001 41.47959183673469
1000 41.63265306122449
1010 41.93877551020408
0010 42.09183673469388
1000 42.16836734693877
0001 42.244897959183675
1000 42.32142857142857
0100 42.397959183673464
0100 42.55102040816326
0010 42.70408163265306
0001 42.85714285714286
1000 43.01020408163266
1100 43.163265306122454
0100 43.31632653061225
1000 43.392857142857146
0001 43.46938775510205
1000 43.54591836734694
0010 43.62244897959184
0010 43.775510204081634
0202 43.92857142857143
0303 44.08163265306123
1001 44.38775510204082
1000 44.54081632653062
0100 44.61734693877551
0010 44.693877551020414
0001 44.84693877551021
0001 45.0
1001 45.30612244897959
1010 45.61224489795919
1000 45.76530612244898
0001 45.84183673469388
0100 45.91836734693878
0010 46.07142857142857
0010 46.224489795918366
1000 46.37755102040816
0001 46.53061224489796
0011 46.83673469387755
0010 46.98979591836735
0100 47.066326530612244
1000 47.142857142857146
0001 47.21938775510204
0100 47.29591836734694
0100 47.44897959183673
0010 47.60204081632653
0101 47.755102040816325
1000 47.93002915451895
1000 48.10495626822157
0100 48.27988338192419
0100 48.45481049562682
1010 48.629737609329446
0001 48.80466472303207
0001 48.9795918367347
1100 49.132653061224495
0010 49.28571428571429
0010 49.43877551020409
0101 49.591836734693885
0100 49.744897959183675
1010 49.89795918367347
1000 50.05102040816327
1001 50.204081632653065
1100 50.51020408163266
0100 50.663265306122454
0010 50.73979591836735
0001 50.81632653061225
1000 50.96938775510205
1000 51.12244897959184
0010 51.275510204081634
0100 51.42857142857143
0101 51.734693877551024
0001 51.88775510204082
1000 51.964285714285715
0100 52.04081632653062
0010 52.11734693877551
0001 52.19387755102041
0001 52.3469387755102
1000 52.5
0010 52.6530612244898
1000 52.80612244897959
1100 52.95918367346939
0100 53.11224489795919
0010 53.18877551020408
0001 53.26530612244898
1000 53.34183673469388
0010 53.41836734693878
0010 53.57142857142857
0220 53.724489795918366
0330 53.87755102040816
1010 54.183673469387756
1000 54.33673469387755
0001 54.41326530612245
0010 54.48979591836735
0100 54.64285714285714
0100 54.795918367346935
1001 55.10204081632653
0101 55.40816326530612
0100 55.56122448979592
0001 55.63775510204081
0010 55.714285714285715
0100 55.86734693877551
0100 56.0204081632653
1000 56.1734693877551
0001 56.3265306122449
0101 56.632653061224495
0100 56.78571428571429
0001 56.86224489795919
1000 56.93877551020409
0100 57.01530612244898
0010 57.091836734693885
0001 57.244897959183675
1000 57.32142857142858
0001 57.39795918367347
1000 57.47448979591837
0010 57.55102040816327
0100 57.704081632653065
