TITLE Luminism
BPM   172.0
NOTES
0001 11.18379069767442
0010 11.532627906976746
0002 11.707046511627908
2003 11.968674418604653
3020 12.230302325581397
1030 12.579139534883723
0100 12.927976744186049
0010 13.276813953488373
0001 13.6256511627907
1000 13.974488372093024
0010 14.32332558139535
0200 14.497744186046512
0302 14.759372093023256
2003 15.021
3002 15.369837209302327
0003 15.5006511627907
0002 15.54425581395349
0023 15.718674418604653
0030 15.849488372093024
0020 15.893093023255815
0230 16.067511627906978
0310 16.416348837209306
0001 16.76518604651163
1000 17.114023255813954
0002 17.28844186046512
2003 17.55006976744186
3010 17.811697674418607
0100 17.98611627906977
0100 18.16053488372093
0001 18.509372093023256
2000 18.683790697674418
3020 18.945418604651163
0130 19.207046511627908
0001 19.38146511627907
0001 19.555883720930233
0010 19.730302325581395
0100 19.904720930232557
1000 20.079139534883723
0010 20.253558139534885
0100 20.427976744186047
0001 20.60239534883721
0100 20.77681395348837
1003 22.34658139534884
0010 22.521
0100 22.695418604651163
0010 22.869837209302325
1000 22.957046511627908
0001 23.13146511627907
1000 23.305883720930233
0010 23.393093023255815
1000 23.567511627906978
0100 23.74193023255814
0010 23.916348837209302
0001 24.090767441860464
1000 24.26518604651163
0010 24.35239534883721
0100 24.52681395348837
0010 24.701232558139534
1000 24.788441860465117
0001 24.96286046511628
0010 25.137279069767445
0100 25.311697674418607
1000 25.48611627906977
0100 25.660534883720935
0010 25.747744186046514
0001 25.922162790697676
1000 26.09658139534884
0010 26.18379069767442
1000 26.358209302325584
0010 26.532627906976746
0100 26.707046511627908
0001 26.88146511627907
1000 27.055883720930233
0001 27.143093023255815
0010 27.317511627906978
0100 27.49193023255814
1000 27.579139534883723
0100 27.753558139534885
0010 27.927976744186047
0100 28.10239534883721
1000 28.27681395348837
0001 28.451232558139537
0100 28.538441860465117
0010 28.71286046511628
0100 28.88727906976744
0001 28.974488372093024
1000 29.148906976744186
0100 29.323325581395352
0010 29.497744186046514
0100 29.672162790697676
1000 29.846581395348842
0001 29.93379069767442
1000 30.108209302325584
0100 30.282627906976746
1000 30.36983720930233
0001 30.54425581395349
0100 30.718674418604653
0010 30.893093023255815
1000 31.067511627906978
0001 31.24193023255814
0100 31.329139534883723
0010 31.503558139534885
0100 31.677976744186047
0001 31.76518604651163
1000 31.939604651162792
0001 32.114023255813954
0010 32.28844186046512
0100 32.46286046511628
0010 32.637279069767445
0001 32.72448837209303
1000 32.898906976744186
0001 33.07332558139535
1000 33.16053488372093
0010 33.33495348837209
1000 33.50937209302326
0001 33.683790697674425
0010 33.858209302325584
0001 34.03262790697675
1000 34.11983720930233
0001 34.29425581395349
0100 34.46867441860466
0001 34.55588372093024
1000 34.7303023255814
0100 34.90472093023256
0010 35.07913953488372
0001 35.25355813953488
1000 35.42797674418605
0100 35.51518604651163
0010 35.68960465116279
0001 35.864023255813954
1000 35.95123255813954
0001 36.125651162790696
0100 36.30006976744186
0010 36.47448837209303
1000 36.648906976744186
0001 36.82332558139535
0010 36.910534883720935
0001 37.08495348837209
1000 37.25937209302326
0100 37.346581395348835
0010 37.521
0100 37.69541860465117
1000 37.86983720930233
0001 38.04425581395349
0100 38.21867441860466
0010 38.30588372093024
0100 38.4803023255814
0010 38.654720930232564
1000 38.74193023255815
0001 38.916348837209306
1000 39.090767441860464
0100 39.26518604651163
0010 39.43960465116279
0001 39.614023255813954
1000 39.70123255813954
0001 39.875651162790696
0100 40.05006976744186
0010 40.137279069767445
0100 40.3116976744186
0001 40.48611627906977
1000 40.660534883720935
0100 40.83495348837209
0010 41.00937209302326
0001 41.09658139534884
1000 41.271
0001 41.44541860465117
0100 41.53262790697674
0001 41.70704651162791
1000 41.881465116279074
0100 42.05588372093024
0010 42.2303023255814
0001 42.404720930232564
1000 42.49193023255815
0100 42.666348837209306
1000 42.84076744186047
0001 42.927976744186054
0100 43.10239534883721
0010 43.27681395348837
1000 43.45123255813954
0001 43.625651162790696
0010 43.80006976744186
0100 43.887279069767445
1000 44.0616976744186
0001 44.23611627906977
0100 44.32332558139535
0001 44.49774418604651
1000 44.672162790697676
0100 44.84658139534884
0010 45.021
0001 45.19541860465117
0100 45.369837209302325
0010 45.631465116279074
1000 45.893093023255815
0001 46.06751162790698
0010 46.24193023255815
0100 46.416348837209306
1000 46.59076744186047
0001 46.76518604651163
1000 47.02681395348838
0010 47.28844186046512
0100 47.46286046511628
0001 47.72448837209302
1000 47.98611627906977
0100 48.16053488372093
0010 48.33495348837209
0001 48.50937209302326
1000 48.68379069767442
0010 48.858209302325584
0100 49.03262790697675
0001 49.20704651162791
0100 49.381465116279074
0001 49.55588372093023
1000 49.7303023255814
0100 49.90472093023256
0010 50.07913953488372
0001 50.25355813953489
0010 50.427976744186054
0100 50.60239534883721
1000 50.77681395348838
0001 50.95123255813954
0100 51.212860465116286
0010 51.47448837209303
1000 51.648906976744186
0001 51.82332558139535
1000 51.99774418604651
0100 52.172162790697676
0010 52.346581395348835
0001 52.608209302325584
1000 52.869837209302325
0010 53.04425581395349
0100 53.30588372093023
0010 53.56751162790698
1000 53.74193023255814
0100 53.916348837209306
0010 54.090767441860464
0001 54.26518604651163
1000 54.439604651162796
0010 54.61402325581396
0100 54.78844186046512
0010 54.962860465116286
0100 55.137279069767445
0001 55.31169767441861
1000 55.486116279069776
0100 55.660534883720935
0010 55.83495348837209
0001 56.00937209302326
1000 56.18379069767442
0010 56.358209302325584
0100 56.53262790697674
0001 56.79425581395349
1000 57.05588372093023
0010 57.2303023255814
0100 57.404720930232564
0001 57.57913953488372
1000 57.75355813953489
0100 57.92797674418605
0010 58.189604651162796
0100 58.45123255813954
1000 58.6256511627907
0001 58.887279069767445
1000 59.14890697674419
