TITLE Magnet
BPM   108.0
NOTES
1000 1.3066666666666666
0100 1.4455555555555555
0010 1.5844444444444448
0001 1.7233333333333336
1000 2.14
0100 2.278888888888889
0010 2.417777777777778
0001 2.556666666666667
1000 3.5288888888888894
0100 3.667777777777778
0010 3.806666666666667
0001 3.9455555555555555
1000 4.362222222222222
0100 4.501111111111111
0010 4.64
0001 4.778888888888889
1000 5.751111111111111
0100 5.89
0010 6.028888888888889
0001 6.167777777777778
1000 6.584444444444444
0100 6.723333333333334
0010 6.862222222222222
0001 7.001111111111111
2002 7.973333333333334
3003 8.251111111111111
0220 8.39
0330 8.52888888888889
2200 8.66777777777778
3300 8.806666666666668
0022 8.945555555555556
0033 9.084444444444445
0100 9.223333333333334
0010 9.362222222222224
0100 9.64
0010 9.77888888888889
1000 10.056666666666668
0110 10.195555555555556
0010 10.334444444444445
0100 10.473333333333334
1000 10.751111111111111
0100 10.89925925925926
1100 11.195555555555556
0110 11.491851851851852
0011 11.78814814814815
0010 11.936296296296296
1000 12.084444444444445
0100 12.232592592592592
0010 12.677037037037037
0101 12.973333333333334
0100 13.121481481481483
1100 13.565925925925928
0110 13.862222222222224
1000 14.15851851851852
0010 14.306666666666668
1000 14.454814814814817
0001 14.89925925925926
0011 15.195555555555558
0001 15.343703703703707
0011 15.78814814814815
1010 16.084444444444447
0100 16.380740740740745
0001 16.52888888888889
1010 16.825185185185187
0100 17.121481481481485
0210 17.41777777777778
0300 17.695555555555558
0010 17.834444444444447
0100 17.973333333333336
0001 18.112222222222222
0100 18.39
0100 18.66777777777778
0010 18.80666666666667
1000 19.223333333333336
0100 19.362222222222222
0010 19.50111111111111
0100 19.64
0010 19.77888888888889
0001 19.91777777777778
0100 20.05666666666667
0001 20.473333333333333
1000 20.54277777777778
0001 20.612222222222222
1000 20.68166666666667
0010 21.02888888888889
0100 21.16777777777778
0010 21.30666666666667
0100 21.445555555555558
0001 21.584444444444443
0010 21.723333333333333
0100 21.862222222222222
1000 22.00111111111111
0001 22.14
0100 22.27888888888889
0010 22.41777777777778
1000 22.556666666666665
0100 22.62611111111111
0010 22.695555555555554
0001 22.765
1000 22.834444444444443
0010 22.973333333333333
0100 23.112222222222222
0010 23.25111111111111
1000 23.39
0010 23.52888888888889
1000 23.806666666666665
0100 23.87611111111111
0010 23.945555555555554
0001 24.015
0100 24.084444444444447
0011 24.640000000000004
0001 24.91777777777778
0010 25.05666666666667
0100 25.195555555555558
1000 25.473333333333336
0100 25.612222222222226
1000 25.751111111111115
0001 26.028888888888893
0010 26.16777777777778
0100 26.445555555555558
0010 26.723333333333336
0100 26.862222222222226
1010 27.27888888888889
0110 27.695555555555558
1000 27.973333333333336
0010 28.112222222222226
1000 28.251111111111115
0200 28.39
0010 28.66777777777778
0302 28.945555555555558
1000 29.223333333333333
0103 29.50111111111111
0100 29.64
0010 29.91777777777778
0001 30.195555555555558
0010 30.334444444444447
0100 30.473333333333336
0020 30.612222222222222
0100 30.890000000000004
2030 31.167777777777783
0001 31.445555555555558
3100 31.584444444444447
0010 31.86222222222223
0100 32.14
0001 32.41777777777778
1000 32.55666666666667
0010 32.69555555555556
0200 32.83444444444445
0010 33.11222222222222
0320 33.39
1000 33.66777777777778
0130 33.94555555555556
0010 34.08444444444445
0100 34.36222222222222
0001 34.64
0010 34.91777777777778
0100 35.05666666666667
1000 35.33444444444444
0001 35.61222222222222
0120 35.89
0031 36.16777777777778
0100 36.30666666666667
0010 36.58444444444444
1000 36.86222222222222
0001 37.001111111111115
0010 37.14
0200 37.27888888888889
1000 37.556666666666665
0320 37.83444444444444
0100 38.11222222222222
1030 38.39
0001 38.52888888888889
0100 38.806666666666665
0001 39.08444444444444
0100 39.223333333333336
0001 39.36222222222222
0020 39.501111111111115
0100 39.778888888888886
2030 40.056666666666665
0001 40.33444444444444
3010 40.473333333333336
0100 40.751111111111115
1000 41.028888888888886
0100 41.306666666666665
0010 41.44555555555556
0001 41.58444444444444
0200 41.723333333333336
0001 42.00111111111111
0320 42.278888888888886
0100 42.556666666666665
1030 42.83444444444444
0001 42.973333333333336
0100 43.25111111111111
0020 43.528888888888886
0030 43.94555555555556
0220 44.08444444444444
0300 44.50111111111111
1030 44.64
0001 44.91777777777778
0100 45.056666666666665
0010 45.47333333333333
0101 45.75111111111111
1000 46.30666666666667
0001 46.58444444444445
0010 46.723333333333336
0110 47.001111111111115
1000 47.417777777777786
0010 47.69555555555556
0100 47.973333333333336
0001 48.251111111111115
0010 48.39000000000001
0100 48.66777777777778
1000 48.94555555555556
0100 49.08444444444445
0010 49.223333333333336
0100 49.36222222222223
1000 49.501111111111115
0001 49.91777777777778
1000 50.05666666666667
0020 50.19555555555556
0030 50.751111111111115
1000 51.02888888888889
0200 51.30666666666667
0001 51.723333333333336
0310 52.14
0001 52.41777777777778
0100 52.69555555555556
0001 52.83444444444445
0010 52.973333333333336
0100 53.11222222222222
1000 53.251111111111115
0100 53.39
1000 53.52888888888889
0100 53.66777777777778
1000 53.80666666666667
0100 53.94555555555556
0010 54.08444444444445
0001 54.36222222222222
0110 54.64
0010 55.19555555555556
1000 55.473333333333336
0100 55.61222222222222
1100 55.89
1000 56.30666666666667
0010 56.58444444444444
0100 56.86222222222222
0010 57.14
0100 57.27888888888889
0001 57.556666666666665
0001 57.83444444444444
0100 58.11222222222222
0010 58.251111111111115
1000 58.52888888888889
0001 58.806666666666665
0001 59.08444444444444
1000 59.36222222222222
0010 59.501111111111115
0010 59.778888888888886
0010 60.056666666666665
0100 60.473333333333336
0010 60.751111111111115
0002 61.028888888888886
2000 61.306666666666665
3003 61.86222222222223
0010 62.14000000000001
1000 62.27888888888889
1010 62.417777777777786
0110 62.695555555555565
0001 63.11222222222223
1000 63.251111111111115
0001 63.39000000000001
0100 63.52888888888889
0010 63.80666666666667
0100 63.94555555555556
0010 64.22333333333333
0110 64.50111111111111
0101 64.77888888888889
0010 65.05666666666667
0100 65.19555555555556
0001 65.33444444444444
0010 65.61222222222221
0100 65.89
0010 66.16777777777777
0001 66.45481481481482
1010 66.89925925925927
0100 67.19555555555556
0010 67.34370370370371
1000 67.49185185185186
0001 67.78814814814815
1000 68.08444444444444
0010 68.38074074074075
0200 68.80666666666666
0301 69.36222222222221
1000 69.64
0010 69.91777777777777
0101 70.19555555555556
0100 71.02888888888889
0010 71.16777777777779
0001 71.30666666666667
1000 71.44555555555556
0010 71.58444444444444
1000 71.72333333333334
0010 71.86222222222223
1000 72.00111111111111
0010 72.14
0011 72.41777777777779
1000 72.69555555555556
0001 72.83444444444444
0100 73.1214814814815
0010 73.41777777777779
0010 73.86222222222223
0100 74.01037037037038
0001 74.15851851851853
0010 74.45481481481482
0001 74.75111111111111
1000 75.04740740740742
0100 75.34370370370371
0010 75.64
0001 76.08444444444444
1000 76.2325925925926
0001 76.38074074074075
0010 76.67703703703704
0100 76.97333333333333
0010 77.26962962962963
2100 77.69555555555556
3010 78.25111111111111
1000 78.5288888888889
0010 78.80666666666667
0110 79.08444444444446
1000 79.91777777777777
0010 80.05666666666667
0100 80.19555555555556
0001 80.33444444444444
0010 80.47333333333333
0001 80.75111111111111
0100 80.89
0010 81.02888888888889
1000 81.16777777777777
0100 81.30666666666667
0010 81.58444444444444
0100 81.72333333333333
1000 82.00111111111111
0010 82.2788888888889
1001 82.55666666666667
0010 82.83444444444446
0100 82.97333333333334
0010 83.11222222222223
1000 83.39
0001 83.66777777777779
0100 83.94555555555556
0010 84.22333333333333
1000 84.50111111111111
0110 84.77888888888889
1000 85.05666666666667
0010 85.19555555555556
0100 85.33444444444444
0001 85.61222222222221
0100 85.89
0010 86.16777777777777
0002 86.58444444444444
0103 87.14
0010 87.41777777777779
1000 87.69555555555556
0101 87.97333333333334
0100 88.80666666666666
0010 88.94555555555556
0100 89.08444444444444
0001 89.22333333333333
0010 89.36222222222221
0001 89.50111111111111
0010 89.64
0001 89.77888888888889
0010 89.91777777777777
0100 90.19555555555556
0001 90.47333333333333
1000 90.61222222222221
0010 90.89925925925927
0100 91.19555555555556
0110 91.49185185185186
0100 91.78814814814815
0100 91.9362962962963
0001 92.2325925925926
1000 92.52888888888889
0010 92.82518518518519
0100 93.11222222222223
0001 93.39000000000001
1010 93.66777777777779
0010 93.94555555555557
1000 94.08444444444446
0010 94.22333333333334
1000 94.50111111111111
0001 94.7788888888889
0100 95.05666666666667
0120 95.47333333333333
1030 96.02888888888889
0001 96.30666666666667
0100 96.58444444444444
1010 96.86222222222223
0110 97.41777777777779
0100 97.69555555555556
0010 97.83444444444446
1000 97.97333333333334
0010 98.11222222222223
0100 98.25111111111111
0001 98.5288888888889
0100 98.66777777777779
0010 98.80666666666667
0100 98.94555555555556
0001 99.08444444444446
1000 99.36222222222223
0100 99.64
0010 99.77888888888889
0010 100.05666666666667
0011 100.33444444444444
0010 100.61222222222223
0010 100.89
0001 101.02888888888889
0100 101.16777777777777
0001 101.58444444444444
1000 101.86222222222223
0100 102.01037037037038
0101 102.45481481481482
0100 102.75111111111111
0100 103.04740740740742
0001 103.19555555555556
0010 103.34370370370371
0100 103.78814814814815
1000 104.08444444444444
