TITLE Re-BIRTH
BPM   133.0
NOTES
1000 7.206045112781955
0001 7.431609022556391
0100 7.657172932330827
0010 7.882736842105263
1000 7.995518796992481
0100 8.108300751879698
0010 8.221082706766916
0001 8.333864661654134
0010 8.55942857142857
0100 8.784992481203007
1000 9.010556390977442
0010 9.236120300751878
0100 9.461684210526315
0010 9.68724812030075
1000 9.800030075187967
0001 9.912812030075186
0010 10.025593984962404
0100 10.138375939849622
0010 10.363939849624058
0001 10.476721804511277
0100 10.589503759398495
0010 10.702285714285713
1000 10.815067669172931
0100 11.040631578947368
0010 11.266195488721804
0100 11.491759398496239
1000 11.604541353383457
0001 11.717323308270675
0010 11.830105263157893
0100 11.942887218045112
0010 12.168451127819548
0001 12.394015037593984
0100 12.61957894736842
0010 12.732360902255639
1000 12.845142857142857
0001 13.070706766917294
1000 13.296270676691728
1020 13.521834586466165
0130 13.86018045112782
0001 13.972962406015037
1000 14.198526315789474
1100 14.424090225563909
0100 14.649654135338345
0001 14.875218045112781
0100 15.100781954887216
0010 15.213563909774434
0001 15.326345864661652
0100 15.43912781954887
0010 15.551909774436089
1000 15.777473684210525
0001 16.00303759398496
0010 16.228601503759396
1000 16.454165413533833
0010 16.67972932330827
0001 16.905293233082705
0100 17.018075187969924
0010 17.130857142857142
1000 17.24363909774436
0001 17.356421052631575
0100 17.58198496240601
0010 17.69476691729323
0100 17.807548872180448
0001 17.920330827067666
1000 18.033112781954884
0100 18.25867669172932
0001 18.484240601503757
0100 18.709804511278193
1000 18.82258646616541
0010 18.93536842105263
0100 19.048150375939848
0001 19.160932330827066
1000 19.3864962406015
0010 19.612060150375935
0100 19.837624060150375
0001 19.950406015037593
0010 20.06318796992481
0100 20.288751879699248
1000 20.401533834586466
1000 20.627097744360903
0001 20.73987969924812
0100 20.85266165413534
0010 20.965443609022557
1000 21.078225563909776
0010 21.19100751879699
0100 21.30378947368421
0001 21.416571428571427
1000 21.529353383458645
0100 21.642135338345863
0010 21.8676992481203
1000 22.093263157894736
0010 22.318827067669172
0001 22.43160902255639
0100 22.54439097744361
0010 22.657172932330827
1000 22.76995488721804
0001 22.995518796992478
0100 23.221082706766914
0001 23.56694736842105
0010 23.807548872180448
1000 24.048150375939848
0100 24.168451127819544
0010 24.288751879699245
0001 24.409052631578945
1000 24.529353383458645
0010 24.76995488721804
0100 24.89025563909774
0001 25.01055639097744
0010 25.13085714285714
0010 25.371458646616542
1000 25.61206015037594
0010 25.85266165413534
0001 25.972962406015036
1000 26.093263157894736
0010 26.213563909774436
0100 26.333864661654136
0001 26.574466165413533
1000 26.815067669172933
0001 27.05566917293233
0100 27.17596992481203
0010 27.296270676691726
1000 27.536872180451127
0100 27.657172932330827
0100 27.897774436090224
1000 28.018075187969924
0010 28.138375939849624
0100 28.25867669172932
0001 28.37897744360902
0100 28.49927819548872
1000 28.61957894736842
0001 28.73987969924812
1000 28.860180451127817
0010 29.085744360902254
0100 29.31130827067669
0001 29.536872180451127
0010 29.649654135338345
0100 29.762436090225563
1000 29.87521804511278
0001 29.988
0100 30.213563909774432
1000 30.43912781954887
0100 30.664691729323305
0001 30.89025563909774
0010 31.115819548872178
0100 31.341383458646614
0010 31.454165413533833
0001 31.56694736842105
1000 31.67972932330827
0010 31.792511278195484
0100 32.01807518796992
0001 32.13085714285714
0100 32.24363909774436
0010 32.356421052631575
1000 32.46920300751879
0100 32.69476691729323
0010 32.920330827067666
0100 33.1458947368421
1000 33.25867669172932
0001 33.37145864661654
0100 33.48424060150376
0010 33.597022556390975
0100 33.82258646616541
1000 34.04815037593985
0100 34.273714285714284
0001 34.3864962406015
1000 34.49927819548872
0100 34.61206015037594
0010 34.72484210526316
0001 34.837624060150375
0001 35.06318796992481
1000 35.17596992481203
0010 35.28875187969925
1000 35.401533834586466
0001 35.514315789473685
0010 35.6270977443609
0100 35.73987969924812
1000 35.85266165413534
0001 35.96544360902256
0100 36.07822556390977
0010 36.303789473684205
0100 36.52935338345864
0001 36.75491729323308
1000 36.867699248120296
0001 36.980481203007514
1000 37.09326315789473
0100 37.20604511278195
0010 37.43160902255639
1000 37.65717293233082
0010 37.88273684210526
0100 38.108300751879696
1000 38.33386466165413
0010 38.55942857142857
0100 38.67221052631579
0001 38.784992481203005
0010 38.897774436090224
0100 39.01055639097744
0010 39.23612030075188
0001 39.348902255639096
0100 39.461684210526315
0010 39.57446616541353
1000 39.68724812030075
0100 39.91281203007519
1000 40.138375939849624
0001 40.36393984962406
0100 40.47672180451128
0010 40.5895037593985
1000 40.702285714285715
0001 40.81506766917293
0010 41.04063157894737
1000 41.266195488721806
0010 41.491759398496235
0100 41.60454135338345
1000 41.71732330827067
0001 41.94288721804511
0100 42.055669172932326
0100 42.28123308270676
0010 42.39401503759398
