TITLE SPICE!
BPM   115.0
NOTES
0010 2.0052173913043476
0001 2.396521739130435
0010 2.5269565217391303
0010 2.7878260869565215
0100 2.9182608695652172
1000 3.309565217391304
1010 3.5704347826086953
0001 3.831304347826087
1000 4.092173913043478
0010 4.483478260869566
0010 4.613913043478261
1000 4.874782608695653
1000 5.005217391304348
0001 5.26608695652174
0001 5.396521739130435
0110 5.6573913043478266
0001 5.918260869565217
1000 6.179130434782609
0001 6.570434782608696
0010 6.700869565217391
0100 6.961739130434783
1000 7.092173913043478
0001 7.483478260869565
0011 7.7443478260869565
0001 8.005217391304347
0100 8.266086956521738
0010 8.657391304347826
0010 8.787826086956521
1001 9.048695652173912
1001 9.570434782608695
0110 9.831304347826086
1001 10.092173913043478
0110 10.353043478260869
0001 10.613913043478261
0010 10.874782608695652
0100 11.135652173913043
1000 11.266086956521738
0010 11.657391304347826
0100 11.918260869565216
0001 12.179130434782609
0010 12.44
0100 12.831304347826087
0010 13.222608695652172
0001 13.353043478260867
0001 13.61391304347826
0100 14.005217391304345
0001 14.266086956521738
1000 14.526956521739129
0010 14.78782608695652
1000 15.048695652173912
0010 15.309565217391302
0100 15.44
0001 15.831304347826086
1000 16.092173913043478
0100 16.35304347826087
0202 16.61391304347826
1010 17.135652173913044
0303 17.396521739130435
2020 17.657391304347826
0101 18.17913043478261
3030 18.44
0100 18.700869565217392
0010 18.961739130434783
1000 19.222608695652173
0001 19.483478260869564
0100 19.61391304347826
0101 19.87478260869565
0010 20.135652173913044
1000 20.26608695652174
1000 20.52695652173913
0001 20.78782608695652
1000 21.04869565217391
0200 21.179130434782607
1300 21.570434782608697
0001 21.831304347826087
0100 22.092173913043478
0100 22.353043478260872
0010 22.613913043478263
0100 22.74434782608696
0001 23.135652173913044
0100 23.396521739130435
0010 23.657391304347826
0100 23.78782608695652
0110 24.04869565217391
0001 24.309565217391306
1000 24.44
0010 24.700869565217392
1000 24.961739130434783
0100 25.222608695652173
0010 25.483478260869564
0001 25.744347826086955
0100 25.87478260869565
0010 26.005217391304345
0100 26.13565217391304
0001 26.266086956521736
0001 26.52695652173913
1000 26.78782608695652
0010 26.918260869565216
0100 27.04869565217391
0010 27.309565217391302
0010 27.570434782608697
1000 27.831304347826087
0100 27.961739130434783
1100 28.222608695652173
0001 28.483478260869568
0010 28.613913043478263
0001 28.874782608695654
1000 29.135652173913044
0001 29.396521739130435
0200 29.52695652173913
0310 29.918260869565216
1000 30.179130434782607
1000 30.44
0001 30.700869565217392
0010 30.961739130434783
0100 31.092173913043478
1000 31.483478260869564
0010 31.74434782608696
0100 32.00521739130435
0001 32.135652173913044
0101 32.396521739130435
0100 32.657391304347826
0001 32.78782608695652
1000 33.04869565217391
0010 33.3095652173913
0100 33.57043478260869
0010 33.831304347826084
0010 34.092173913043474
1000 34.22260869565217
0010 34.353043478260865
1000 34.48347826086956
0010 34.613913043478256
0100 34.87478260869565
0010 35.13565217391304
1000 35.26608695652173
0001 35.396521739130435
1000 35.657391304347826
0010 35.918260869565216
0100 36.17913043478261
0010 36.44
1000 36.70086956521739
1010 36.96173913043478
0010 37.22260869565217
0100 37.48347826086956
0001 37.74434782608696
0010 38.00521739130434
0001 38.26608695652173
0100 38.52695652173912
0010 38.787826086956514
1000 39.048695652173905
0020 39.309565217391295
0230 39.831304347826084
0001 40.353043478260865
0310 40.87478260869565
1010 41.13565217391304
0100 41.39652173913043
0101 41.657391304347826
0100 42.04869565217391
1100 42.44
0010 42.96173913043478
0110 43.22260869565217
2000 43.48347826086956
3001 44.00521739130435
0020 44.26608695652173
0100 44.52695652173912
0030 44.787826086956514
1000 45.048695652173905
1001 45.309565217391295
0010 45.570434782608686
1000 45.83130434782608
0001 46.22260869565217
0100 46.613913043478256
0010 47.13565217391304
1000 47.39652173913043
0001 47.65739130434782
0010 47.787826086956514
0100 48.17913043478261
1000 48.44
0001 48.70086956521739
0100 48.831304347826084
0010 48.96173913043478
1000 49.22260869565217
0002 49.48347826086956
0200 49.74434782608695
1010 50.00521739130434
0303 50.26608695652174
1110 50.52695652173912
1011 51.048695652173905
0001 51.309565217391295
1001 51.570434782608686
0010 51.83130434782608
1100 52.09217391304347
0010 52.353043478260865
0100 52.613913043478256
0001 52.87478260869565
0100 53.00521739130434
0010 53.13565217391304
1000 53.39652173913043
0010 53.65739130434782
0100 53.91826086956521
0001 54.17913043478261
1000 54.44
0001 54.70086956521739
0010 54.96173913043478
0001 55.092173913043474
1000 55.353043478260865
0100 55.48347826086956
0010 55.74434782608695
0001 56.00521739130434
1000 56.26608695652173
0100 56.52695652173913
1000 56.78782608695652
0010 57.04869565217391
1000 57.17913043478261
0100 57.3095652173913
0010 57.57043478260869
0100 57.831304347826084
1000 58.092173913043474
0010 58.35304347826087
0100 58.61391304347826
0001 58.87478260869565
0010 59.13565217391304
0100 59.26608695652173
0010 59.52695652173912
0001 59.65739130434782
0100 59.91826086956521
0010 60.1791304347826
1000 60.44
0010 60.70086956521739
0100 60.96173913043478
0001 61.22260869565217
0010 61.353043478260865
0001 61.48347826086956
0100 61.74434782608695
0010 62.00521739130434
1000 62.26608695652173
0100 62.52695652173912
0010 62.78782608695652
0100 63.04869565217391
1000 63.3095652173913
0001 63.57043478260869
0100 63.831304347826084
0010 64.09217391304348
0100 64.35304347826087
0001 64.61391304347826
1100 65.13565217391304
1000 65.39652173913043
0100 65.52695652173914
1000 65.65739130434783
0001 65.91826086956522
1000 66.1791304347826
0020 66.44
1100 66.70086956521739
1000 66.96173913043478
0101 67.22260869565217
2030 67.48347826086956
0101 67.74434782608695
0001 68.00521739130434
3110 68.26608695652173
1000 68.78782608695651
0100 69.0486956521739
1000 69.3095652173913
0100 69.57043478260869
1000 69.70086956521739
0010 69.83130434782608
0100 70.09217391304347
0010 70.35304347826086
1000 70.61391304347825
0010 70.87478260869564
0101 71.26608695652173
0100 71.65739130434783
0010 71.78782608695653
0100 71.91826086956522
0001 72.04869565217392
0100 72.1791304347826
1010 72.44
1000 72.70086956521739
0010 72.83130434782609
0100 72.96173913043478
0001 73.22260869565217
0010 73.48347826086956
0100 73.74434782608695
1000 74.00521739130434
0010 74.26608695652173
0100 74.52695652173912
0010 74.78782608695651
1000 75.0486956521739
1010 75.44
0010 75.83130434782608
0100 75.96173913043478
0001 76.09217391304347
0100 76.22260869565217
0010 76.35304347826086
0101 76.61391304347825
0001 76.87478260869564
1000 77.00521739130434
0001 77.13565217391303
0100 77.39652173913042
0001 77.65739130434783
0010 77.91826086956522
0100 78.1791304347826
1000 78.44
0001 78.70086956521739
1000 78.96173913043478
0010 79.22260869565217
0110 79.61391304347826
1000 80.00521739130434
0010 80.13565217391304
0100 80.26608695652173
0010 80.39652173913043
1000 80.52695652173912
0011 80.78782608695651
1000 81.0486956521739
0001 81.1791304347826
0100 81.3095652173913
0010 81.57043478260869
0100 81.83130434782608
0010 82.09217391304347
1000 82.22260869565217
0100 82.61391304347825
0100 82.87478260869564
1000 83.13565217391303
0002 83.39652173913042
0100 83.52695652173912
0100 83.78782608695651
0003 83.91826086956522
0020 84.1791304347826
1000 84.30956521739131
1030 84.5704347826087
0010 84.70086956521739
0100 84.96173913043478
0001 85.22260869565217
0010 85.48347826086956
0001 85.74434782608695
1000 86.00521739130434
0001 86.26608695652173
0100 86.39652173913043
0010 86.78782608695651
0010 87.0486956521739
1000 87.3095652173913
0200 87.57043478260869
1000 87.70086956521739
1000 87.96173913043478
0300 88.09217391304347
0020 88.35304347826086
0100 88.48347826086956
0130 88.74434782608695
0010 88.87478260869564
1000 89.13565217391303
0001 89.39652173913042
0010 89.65739130434781
0100 89.78782608695651
1000 90.45739130434782
0010 90.59652173913044
0100 91.01391304347825
0010 91.29217391304347
1000 91.5704347826087
1100 92.26608695652173
1111 93.3095652173913
