TITLE hosi@w@
BPM   190.0
NOTES
0001 5.358631578947368
1000 5.43757894736842
0001 5.5165263157894735
0100 5.595473684210526
0010 5.674421052631579
1000 5.753368421052631
0001 5.832315789473684
1000 5.911263157894736
0100 5.990210526315789
0010 6.069157894736842
0001 6.148105263157895
1000 6.227052631578947
0010 6.306
0100 6.384947368421052
0001 6.4638947368421045
1000 6.542842105263158
0010 6.621789473684211
1000 6.700736842105263
0001 6.779684210526316
1000 6.858631578947368
0100 6.937578947368421
0010 7.0165263157894735
0001 7.095473684210527
1000 7.174421052631579
0010 7.253368421052632
0100 7.332315789473684
0001 7.411263157894737
1000 7.490210526315789
0001 7.5691578947368425
0010 7.648105263157895
0100 7.727052631578947
1000 7.806
0001 7.884947368421052
1000 7.9638947368421045
0010 8.042842105263157
0100 8.12178947368421
0001 8.200736842105263
1000 8.279684210526314
0001 8.358631578947367
0010 8.43757894736842
0100 8.516526315789472
1000 8.595473684210525
0100 8.674421052631578
0010 8.753368421052631
0001 8.832315789473682
0010 8.911263157894735
0100 8.990210526315789
1000 9.069157894736842
0001 9.148105263157893
0100 9.227052631578946
0001 9.305999999999997
1000 9.38494736842105
0001 9.463894736842104
0100 9.542842105263157
0001 9.621789473684208
1000 9.700736842105261
0001 9.779684210526314
0010 9.858631578947367
0100 9.937578947368419
0010 10.016526315789472
0001 10.095473684210525
0010 10.174421052631578
0100 10.25336842105263
0010 10.332315789473682
0001 10.411263157894735
1000 10.490210526315789
0010 10.56915789473684
1000 10.648105263157893
0001 10.727052631578946
0100 10.806
0010 10.88494736842105
1000 10.963894736842104
0001 11.042842105263157
0010 11.12178947368421
0100 11.200736842105261
0010 11.279684210526314
0001 11.358631578947367
1000 11.43757894736842
0010 11.516526315789472
0100 11.595473684210525
0001 11.674421052631578
1000 11.753368421052631
0001 11.832315789473682
0010 11.911263157894735
0100 11.990210526315789
0010 12.069157894736842
0001 12.148105263157893
1000 12.227052631578946
0010 12.306
0100 12.384947368421052
0001 12.463894736842104
1000 12.542842105263157
0001 12.62178947368421
0010 12.700736842105263
0100 12.779684210526314
1000 12.858631578947367
0100 12.93757894736842
1000 13.016526315789474
0001 13.095473684210525
0100 13.174421052631578
0010 13.253368421052631
1000 13.332315789473684
0001 13.411263157894735
1000 13.490210526315789
0100 13.569157894736842
0010 13.648105263157895
0001 13.727052631578946
1000 13.806
0001 13.884947368421052
0100 13.963894736842105
0010 14.042842105263157
1000 14.12178947368421
0001 14.200736842105261
0010 14.279684210526314
0001 14.358631578947366
1000 14.437578947368419
0001 14.516526315789472
0010 14.595473684210525
0001 14.674421052631576
1000 14.75336842105263
0001 14.832315789473682
0100 14.911263157894735
0010 14.990210526315787
0100 15.06915789473684
0001 15.148105263157893
0100 15.227052631578944
0010 15.305999999999997
0100 15.38494736842105
0001 15.463894736842104
1000 15.542842105263157
0100 15.621789473684208
0010 15.700736842105261
0001 15.779684210526314
1000 15.858631578947367
0001 15.937578947368419
0100 16.016526315789474
0010 16.095473684210525
1000 16.17442105263158
0001 16.25336842105263
1000 16.332315789473686
0100 16.411263157894737
0010 16.49021052631579
0100 16.569157894736843
1000 16.648105263157895
0001 16.727052631578946
0100 16.805999999999997
0010 16.884947368421052
0100 16.963894736842104
0001 17.042842105263155
1000 17.12178947368421
0100 17.20073684210526
1000 17.279684210526316
0001 17.358631578947367
0100 17.43757894736842
0010 17.516526315789474
1000 17.595473684210525
0001 17.674421052631576
0010 17.75336842105263
0100 17.832315789473682
1000 17.911263157894734
0001 17.99021052631579
0100 18.06915789473684
0010 18.148105263157895
1000 18.227052631578946
0010 18.305999999999997
0100 18.384947368421052
0010 18.463894736842104
1000 18.54284210526316
0001 18.62178947368421
0010 18.70073684210526
0100 18.779684210526316
1000 18.858631578947367
0001 18.93757894736842
1000 19.016526315789474
0010 19.095473684210525
0100 19.174421052631576
0001 19.25336842105263
1000 19.332315789473682
0001 19.411263157894737
0100 19.49021052631579
0001 19.56915789473684
1000 19.648105263157895
0001 19.727052631578946
0100 19.806
0001 19.884947368421052
1000 19.963894736842104
0100 20.04284210526316
1000 20.12178947368421
0001 20.20073684210526
1000 20.279684210526316
0100 20.358631578947367
1000 20.43757894736842
0001 20.516526315789474
0100 20.595473684210525
0010 20.67442105263158
0100 20.75336842105263
0001 20.832315789473682
1000 20.911263157894737
0100 20.99021052631579
0010 21.069157894736843
0001 21.148105263157895
0010 21.227052631578946
0001 21.306
1000 21.384947368421052
0010 21.463894736842104
0100 21.54284210526316
0001 21.62178947368421
1000 21.70073684210526
0001 21.779684210526316
0010 21.858631578947367
0100 21.937578947368422
0010 22.016526315789474
0001 22.095473684210525
1000 22.17442105263158
0001 22.25336842105263
0100 22.332315789473686
0010 22.411263157894737
1000 22.49021052631579
0001 22.569157894736843
1000 22.648105263157895
0100 22.727052631578946
0010 22.806
0001 22.884947368421052
1000 22.963894736842104
0001 23.04284210526316
0100 23.12178947368421
0010 23.200736842105265
1000 23.279684210526316
0001 23.358631578947367
0010 23.437578947368422
0100 23.516526315789474
1000 23.59547368421053
0100 23.67442105263158
1000 23.75336842105263
0001 23.832315789473686
0100 23.911263157894737
0010 23.99021052631579
1000 24.069157894736843
0010 24.148105263157895
0100 24.227052631578946
0001 24.306
1000 24.384947368421052
0001 24.463894736842107
0010 24.54284210526316
0001 24.62178947368421
1000 24.700736842105265
0001 24.779684210526316
0010 24.85863157894737
0001 24.937578947368422
1000 25.016526315789474
0010 25.09547368421053
1000 25.17442105263158
0001 25.25336842105263
1000 25.332315789473686
0010 25.411263157894737
1000 25.49021052631579
0001 25.569157894736843
0010 25.648105263157895
0100 25.72705263157895
1000 25.806
0100 25.884947368421052
0010 25.963894736842107
0100 26.04284210526316
1000 26.121789473684213
