TITLE Altair
BPM   175.0
NOTES
0001 11.647428571428572
1000 11.818857142857143
0010 11.990285714285715
0100 12.161714285714286
0001 12.333142857142857
1000 12.50457142857143
0100 12.676
0010 12.847428571428571
0001 13.018857142857144
0010 13.190285714285714
0001 13.361714285714287
1000 13.533142857142858
0010 13.704571428571429
0100 13.876000000000001
0010 14.047428571428572
1000 14.218857142857143
0001 14.390285714285715
0010 14.561714285714286
0100 14.733142857142859
0010 14.90457142857143
0001 15.076
1000 15.247428571428573
0010 15.418857142857144
1000 15.590285714285715
0010 15.761714285714286
0100 15.933142857142856
0001 16.10457142857143
1000 16.276
0100 16.44742857142857
0010 16.61885714285714
0001 16.790285714285712
1000 16.961714285714283
0010 17.133142857142854
0100 17.304571428571425
0001 17.475999999999996
0010 17.647428571428566
0100 17.81885714285714
1000 17.99028571428571
0001 18.161714285714282
1000 18.333142857142853
0001 18.504571428571428
0100 18.676
0010 18.84742857142857
0100 19.01885714285714
0001 19.190285714285714
1000 19.361714285714285
0100 19.533142857142856
0010 19.704571428571427
0001 19.875999999999998
1000 19.961714285714283
0010 20.04742857142857
0100 20.133142857142854
0001 20.21885714285714
1000 20.304571428571425
0100 20.390285714285714
1000 20.476
0001 20.561714285714285
0100 20.64742857142857
0001 20.733142857142855
1000 20.81885714285714
0100 20.904571428571426
0010 20.99028571428571
0001 21.075999999999997
1000 21.161714285714282
0001 22.276
0010 22.44742857142857
0100 22.961714285714283
2000 23.133142857142854
3002 23.476
0203 23.81885714285714
0310 24.161714285714282
1000 24.333142857142853
0001 24.504571428571428
1000 25.01885714285714
0200 25.19028571428571
0300 25.533142857142856
0010 25.704571428571427
0002 25.876
1003 26.218857142857143
0010 26.390285714285714
2000 26.561714285714285
3000 26.904571428571426
0001 27.418857142857142
0010 27.590285714285713
0100 27.761714285714284
1000 27.933142857142855
0002 28.10457142857143
0103 28.44742857142857
0020 28.61885714285714
0030 28.961714285714287
1000 29.133142857142857
0200 29.30457142857143
0320 29.64742857142857
0230 29.990285714285715
0300 30.333142857142857
1000 30.676
0002 30.84742857142857
0003 31.19028571428571
0100 31.36171428571428
0020 31.533142857142856
0030 31.875999999999998
1000 32.04742857142857
0002 32.218857142857146
0103 32.56171428571429
0020 32.73314285714286
2030 33.076
3000 33.41885714285715
1001 33.59028571428571
0101 33.933142857142855
1010 34.275999999999996
1100 34.61885714285714
0011 34.96171428571429
1001 35.30457142857143
0110 35.64742857142857
1001 35.99028571428572
0011 36.33314285714286
1010 36.676
0101 37.018857142857144
1100 37.361714285714285
1001 37.704571428571434
0110 38.047428571428576
1001 38.39028571428572
1100 38.733142857142866
0101 39.076
0011 39.41885714285714
1010 39.761714285714284
1001 40.10457142857143
0110 40.447428571428574
1001 40.790285714285716
1100 41.13314285714286
0110 41.476
0011 41.81885714285715
1001 42.16171428571429
0101 42.50457142857143
1001 42.676
2200 43.01885714285715
0300 43.533142857142856
0020 43.70457142857143
3030 44.39028571428572
1001 44.56171428571429
0001 44.73314285714286
0100 44.90457142857143
0010 45.076
1000 45.24742857142857
0100 45.41885714285714
0010 45.76171428571429
0001 45.93314285714286
1000 46.10457142857143
0010 46.276
0100 46.447428571428574
0001 46.618857142857145
0010 46.790285714285716
0001 47.30457142857143
1000 47.476
0010 47.64742857142857
1000 47.81885714285714
0001 47.99028571428571
0010 48.16171428571428
0100 48.50457142857143
1000 48.676
0100 48.84742857142857
0010 49.018857142857144
0001 49.190285714285714
1000 49.361714285714285
0001 49.447428571428574
0100 49.533142857142856
0010 49.618857142857145
1000 49.70457142857143
0001 49.790285714285716
0100 49.876000000000005
0010 49.96171428571429
1000 50.047428571428576
0001 50.39028571428572
1001 50.73314285714286
1000 51.07600000000001
0100 51.24742857142858
0010 51.41885714285714
0100 51.761714285714284
0010 51.933142857142855
0011 52.104571428571425
0001 52.447428571428574
1001 52.790285714285716
1010 53.30457142857143
0101 53.64742857142857
2001 53.81885714285714
3002 54.84742857142857
0013 55.19028571428572
0200 55.53314285714286
2300 56.047428571428576
3002 56.39028571428572
0203 56.733142857142866
0310 57.41885714285714
2000 57.59028571428571
3001 57.933142857142855
0200 58.10457142857143
0301 58.447428571428574
0010 58.618857142857145
0002 58.790285714285716
0013 59.13314285714286
0100 59.304571428571435
1000 59.476000000000006
0001 59.81885714285715
1000 60.16171428571429
0010 60.33314285714286
0200 60.50457142857143
0302 60.84742857142858
0013 61.533142857142856
0100 61.70457142857143
0020 61.876
0032 62.218857142857146
1003 62.90457142857143
0020 63.076
0130 63.41885714285715
0002 63.59028571428572
2003 64.10457142857143
3010 64.44742857142857
1000 64.61885714285714
0100 64.79028571428572
0020 64.9617142857143
0031 65.30457142857144
2000 65.64742857142858
3010 65.99028571428572
2000 66.33314285714286
3000 66.676
0200 67.01885714285714
0320 67.36171428571429
0032 67.70457142857143
1003 68.39028571428572
0020 68.56171428571429
0130 68.90457142857143
0002 69.07600000000001
0023 69.41885714285715
0230 69.76171428571429
1300 70.10457142857143
0001 70.276
2000 70.44742857142857
3020 70.79028571428573
0130 71.13314285714287
0001 71.30457142857144
1000 71.47600000000001
0100 71.64742857142858
0020 71.81885714285715
0032 72.50457142857144
2003 72.84742857142858
3002 73.19028571428572
0003 73.53314285714286
1000 73.876
0200 74.04742857142857
0310 74.39028571428571
0002 74.56171428571429
1003 74.90457142857144
0001 75.07600000000001
0200 75.24742857142859
0310 75.59028571428573
1000 75.76171428571429
0002 75.93314285714287
1003 76.27600000000001
0001 76.9617142857143
0010 77.13314285714286
0100 77.30457142857144
1000 77.476
0001 77.64742857142858
0100 77.81885714285714
0010 77.90457142857143
0010 78.16171428571428
0010 78.41885714285714
0010 78.676
1000 78.84742857142858
0001 79.01885714285716
0010 79.19028571428572
0100 79.27600000000001
0100 79.53314285714286
0100 79.79028571428572
0100 80.04742857142858
1000 80.21885714285715
0001 80.39028571428572
0100 80.56171428571429
0001 80.64742857142858
0001 80.90457142857143
0001 81.16171428571428
0001 81.41885714285715
1000 81.59028571428571
0001 81.76171428571429
0100 81.93314285714285
0010 82.01885714285714
0010 82.276
0010 82.53314285714285
0010 82.79028571428572
1000 82.9617142857143
0010 83.13314285714287
0100 83.30457142857144
0001 83.39028571428572
1000 83.56171428571429
0001 83.64742857142858
0010 83.81885714285715
0001 83.90457142857143
0010 84.07600000000001
0100 84.1617142857143
1000 84.33314285714286
0001 84.50457142857144
0100 84.676
0010 84.76171428571429
1000 84.93314285714285
0001 85.01885714285714
0010 85.19028571428572
0100 85.276
0010 85.44742857142857
0001 85.53314285714286
1000 85.70457142857143
0010 85.876
0100 86.04742857142857
0001 86.13314285714286
1000 86.30457142857142
0100 86.39028571428571
0010 86.56171428571429
0001 86.64742857142856
1000 86.81885714285714
0001 86.90457142857143
1000 87.07600000000001
0100 87.24742857142859
0010 87.41885714285715
0001 87.50457142857144
1000 87.676
0001 87.76171428571429
0100 87.93314285714287
0010 88.01885714285714
1000 88.19028571428572
0001 88.27600000000001
1001 88.44742857142857
1000 88.61885714285715
0001 88.79028571428572
0100 88.876
0010 89.04742857142857
1000 89.13314285714286
0001 89.30457142857144
0010 89.39028571428571
0100 89.56171428571429
0010 89.64742857142858
0001 89.81885714285714
1000 89.99028571428572
0010 90.16171428571428
0100 90.24742857142857
0001 90.41885714285714
1000 90.50457142857142
0100 90.676
0010 90.76171428571428
0100 90.93314285714285
1000 91.01885714285714
0001 91.19028571428572
0100 91.3617142857143
0010 91.53314285714286
1000 91.61885714285715
0001 91.79028571428572
0100 91.876
0001 92.04742857142858
0010 92.13314285714286
0100 92.30457142857144
0010 92.39028571428572
0001 92.56171428571429
1000 92.73314285714287
0010 92.90457142857143
0100 92.99028571428572
0001 93.16171428571428
1000 93.24742857142857
0100 93.41885714285715
0010 93.50457142857142
0001 93.676
1000 93.76171428571429
0001 93.93314285714285
0100 94.10457142857143
0010 94.276
1000 94.36171428571429
0001 94.53314285714285
0010 94.61885714285714
0100 94.79028571428572
0010 94.87599999999999
0001 95.04742857142857
1000 95.13314285714286
0010 95.30457142857144
0100 95.47600000000001
0010 95.64742857142858
1000 95.73314285714287
0001 95.90457142857143
0010 95.99028571428572
0100 96.1617142857143
1000 96.24742857142857
0001 96.41885714285715
1000 96.50457142857144
0010 96.676
0100 96.76171428571429
0001 96.84742857142858
1000 96.93314285714285
0001 97.01885714285714
0010 97.10457142857143
0100 97.19028571428572
1000 97.276
0100 97.36171428571429
0010 97.44742857142857
0001 97.53314285714286
1000 97.61885714285714
0001 97.70457142857143
0100 97.79028571428572
0010 97.876
1000 97.9617142857143
0001 98.04742857142857
0010 98.13314285714286
0001 98.21885714285715
0010 98.30457142857142
0001 98.39028571428571
0010 98.476
0001 98.56171428571429
0010 98.64742857142856
0100 98.73314285714285
1000 98.81885714285714
0001 98.90457142857143
1001 99.076
1000 99.24742857142857
0010 99.33314285714286
0100 99.41885714285715
0001 99.59028571428573
1000 99.76171428571429
0100 99.84742857142858
0100 100.01885714285714
0010 100.10457142857143
0001 100.27600000000001
1000 100.36171428571429
1000 100.53314285714286
0010 100.61885714285715
0100 100.79028571428572
0001 100.9617142857143
1000 101.13314285714286
0100 101.21885714285715
0100 101.39028571428571
1000 101.476
0001 101.64742857142858
0100 101.73314285714285
0100 101.90457142857143
0010 101.99028571428572
1000 102.16171428571428
0001 102.33314285714286
1000 102.50457142857142
0001 102.59028571428571
0001 102.76171428571428
0100 102.84742857142857
0010 103.01885714285714
0100 103.10457142857142
0100 103.276
0001 103.36171428571429
1000 103.53314285714286
0001 103.70457142857144
0100 103.876
0010 103.9617142857143
0010 104.13314285714286
0100 104.21885714285715
0001 104.39028571428572
1000 104.476
1000 104.64742857142858
0100 104.73314285714287
0010 104.90457142857143
0001 105.07600000000001
1000 105.24742857142857
0010 105.33314285714286
0010 105.50457142857142
0100 105.59028571428571
0001 105.76171428571429
1000 105.84742857142857
1000 106.01885714285714
0100 106.10457142857143
0010 106.276
0100 106.44742857142857
1000 106.61885714285714
0001 106.70457142857143
0001 106.87599999999999
0100 106.96171428571428
0010 107.13314285714286
0100 107.21885714285713
0100 107.39028571428571
0001 107.476
1000 107.64742857142858
0001 107.81885714285715
0100 107.99028571428572
0010 108.07600000000001
0010 108.24742857142857
0100 108.33314285714286
0001 108.50457142857144
1000 108.59028571428571
1000 108.76171428571429
0001 108.84742857142858
0100 109.01885714285714
0010 109.19028571428572
1000 109.36171428571429
0001 109.44742857142857
0001 109.61885714285714
0010 109.70457142857143
0100 109.876
1000 109.96171428571428
1000 110.13314285714286
0010 110.21885714285715
0100 110.39028571428572
0001 110.5617142857143
1000 110.73314285714287
0001 110.81885714285715
0001 110.99028571428572
0100 111.07600000000001
0010 111.24742857142859
1000 111.33314285714286
1000 111.50457142857144
0100 111.59028571428573
0010 111.76171428571429
0001 111.93314285714287
1000 112.10457142857143
0010 112.19028571428572
0010 112.36171428571429
0100 112.44742857142857
0001 112.61885714285715
1000 112.70457142857143
1000 112.876
0010 112.9617142857143
0100 113.13314285714286
0001 113.30457142857144
1000 113.476
0001 113.56171428571429
0001 113.73314285714285
0100 113.81885714285714
0010 113.99028571428572
0100 114.076
0100 114.24742857142857
0010 114.33314285714286
1000 114.50457142857144
0001 114.67600000000002
0010 114.84742857142858
0100 114.93314285714287
0100 115.10457142857143
1000 115.19028571428572
0001 115.3617142857143
0100 115.44742857142857
0100 115.61885714285715
0010 115.70457142857144
1000 115.876
0001 116.04742857142858
0010 116.21885714285715
0100 116.39028571428572
1000 116.56171428571429
0100 116.73314285714287
1000 116.90457142857143
0010 117.07600000000001
0100 117.24742857142857
0001 117.41885714285715
1000 117.59028571428571
0100 117.76171428571429
0010 117.93314285714285
0001 118.10457142857143
1000 118.276
0001 118.44742857142857
0100 118.61885714285715
0001 118.70457142857144
1000 118.79028571428573
0100 118.876
0010 118.9617142857143
0100 119.04742857142858
1000 119.13314285714287
0001 119.21885714285715
0100 119.30457142857144
0010 119.39028571428572
1000 119.47600000000001
0010 119.56171428571429
0100 119.64742857142858
0001 119.73314285714287
1000 119.81885714285715
0100 119.90457142857144
0010 119.99028571428572
0001 120.1617142857143
0100 120.33314285714286
0010 120.41885714285715
0010 120.59028571428571
1000 120.676
0001 120.84742857142858
0010 120.93314285714285
0010 121.10457142857143
0100 121.19028571428572
1000 121.36171428571429
0001 121.53314285714286
1001 121.70457142857143
1000 121.876
0010 122.04742857142857
0100 122.21885714285715
0101 122.39028571428571
0001 122.56171428571429
0010 122.73314285714287
0100 122.90457142857144
1100 123.07600000000001
1000 123.24742857142859
0001 123.41885714285715
0100 123.59028571428573
0110 123.76171428571429
0010 123.93314285714287
1000 124.10457142857143
0001 124.27600000000001
0011 124.44742857142857
0010 124.61885714285715
0100 124.79028571428572
1000 124.9617142857143
1001 125.13314285714286
0001 125.30457142857144
0100 125.476
0010 125.64742857142858
1010 125.81885714285714
1000 125.99028571428572
0100 126.16171428571428
0010 126.33314285714286
0011 126.50457142857142
0001 126.676
1000 126.84742857142858
0010 127.01885714285716
0110 127.19028571428572
0100 127.3617142857143
0001 127.53314285714286
1000 127.70457142857144
1100 127.876
0100 128.04742857142858
0010 128.21885714285713
0100 128.3902857142857
1100 128.5617142857143
1000 128.73314285714284
0001 128.90457142857142
1000 129.076
1010 129.24742857142857
0010 129.41885714285712
0100 129.5902857142857
0001 129.76171428571428
1001 129.93314285714285
1000 130.1045714285714
0100 130.27599999999998
0010 130.44742857142856
0110 130.61885714285714
0100 130.7902857142857
1000 130.96171428571427
0001 131.13314285714284
0101 131.30457142857142
0100 131.47599999999997
0010 131.64742857142855
1000 131.81885714285713
1010 131.9902857142857
0010 132.16171428571425
0100 132.33314285714283
0001 132.5045714285714
1001 132.676
1000 132.84742857142854
0100 133.01885714285712
0010 133.1902857142857
0011 133.36171428571427
0001 133.53314285714282
1000 133.70457142857143
0001 133.876
0101 134.04742857142858
0100 134.21885714285713
0010 134.3902857142857
1000 134.5617142857143
1010 134.73314285714287
0010 134.90457142857142
0100 135.076
0001 135.24742857142857
1001 135.41885714285715
1000 135.5902857142857
0100 135.76171428571428
0010 135.93314285714285
0011 136.10457142857143
0001 136.27599999999998
0010 136.44742857142856
0100 136.61885714285714
0110 136.79028571428572
0010 136.96171428571427
0001 137.13314285714284
1000 137.30457142857142
1010 137.476
0010 137.64742857142855
0100 137.81885714285713
0001 137.9902857142857
0101 138.16171428571428
0100 138.33314285714283
0010 138.5045714285714
1000 138.676
1010 138.84742857142857
0010 139.01885714285712
0100 139.1902857142857
0001 139.36171428571427
1001 139.53314285714285
1000 139.7045714285714
0100 139.87599999999998
0010 140.04742857142855
0011 140.21885714285713
0001 140.39028571428568
1000 140.5617142857143
0010 140.64742857142858
0100 140.73314285714287
0001 140.81885714285715
1000 140.90457142857144
0100 140.9902857142857
0010 141.076
0001 141.16171428571428
0010 141.24742857142857
0100 141.33314285714286
1000 141.41885714285715
0001 141.50457142857144
0100 141.59028571428573
0001 141.67600000000002
1000 141.76171428571428
0010 141.84742857142857
0100 141.93314285714285
0001 142.61885714285714
1000 142.70457142857143
0010 142.79028571428572
0100 142.876
0001 142.9617142857143
1000 143.04742857142858
0002 143.13314285714284
0003 143.30457142857142
