TITLE Harvest
BPM   145.300003
NOTES
1000 0.8717549555728501
0100 0.9405780787217188
0010 1.147047448168325
0100 1.2846936944660625
0010 1.4223399407638
0100 1.5599861870615375
0010 1.6976324333592754
0001 1.9729249259547503
1000 2.110571172252487
0001 2.248217418550225
1000 2.385863664847962
0001 2.5235099111457
0100 2.798802403741175
0010 2.936448650038913
0100 3.07409489633665
0010 3.211741142634388
0100 3.349387388932125
0001 3.418210512080994
0001 3.7623261278253377
1000 4.175264866718551
0100 4.2440879898674195
0010 4.4505573593140255
0100 4.588203605611763
0010 4.7258498519095005
0100 4.863496098207238
0010 5.001142344504975
0001 5.27643483710045
1000 5.414081083398188
0001 5.551727329695925
1000 5.689373575993663
0001 5.8270198222914
0100 6.102312314886875
0010 6.239958561184613
0100 6.37760480748235
0010 6.515251053780088
0100 6.652897300077825
0001 6.721720423226694
0001 7.065836038971038
1010 7.47877477786425
0100 7.754067270459726
0001 7.891713516757462
0100 8.0293597630552
0001 8.167006009352939
0100 8.304652255650677
0010 8.57994474824615
1000 8.717590994543889
0010 8.855237240841626
1000 8.992883487139363
0010 9.130529733437102
0100 9.405822226032578
0001 9.543468472330314
0100 9.681114718628052
0001 9.81876096492579
0110 9.956407211223528
0101 10.36934595011674
1100 10.782284689009952
1000 11.057577181605428
0100 11.195223427903164
1000 11.332869674200902
0100 11.47051592049864
1000 11.608162166796378
0001 11.883454659391852
0010 12.02110090568959
0001 12.158747151987328
0010 12.296393398285064
1001 12.434039644582802
0100 12.709332137178277
0010 12.846978383476014
0100 12.984624629773752
0010 13.12227087607149
1010 13.259917122369227
1000 13.397563368666964
1000 13.535209614964701
0101 13.67285586126244
0001 13.810502107560177
0001 13.948148353857913
1001 14.085794600155651
0100 14.361087092751127
0010 14.498733339048863
1000 14.636379585346601
0001 14.77402583164434
0100 14.911672077942077
0010 15.186964570537551
1000 15.324610816835287
0001 15.462257063133025
0100 15.599903309430763
0001 15.668726432579634
0010 15.737549555728501
0100 16.012842048323975
1000 16.150488294621713
0001 16.28813454091945
0010 16.425780787217185
0100 16.563427033514923
1000 16.70107327981266
0100 16.8387195261104
0010 16.976365772408137
0001 17.114012018705875
0010 17.251658265003613
0100 17.32048138815248
1000 17.38930451130135
0010 17.664597003896827
0100 17.802243250194564
0001 17.939889496492302
1000 18.077535742790037
0100 18.215181989087775
1000 18.49047448168325
0001 18.62812072798099
0100 18.765766974278726
0001 18.903413220576464
1000 18.97223634372533
0001 19.041059466874202
1000 19.316351959469678
0001 19.453998205767416
0100 19.591644452065154
0010 19.729290698362888
1010 19.866936944660626
1000 20.142229437256102
0010 20.27987568355384
1000 20.417521929851578
0001 20.555168176149316
0100 20.69281442244705
0001 20.968106915042526
1000 21.105753161340264
0010 21.243399407638
0100 21.381045653935736
0001 21.518691900233474
1000 21.79398439282895
0100 21.931630639126688
0010 22.069276885424426
0100 22.206923131722164
1100 22.3445693780199
1000 22.619861870615377
0001 22.757508116913115
0100 22.895154363210853
0010 23.032800609508588
1000 23.170446855806325
0100 23.308093102104063
0100 23.4457393484018
1000 23.58338559469954
0001 23.721031840997277
0001 23.858678087295015
1000 23.99632433359275
0010 24.065147456741617
1000 24.271616826188225
0001 24.409263072485963
0100 24.5469093187837
0010 24.684555565081435
0100 24.822201811379173
0010 25.09749430397465
1000 25.235140550272387
0100 25.372786796570125
0010 25.510433042867863
0001 25.6480792891656
0100 25.78572553546334
0010 25.923371781761077
0100 26.061018028058815
0001 26.198664274356553
1000 26.336310520654287
0010 26.473956766952025
0100 26.7492492595475
0001 26.88689550584524
0010 27.024541752142976
0100 27.162187998440714
1000 27.299834244738452
1000 27.575126737333928
0010 27.712772983631666
0010 27.98806547622714
0100 28.125711722524876
0010 28.263357968822614
1000 28.401004215120352
0001 28.53865046141809
0100 28.813942954013566
0010 28.9515892003113
1000 29.089235446609038
0010 29.226881692906776
0100 29.364527939204514
0001 29.502174185502252
1000 29.639820431799986
2002 29.777466678097724
3000 30.0527591706932
2000 30.190405416990938
0003 30.465697909586414
3010 30.60334415588415
1000 30.74099040218189
0001 30.878636648479628
0100 31.016282894777365
0010 31.153929141075103
0100 31.291575387372838
0001 31.42922163367058
0010 31.566867879968314
0100 31.704514126266055
0010 31.84216037256379
0001 32.117452865159265
1000 32.255099111457
0010 32.392745357754734
0100 32.530391604052475
0001 32.66803785035021
0100 32.80568409664795
0010 32.943330342945686
2020 33.08097658924343
0030 33.3562690818389
0020 33.49391532813664
3000 33.76920782073211
0130 33.906854067029855
0001 34.04450031332759
0010 34.18214655962533
0100 34.319792805923065
1000 34.457439052220806
0001 34.59508529851854
1000 34.73273154481628
0100 34.87037779111402
0010 35.00802403741176
0001 35.14567028370949
1000 35.28331653000723
0100 35.42096277630497
1000 35.5586090226027
0010 35.69625526890044
0100 35.83390151519818
0010 35.97154776149591
1000 36.109194007793654
0001 36.24684025409139
0220 36.38448650038913
0030 36.659778992984606
0020 36.79742523928234
0300 37.072717731877816
0130 37.21036397817555
0010 37.348010224473285
1000 37.485656470771026
0100 37.62330271706876
0010 37.7609489633665
0001 37.89859520966424
0100 38.03624145596198
0010 38.17388770225971
1000 38.311533948557454
0100 38.44918019485519
1000 38.58682644115292
0001 38.724472687450664
0100 38.862118933748405
0010 38.99976518004614
0100 39.13741142634388
0001 39.275057672641616
1000 39.41270391893936
0010 39.55035016523709
0100 39.68799641153483
0001 39.82564265783257
0010 39.96328890413031
0100 40.10093515042804
1000 40.37622764302352
0001 40.51387388932125
0010 40.65152013561899
0100 40.78916638191673
0010 40.92681262821446
0001 41.33975136710768
0100 41.75269010600089
0010 41.890336352298625
0100 42.02798259859637
0001 42.1656288448941
0010 42.57856758378731
0100 42.99150632268053
1000 43.12915256897826
0010 43.266798815276005
0100 43.40444506157374
0001 43.679737554169215
1000 43.81738380046695
0001 44.092676293062425
0010 44.23032253936016
0100 44.3679687856579
0010 44.505615031955635
0100 44.64326127825338
0010 45.05620001714659
0001 45.469138756039804
0010 45.60678500233754
0100 45.74443124863528
1000 45.882077494933014
0001 46.019723741230756
0010 46.15736998752849
0100 46.29501623382623
1000 46.432662480123966
0100 46.57030872642171
1000 46.70795497271944
0010 46.845601219017176
0100 46.98324746531492
0001 47.12089371161265
0010 47.39618620420813
0001 47.53383245050586
0100 47.671478696803604
0010 47.80912494310134
1000 47.94677118939908
0001 48.35970992829229
1000 48.7726486671855
0100 49.18558740607871
1000 49.59852614497193
0001 49.73617239126966
0100 49.8738186375674
0010 50.01146488386514
0010 50.28675737646061
1000 50.424403622758355
1000 50.69969611535383
0001 50.837342361651565
0100 50.97498860794931
0010 51.11263485424704
0100 51.25028110054478
0100 51.52557359314026
0100 51.80086608573573
0100 52.0761585783312
0010 52.21380482462894
0100 52.35145107092668
0001 52.48909731722441
1000 52.626743563522155
0010 52.76438980981989
1000 52.90203605611763
0001 53.039682302415365
1000 53.177328548713106
0010 53.31497479501084
1000 53.72791353390405
0100 53.865559780201785
0010 54.00320602649953
0001 54.14085227279726
0010 54.278498519095
0100 54.41614476539274
1000 54.55379101169048
0100 54.69143725798821
0010 54.829083504285954
0100 54.96672975058369
1000 55.10437599688142
0001 55.242022243179164
0010 55.379668489476906
0100 55.51731473577464
0010 55.65496098207238
0001 55.792607228370116
0010 55.93025347466786
0100 56.06789972096559
1000 56.20554596726333
0100 56.61848470615654
1000 57.031423445049754
0001 57.16906969134749
0010 57.30671593764523
0100 57.444362183942964
1000 57.582008430240705
0100 57.71965467653844
0010 57.85730092283618
0100 57.994947169133916
1000 58.13259341543166
0001 58.27023966172939
0010 58.407885908027126
0100 58.54553215432487
1000 58.6831784006226
0010 58.820824646920336
0100 58.95847089321808
0001 59.09611713951581
1000 59.23376338581355
0010 59.37140963211129
0100 59.50905587840903
0010 59.92199461730224
1000 60.059640863599974
0010 60.197287109897715
0100 60.33493335619546
0001 60.47257960249319
1000 60.61022584879093
0001 60.74787209508867
1000 60.88551834138641
0010 61.02316458768414
0100 61.160810833981884
0010 61.29845708027962
1000 61.43610332657736
0001 61.573749572875094
0100 61.71139581917283
0010 61.84904206547057
0100 61.986688311768305
0001 62.12433455806604
1000 62.26198080436378
0010 62.399627050661515
1000 62.537273296959256
0001 62.67491954325699
0100 62.81256578955473
0001 63.22550452844794
0100 63.50079702104341
0010 63.63844326734116
1000 63.776089513638894
0001 63.91373575993663
0010 64.05138200623438
0001 64.18902825253211
1000 64.32667449882985
0010 64.46432074512758
0100 64.60196699142533
0010 64.73961323772306
1000 64.8772594840208
0001 65.01490573031853
1000 65.15255197661627
0010 65.290198222914
1000 65.42784446921173
0001 65.56549071550947
0100 65.70313696180722
0010 65.84078320810495
1000 65.97842945440269
0100 66.11607570070042
0010 66.25372194699817
0010 66.3913681932959
0001 66.52901443959364
0011 66.94195317848686
0010 67.07959942478459
0100 67.21724567108232
0010 67.35489191738007
0001 67.63018440997554
1000 67.76783065627328
0001 67.90547690257102
0010 68.04312314886876
0100 68.1807693951665
0100 68.45606188776196
1000 68.59370813405971
0100 68.73135438035744
0010 68.86900062665518
0001 69.00664687295293
0100 69.14429311925066
0010 69.2819393655484
0100 69.41958561184613
0100 69.55723185814388
0010 69.83252435073935
1100 70.24546308963255
1000 70.38310933593029
0010 70.52075558222802
0100 70.65840182852577
0001 70.7960480748235
1000 70.93369432112124
0100 71.07134056741897
1000 71.20898681371672
0100 71.34663306001445
0010 71.48427930631219
0010 71.75957179890766
0001 71.8972180452054
1000 72.03486429150314
0010 72.17251053780087
0100 72.31015678409862
0100 72.44780303039636
0200 72.72309552299183
0300 72.99838801558731
0101 73.13603426188504
1001 73.54897300077826
1000 73.686619247076
0001 73.82426549337373
1000 73.96191173967148
0001 74.09955798596921
0100 74.23720423226695
0010 74.37485047856468
0100 74.51249672486243
0001 74.65014297116016
1000 74.7877892174579
0010 74.92543546375563
0100 75.06308171005337
0010 75.2007279563511
1000 75.33837420264884
0010 75.47602044894657
0100 75.61366669524432
0001 75.75131294154205
