TITLE VISION
BPM   173.0
NOTES
0001 6.951132947976879
1000 7.124543352601156
0100 7.211248554913295
0010 7.297953757225433
0001 7.471364161849711
1000 7.55806936416185
0001 7.644774566473989
1000 7.731479768786127
0010 7.818184971098266
0100 7.991595375722543
0001 8.16500578034682
1000 8.25171098265896
0100 8.338416184971098
0100 8.511826589595376
0100 8.685236994219652
0100 8.85864739884393
0020 9.032057803468208
0030 9.292173410404624
0020 9.378878612716763
0030 9.63899421965318
0001 9.725699421965317
1000 9.812404624277455
0001 9.899109826589594
0100 10.072520231213872
0010 10.24593063583815
1000 10.332635838150287
0010 10.419341040462426
0100 10.506046242774564
0001 10.592751445086703
0020 10.766161849710981
0130 11.112982658959536
1000 11.286393063583814
0100 11.459803468208092
0010 11.63321387283237
0001 11.806624277456645
1000 11.980034682080923
0020 12.1534450867052
1030 12.500265895953756
0001 12.673676300578034
0100 12.760381502890173
0001 12.847086705202312
1000 13.02049710982659
0100 13.107202312138726
0010 13.193907514450865
0100 13.367317919075143
1000 13.454023121387282
0001 13.54072832369942
0010 13.714138728323698
0001 13.800843930635837
1000 13.887549132947976
0010 14.060959537572254
0100 14.147664739884393
0001 14.234369942196532
0100 14.40778034682081
0010 14.494485549132948
0100 14.581190751445085
0001 14.754601156069363
1000 14.841306358381502
0100 14.92801156069364
0010 15.101421965317918
0100 15.188127167630057
1000 15.274832369942196
0001 15.448242774566474
0100 15.534947976878613
0001 15.621653179190751
0100 15.795063583815029
0010 15.881768786127166
1000 15.968473988439305
0001 16.141884393063584
0010 16.228589595375723
0100 16.315294797687862
0010 16.48870520231214
0001 16.57541040462428
1000 16.662115606936418
0001 16.835526011560695
0100 16.922231213872834
0001 17.008936416184973
1000 17.18234682080925
0010 17.26905202312139
0100 17.355757225433525
0001 17.529167630057806
0010 17.615872832369945
0001 17.702578034682084
1000 17.87598843930636
0100 17.9626936416185
0010 18.049398843930636
0100 18.222809248554913
1000 18.309514450867052
0001 18.39621965317919
0100 18.56963005780347
0010 18.656335260115608
0100 18.743040462427746
0001 18.916450867052024
1000 19.003156069364163
0010 19.089861271676302
0100 19.263271676300576
0001 19.349976878612715
1000 19.436682080924857
0100 19.610092485549135
0010 19.696797687861274
0100 19.783502890173413
1000 19.95691329479769
0001 20.04361849710983
0100 20.130323699421968
0010 20.303734104046246
1000 20.390439306358385
0001 20.477144508670523
0010 20.650554913294798
0100 20.737260115606936
1000 20.823965317919075
0001 20.910670520231214
1000 20.997375722543353
0001 21.084080924855492
1000 21.17078612716763
0100 21.25749132947977
1000 21.34419653179191
0100 21.430901734104047
0010 21.517606936416186
0001 21.604312138728325
1000 21.691017341040464
0010 21.777722543352603
0100 21.86442774566474
0001 21.95113294797688
0010 22.03783815028902
0100 22.124543352601158
2000 22.211248554913297
3200 22.558069364161852
0310 22.904890173410408
0001 23.078300578034685
1000 23.251710982658963
0001 23.42512138728324
0100 23.598531791907515
1010 23.94535260115607
1001 24.292173410404626
0011 24.552289017341042
0110 24.812404624277455
0100 24.985815028901733
1000 25.15922543352601
0001 25.506046242774566
0100 25.679456647398844
0010 25.85286705202312
1000 26.0262774566474
0100 26.199687861271677
1000 26.373098265895955
0011 26.71991907514451
0110 27.066739884393066
1001 27.326855491329482
1100 27.5869710982659
0100 27.760381502890173
0010 27.93379190751445
0001 28.280612716763006
1000 28.454023121387284
0001 28.62743352601156
0100 28.80084393063584
0010 28.974254335260113
1000 29.147664739884394
1100 29.49448554913295
0110 29.841306358381505
0011 30.101421965317922
1001 30.361537572254335
1000 30.534947976878613
0010 30.70835838150289
0100 31.055179190751446
0010 31.228589595375723
1000 31.402
0100 31.57541040462428
0010 31.748820809248556
0100 31.922231213872834
1001 32.26905202312139
1010 32.615872832369945
1001 32.87598843930636
0011 33.13610404624278
0010 33.30951445086705
0100 33.482924855491326
1000 33.82974566473988
0001 34.00315606936416
0100 34.17656647398844
0101 34.349976878612715
1001 34.69679768786127
1100 35.043618497109826
0110 35.39043930635838
0010 35.6505549132948
0001 35.73726011560694
1001 35.910670520231214
1000 36.08408092485549
0100 36.25749132947977
0001 36.43090173410405
0100 36.604312138728325
1000 36.7777225433526
0010 36.95113294797688
0001 37.12454335260116
0010 37.297953757225436
0100 37.47136416184971
0101 37.81818497109827
1001 38.165005780346824
1000 38.42512138728324
0100 38.51182658959538
0110 38.68523699421966
0010 38.85864739884393
0100 39.032057803468206
0001 39.20546820809248
0100 39.37887861271676
0010 39.55228901734104
1000 39.72569942196532
0001 39.899109826589594
0100 40.07252023121387
1000 40.24593063583815
1001 40.592751445086705
1010 40.93957225433526
0010 41.19968786127168
0100 41.286393063583816
0101 41.459803468208094
0001 41.63321387283237
0100 41.80662427745665
1000 41.98003468208093
0100 42.153445086705204
0010 42.32685549132948
0100 42.50026589595376
1000 42.67367630057804
0100 42.847086705202315
0001 43.02049710982659
1000 43.10720231213873
0010 43.19390751445087
1000 43.28061271676301
0001 43.36731791907515
1000 43.45402312138729
0100 43.540728323699426
1000 43.627433526011565
0001 43.714138728323704
0010 43.80084393063584
0100 43.88754913294798
1000 43.97425433526012
0001 44.06095953757226
0100 44.1476647398844
0010 44.23436994219654
1000 44.321075144508676
0001 44.40778034682081
0010 44.494485549132946
0001 44.581190751445085
0100 44.667895953757224
0010 44.75460115606936
1000 44.8413063583815
0001 44.92801156069364
0100 45.01471676300578
0001 45.10142196531792
1000 45.18812716763006
0100 45.274832369942196
0010 45.361537572254335
0001 45.448242774566474
2000 45.79506358381503
3001 47.18234682080925
0100 47.26905202312139
0001 47.35575722543353
0100 47.44246242774567
0010 47.529167630057806
1000 47.615872832369945
0010 47.702578034682084
1000 47.78928323699422
0001 47.87598843930636
0010 47.9626936416185
0100 48.04939884393064
1000 48.13610404624278
0001 48.22280924855492
1000 48.569630057803465
0010 48.74304046242774
0100 48.82974566473988
0010 48.91645086705202
1000 49.0898612716763
0001 49.17656647398844
1000 49.263271676300576
0100 49.349976878612715
0010 49.436682080924854
0001 49.61009248554913
1000 49.78350289017341
0010 49.87020809248555
0100 49.95691329479769
0100 50.130323699421965
0100 50.30373410404624
0100 50.47714450867052
0002 50.6505549132948
0003 50.910670520231214
0002 50.99737572254335
0003 51.25749132947977
1000 51.34419653179191
0100 51.43090173410405
0010 51.517606936416186
0002 51.691017341040464
1003 51.86442774566474
0010 51.95113294797688
0100 52.03783815028902
0010 52.12454335260116
1000 52.2112485549133
0200 52.384658959537575
0320 52.73147976878613
0031 53.25171098265896
1000 53.3384161849711
0002 53.42512138728324
0203 53.771942196531796
0310 54.118763005780345
1000 54.29217341040462
0001 54.37887861271676
0100 54.4655838150289
0001 54.63899421965318
1000 54.72569942196532
0001 54.812404624277455
1000 54.899109826589594
0100 54.98581502890173
0010 55.15922543352601
0001 55.33263583815029
0010 55.41934104046243
0100 55.506046242774566
0100 55.679456647398844
0100 55.85286705202312
0100 56.0262774566474
2000 56.19968786127168
3000 56.459803468208094
2000 56.54650867052023
3000 56.80662427745665
0010 56.89332947976879
0100 56.98003468208093
0001 57.066739884393066
1000 57.24015028901734
0100 57.32685549132948
0010 57.41356069364162
0001 57.5869710982659
0100 57.67367630057804
0001 57.760381502890176
0100 57.847086705202315
0020 57.933791907514454
1030 58.280612716763
0001 58.36731791907514
1000 58.45402312138728
0001 58.54072832369942
0100 58.62743352601156
0010 58.7141387283237
1000 58.800843930635835
0001 58.887549132947974
2000 58.97425433526011
3200 59.32107514450867
0320 59.667895953757224
0032 60.18812716763006
1003 60.361537572254335
0010 60.448242774566474
0100 60.53494797687861
0010 60.62165317919075
1000 60.70835838150289
1000 60.88176878612717
0002 61.055179190751446
0013 61.402
0100 61.48870520231214
1000 61.57541040462428
0010 61.66211560693642
1000 61.748820809248556
1000 61.922231213872834
0002 62.09564161849711
0023 62.44246242774567
0230 62.9626936416185
1300 63.13610404624278
0001 63.22280924855492
1000 63.309514450867056
0001 63.396219653179195
0100 63.48292485549133
0100 63.65633526011561
0001 63.82974566473988
0001 64.00315606936415
0001 64.17656647398843
0001 64.34997687861271
0010 64.52338728323699
0010 64.69679768786126
0010 64.87020809248554
0010 65.04361849710982
0200 65.2170289017341
2300 65.73726011560693
3001 65.9106705202312
0100 65.99737572254335
0010 66.08408092485548
1000 66.17078612716763
0001 66.25749132947976
0001 66.43090173410404
0020 66.60431213872832
0130 66.95113294797687
1000 67.037838150289
0001 67.12454335260115
1000 67.21124855491328
0010 67.29795375722543
0010 67.4713641618497
0100 67.64477456647398
0100 67.81818497109826
0001 67.99159537572254
1000 68.07830057803467
0001 68.16500578034682
0100 68.25171098265895
0010 68.3384161849711
1000 68.42512138728323
0001 68.51182658959537
1000 68.5985317919075
0100 68.68523699421965
0010 68.77194219653178
0001 68.85864739884393
1000 68.94535260115606
0010 69.0320578034682
0100 69.11876300578034
0001 69.20546820809248
0100 69.29217341040462
0101 70.36979521056978
1001 70.76616184971098
1000 70.93957225433526
0100 71.11298265895954
1000 71.28639306358382
0001 71.4598034682081
1000 71.63321387283237
0100 71.80662427745665
1000 71.98003468208093
0001 72.1534450867052
1000 72.32685549132948
0010 72.50026589595376
1000 72.67367630057804
0001 72.84708670520232
1000 73.0204971098266
0010 73.19390751445087
1000 73.36731791907515
0001 73.54072832369943
0010 73.7141387283237
0100 73.88754913294798
0010 74.06095953757226
0001 74.23436994219654
0010 74.40778034682081
0100 74.58119075144509
0010 74.75460115606937
0001 74.92801156069365
0100 75.10142196531793
0001 75.2748323699422
1000 75.44824277456648
0001 75.62165317919076
0100 75.79506358381504
0001 75.96847398843931
1000 76.14188439306359
0010 76.31529479768786
0100 76.48870520231213
0001 76.66211560693641
0100 76.83552601156069
0010 77.00893641618497
0100 77.18234682080924
0001 77.35575722543352
0100 77.5291676300578
0001 77.70257803468208
0010 77.87598843930635
0001 78.04939884393063
1000 78.22280924855491
0001 78.39621965317919
0010 78.56963005780347
0001 78.74304046242774
1000 78.91645086705202
0100 79.0898612716763
0010 79.26327167630058
0100 79.43668208092485
1000 79.61009248554913
0100 79.78350289017341
0010 79.95691329479769
0100 80.13032369942196
1000 80.30373410404624
0001 80.47714450867052
0100 80.6505549132948
0010 80.82396531791908
0100 80.99737572254335
0001 81.17078612716763
0100 81.34419653179191
0010 81.51760693641619
0100 81.69101734104046
0001 81.86442774566474
1001 82.2112485549133
1100 82.55806936416185
0110 82.90489017341041
1001 83.25171098265896
0011 83.59853179190752
1010 83.94535260115607
1001 84.29217341040463
0101 84.63899421965318
0110 84.98581502890174
1001 85.3326358381503
1100 85.67945664739885
0011 86.02627745664739
1001 86.37309826589595
1010 86.7199190751445
0101 87.06673988439306
0011 87.41356069364161
0001 87.58697109826589
1000 87.76038150289017
0010 87.93379190751445
0100 88.10720231213872
0001 88.280612716763
0010 88.45402312138728
0100 88.62743352601156
1000 88.80084393063584
0100 88.97425433526011
1000 89.14766473988439
0001 89.32107514450867
0100 89.49448554913295
0010 89.66789595375722
0100 89.8413063583815
0001 90.01471676300578
1000 90.18812716763006
0100 90.27483236994219
0010 90.36153757225433
0001 90.44824277456647
1000 90.53494797687861
0001 90.62165317919074
0100 90.70835838150289
0010 90.79506358381502
0100 90.88176878612717
0001 90.9684739884393
1000 91.05517919075145
0100 91.14188439306358
1000 91.22858959537572
0001 91.31529479768786
0100 91.402
0001 91.48870520231213
1000 91.57541040462428
0001 91.66211560693641
1000 91.74882080924856
0001 91.83552601156069
1000 91.92223121387283
0100 92.00893641618497
1000 92.09564161849711
0100 92.18234682080924
0010 92.26905202312139
0001 92.35575722543352
1000 92.44246242774567
0010 92.5291676300578
1000 92.61587283236994
1001 92.9626936416185
0101 93.30951445086706
1001 93.65633526011561
1000 93.91645086705202
0100 94.00315606936417
1100 94.17656647398844
1000 94.34997687861272
0100 94.523387283237
0001 94.69679768786128
0100 94.87020809248556
1000 95.04361849710983
0010 95.21702890173411
0001 95.39043930635839
0010 95.56384971098267
0100 95.73726011560693
0101 96.08408092485548
0011 96.43090173410404
0010 96.69101734104045
0001 96.7777225433526
1001 96.95113294797687
1000 97.12454335260115
0010 97.29795375722543
0001 97.4713641618497
0010 97.64477456647398
0100 97.81818497109826
1000 97.99159537572254
0001 98.16500578034682
0010 98.3384161849711
1000 98.51182658959537
1001 98.85864739884393
0011 99.20546820809248
0010 99.4655838150289
0100 99.55228901734104
1100 99.72569942196532
1000 99.8991098265896
0010 100.07252023121387
