TITLE Retention
BPM   130.0
NOTES
1000 6.303789473684211
0100 6.402473684210527
0010 6.501157894736843
0001 6.599842105263158
1000 6.698526315789474
0010 6.79721052631579
1000 6.895894736842106
0001 6.994578947368422
0100 7.093263157894738
0010 7.1919473684210535
0100 7.290631578947369
0010 7.3893157894736845
1000 7.488
0001 7.586684210526316
0010 7.685368421052632
0100 7.784052631578948
1000 7.882736842105264
0100 7.98142105263158
0010 8.080105263157895
0100 8.17878947368421
1000 8.277473684210527
0001 8.376157894736842
0100 8.474842105263157
0010 8.573526315789474
1000 8.672210526315789
0001 8.770894736842106
0100 8.86957894736842
0001 8.968263157894738
1000 9.066947368421053
0100 9.16563157894737
0010 9.264315789473685
0001 9.363
1000 9.461684210526315
0100 9.56036842105263
1000 9.659052631578946
0001 9.757736842105261
0100 9.856421052631578
0001 9.955105263157893
1000 10.053789473684208
0100 10.152473684210525
0010 10.25115789473684
0001 10.349842105263157
0100 10.448526315789472
0010 10.547210526315789
1000 10.645894736842104
0010 10.74457894736842
0100 10.843263157894736
0001 10.94194736842105
1000 11.040631578947368
0010 11.139315789473683
1000 11.238
0001 11.336684210526315
0010 11.435368421052631
0100 11.534052631578946
1000 11.632736842105263
0100 11.731421052631578
2000 11.830105263157893
3010 12.027473684210525
0002 12.224842105263157
0013 12.422210526315789
1000 12.61957894736842
0010 12.718263157894736
1000 12.816947368421053
0001 12.915631578947368
0100 13.014315789473685
0010 13.113
1000 13.211684210526315
0010 13.310368421052631
0100 13.409052631578946
0001 13.507736842105263
0010 13.606421052631578
0100 13.705105263157895
0010 13.80378947368421
0001 13.902473684210527
1000 14.001157894736842
0100 14.099842105263157
1000 14.198526315789474
0001 14.297210526315789
0100 14.395894736842106
0010 14.49457894736842
0100 14.593263157894738
0010 14.691947368421053
1000 14.79063157894737
0010 14.889315789473685
1000 14.988
0001 15.086684210526316
0010 15.185368421052631
0100 15.284052631578948
1000 15.382736842105263
0100 15.481421052631578
0010 15.580105263157895
0001 15.67878947368421
1000 15.777473684210527
0001 15.876157894736842
0100 15.974842105263159
0001 16.073526315789476
1000 16.17221052631579
0010 16.270894736842106
1000 16.36957894736842
0001 16.468263157894736
0100 16.566947368421054
0010 16.66563157894737
0100 16.764315789473685
0010 16.863
1000 16.961684210526315
0001 17.060368421052633
0010 17.159052631578948
0100 17.257736842105263
1000 17.35642105263158
0100 17.455105263157893
0010 17.55378947368421
0001 17.652473684210527
0100 17.751157894736842
0010 17.849842105263157
1000 17.948526315789472
0001 18.047210526315787
0020 18.145894736842106
0130 18.343263157894736
0002 18.54063157894737
0103 18.738
2200 18.93536842105263
3300 19.13273684210526
2002 19.330105263157893
3003 19.527473684210523
0001 19.724842105263157
0100 19.823526315789472
0001 19.922210526315787
0100 20.119578947368417
0010 20.218263157894736
0100 20.31694736842105
1010 20.514315789473685
1000 20.711684210526315
0001 20.909052631578948
0010 21.10642105263158
0100 21.205105263157893
1000 21.303789473684212
0010 21.501157894736842
0100 21.599842105263157
0001 21.698526315789472
1000 21.79721052631579
0001 21.895894736842106
1000 21.99457894736842
0100 22.093263157894736
0010 22.290631578947366
0001 22.389315789473685
0010 22.488
0001 22.68536842105263
1000 22.784052631578945
0001 22.882736842105263
1000 23.080105263157893
0010 23.17878947368421
1000 23.277473684210527
0001 23.376157894736842
1000 23.474842105263157
0100 23.573526315789472
0010 23.67221052631579
0001 23.86957894736842
0100 23.96826315789474
0001 24.066947368421054
1000 24.264315789473685
0010 24.363
1000 24.461684210526318
0001 24.659052631578948
0010 24.757736842105263
0001 24.856421052631582
0010 24.955105263157897
0100 25.053789473684212
1000 25.152473684210527
0001 25.251157894736842
1000 25.448526315789472
0010 25.54721052631579
1000 25.645894736842106
0001 25.843263157894736
0100 25.94194736842105
0001 26.04063157894737
1000 26.238
0100 26.336684210526315
0010 26.43536842105263
0001 26.534052631578948
0100 26.632736842105263
0001 26.73142105263158
1000 26.830105263157893
0001 27.027473684210523
0010 27.126157894736842
0001 27.224842105263157
1000 27.422210526315787
0100 27.520894736842102
1000 27.61957894736842
0010 27.81694736842105
0100 27.915631578947366
0010 28.014315789473685
1000 28.113
0001 28.211684210526315
0100 28.31036842105263
0001 28.409052631578948
1000 28.60642105263158
0100 28.705105263157897
1000 28.803789473684212
0001 29.001157894736842
0100 29.099842105263157
0001 29.198526315789476
0100 29.395894736842106
0010 29.49457894736842
1000 29.59326315789474
0001 29.691947368421054
0010 29.79063157894737
0100 29.889315789473685
1000 29.988
0001 30.18536842105263
0010 30.284052631578948
0100 30.382736842105263
0010 30.580105263157893
0001 30.67878947368421
1000 30.777473684210527
0010 30.974842105263157
0100 31.073526315789472
0001 31.172210526315787
0100 31.270894736842106
0001 31.36957894736842
1000 31.468263157894736
0010 31.566947368421054
1000 31.79251127819549
0001 31.90529323308271
1000 32.01807518796993
0001 32.243639097744364
0100 32.35642105263158
0100 32.4692030075188
0100 32.58198496240602
0010 32.69476691729324
1000 32.92033082706767
0100 33.03311278195489
0010 33.1458947368421
0001 33.34326315789473
1000 33.54063157894736
0010 33.738
0100 33.836684210526315
0001 33.93536842105263
1000 34.13273684210526
0100 34.231421052631575
0010 34.33010526315789
0001 34.428789473684205
0010 34.52747368421052
0001 34.62615789473684
1000 34.72484210526316
0010 34.92221052631579
1000 35.0208947368421
0010 35.11957894736842
0100 35.316947368421054
0001 35.41563157894737
0100 35.514315789473685
0010 35.711684210526315
1000 35.81036842105263
0100 35.909052631578945
0010 36.00773684210526
0001 36.106421052631575
1000 36.2051052631579
0001 36.30378947368421
0010 36.50115789473684
0100 36.59984210526316
1000 36.69852631578947
0100 36.89589473684211
0010 36.994578947368424
0001 37.09326315789474
0100 37.29063157894737
0010 37.389315789473685
1000 37.488
0001 37.586684210526315
