TITLE Boombayah
BPM   125.0
NOTES
1000 3.831
0001 4.311
1000 4.7909999999999995
0010 5.151
1000 5.510999999999999
0001 5.7509999999999994
1000 6.231
0100 6.710999999999999
0100 7.071
0010 7.430999999999999
0001 7.670999999999999
1000 8.151
1001 8.631
0001 9.110999999999999
1000 9.591
0001 10.071
1000 10.311
0001 10.550999999999998
0100 10.791
0010 11.030999999999999
1000 11.511
0001 11.991
1001 12.471
1000 12.950999999999999
0001 13.431
1000 13.911
0010 14.151
1000 14.390999999999998
0010 14.631
0100 14.870999999999999
0001 15.350999999999999
1000 15.470999999999998
0001 15.591
0010 15.831
0100 16.191
1000 16.311
0001 16.551
0200 16.671
0300 16.910999999999998
0010 17.271
1000 17.391000000000002
0100 17.511
0010 17.751
0001 18.111
1000 18.231
0010 18.471
0200 18.591
0300 18.831
0001 19.191
0100 19.311
0001 19.430999999999997
0010 19.551
0100 19.671
1000 20.031
0001 20.151
0010 20.391
0100 20.511
0300 21.110999999999997
1000 21.350999999999996
0100 21.830999999999996
0010 22.070999999999998
0011 22.551
1000 23.031
0001 23.391
0010 23.750999999999998
0001 23.871
0010 23.991
0100 24.230999999999998
0010 24.351
0100 24.471
1000 24.951
0010 25.071
1000 25.191
0100 25.431
1000 25.551000000000002
0010 25.671
1000 25.791
0001 25.911
0010 26.151
0100 26.271
0010 26.391000000000002
0001 26.631
1000 26.751
0020 26.871
0130 27.230999999999998
0001 27.590999999999998
0100 27.711
0010 27.831
1000 28.070999999999998
0100 28.191
1000 28.551
0001 28.671
0010 28.790999999999997
0001 28.910999999999998
1000 29.030999999999995
0001 29.150999999999996
1000 29.270999999999997
0010 29.510999999999996
1000 29.630999999999997
0100 29.750999999999998
0010 29.870999999999995
0001 30.110999999999997
1000 30.670999999999996
0010 30.711
1000 30.950999999999997
0100 31.191
0010 31.311
0100 31.430999999999997
1000 31.551
0010 31.671
0100 31.790999999999997
0001 32.031
1000 32.391
0100 32.510999999999996
1000 32.631
0010 32.871
0100 32.991
0001 33.111
0010 33.351
0100 33.471000000000004
0010 33.591
0001 33.711
1000 33.951
2202 34.311
0020 34.671
3333 34.911
0001 35.031
0100 35.271
0001 35.391000000000005
0010 35.511
0100 35.631
0010 35.751000000000005
0001 35.871
1000 35.991
0010 36.111000000000004
1000 36.231
0100 36.351
0010 36.471
0001 36.711
1000 36.830999999999996
0001 36.95099999999999
0100 37.111
0010 37.190999999999995
0100 37.351
0001 37.431
0010 37.590999999999994
0011 37.910999999999994
0001 38.150999999999996
1000 38.391
0001 38.631
0100 38.751
0001 38.870999999999995
0100 39.111
0010 39.351
1000 39.591
0001 39.711
1000 39.830999999999996
0100 40.071
1000 40.311
0010 40.551
0100 40.791
0001 41.031
2000 41.271
3100 41.511
1100 41.751
0100 42.230999999999995
1000 42.471
0001 42.590999999999994
1000 42.71099999999999
0010 42.95099999999999
0100 43.190999999999995
0001 43.431
1000 43.550999999999995
0001 43.67099999999999
0010 43.910999999999994
0100 44.150999999999996
1000 44.391
0100 44.63099999999999
0010 44.870999999999995
0001 45.111
0100 45.230999999999995
0010 45.351
1000 45.471
0020 45.590999999999994
0030 45.711
1000 45.830999999999996
0001 45.891
1000 45.95099999999999
0001 46.010999999999996
1000 46.071
0001 46.431
0100 46.550999999999995
0001 46.791
0100 47.031
0010 47.510999999999996
1000 47.751
0001 47.991
0010 48.231
0100 48.471
1000 48.711
0001 48.951
1000 49.191
0001 49.431
0010 49.671
0100 49.911
0100 50.391
0100 50.871
0010 51.231
0100 51.591
1000 51.671
0001 51.751000000000005
0100 51.830999999999996
0010 52.190999999999995
0100 52.31099999999999
0001 52.550999999999995
1000 52.791
0001 53.031
0100 53.150999999999996
0001 53.270999999999994
1000 53.510999999999996
2001 53.751
3001 54.230999999999995
0201 54.711
0301 55.071
1000 55.431
0100 55.671
0010 56.150999999999996
0001 56.391
0100 56.631
0010 56.871
1000 57.111
0001 57.351
2001 57.590999999999994
3001 58.07099999999999
1000 58.31099999999999
0020 58.550999999999995
1030 58.910999999999994
0002 59.270999999999994
0203 59.510999999999996
0301 59.99099999999999
2000 60.230999999999995
3000 60.351
0002 60.471
0003 60.590999999999994
1000 60.830999999999996
0010 61.190999999999995
0210 61.431
0301 61.910999999999994
0020 62.391
0130 62.751
0010 63.111
0001 63.351
1000 63.830999999999996
0001 64.071
0100 64.31099999999999
0001 64.551
0100 64.791
0010 65.031
2010 65.271
3001 65.751
0020 66.231
0130 66.591
2000 66.95100000000001
3020 67.191
1030 67.671
0001 68.151
0100 68.511
0020 68.87100000000001
2030 69.111
3001 69.59100000000001
0010 70.071
0200 70.311
0310 70.551
0002 70.79100000000001
1000 71.03099999999999
0100 71.27099999999999
0003 71.39099999999999
0001 71.511
0010 71.75099999999999
0001 71.99099999999999
2000 72.231
3020 72.47099999999999
0230 72.711
0302 72.951
2000 73.19099999999999
3000 73.31099999999999
0020 73.431
0033 73.55099999999999
2000 73.67099999999999
3000 73.791
0001 73.91099999999999
0020 74.151
0031 74.39099999999999
0200 74.631
0301 74.871
0010 74.991
0001 75.11099999999999
0100 75.231
0010 75.351
0100 75.47099999999999
0001 75.591
0010 75.711
0100 75.83099999999999
1000 75.951
0010 76.071
1000 76.19099999999999
0001 76.31099999999999
0100 76.431
0010 76.551
0100 76.67099999999999
0001 76.791
1000 76.911
0003 77.991
3100 78.231
1000 79.67099999999999
0001 79.911
1001 80.151
1000 80.631
0001 81.111
1000 81.351
0100 81.591
0010 82.071
0001 82.311
0100 82.551
0100 82.791
0001 83.031
0010 83.111
0100 83.191
1000 83.271
0001 83.511
1000 83.751
2010 83.991
3000 84.111
0010 84.23100000000001
0200 84.47099999999999
0300 84.71099999999998
0001 84.951
0010 85.19099999999999
0100 85.43099999999998
1000 85.91099999999999
0100 86.151
0010 86.39099999999999
0010 86.63099999999999
0001 86.871
0100 86.951
0010 87.03099999999999
1000 87.11099999999999
0001 87.35099999999998
1000 87.591
1100 87.83099999999999
1000 88.071
0002 88.31099999999999
2003 88.791
3020 89.03099999999999
0130 89.27099999999999
0002 89.75099999999999
0013 89.991
0100 90.231
2000 90.47099999999999
3001 90.711
0100 90.791
0001 90.871
0200 90.951
0320 91.19099999999999
0030 91.55099999999999
1010 91.67099999999999
0001 92.151
1000 92.631
0100 92.871
0010 93.11099999999999
0001 93.351
0001 93.591
0010 93.831
0001 93.951
1000 94.011
0001 94.071
1000 94.31099999999999
1000 94.551
0100 94.791
1000 95.03099999999999
0010 95.271
1000 95.39099999999999
0020 95.511
0130 95.751
0002 95.991
0003 96.231
2000 96.471
3200 96.711
2300 97.191
3002 97.431
0023 97.671
0230 97.911
2300 98.391
3020 98.631
0230 98.871
0300 98.991
0001 99.351
1000 99.471
0001 99.59100000000001
1000 99.711
0002 99.831
0003 100.071
2000 100.311
3200 100.551
2300 101.031
3002 101.271
0203 101.51100000000001
0320 101.75099999999999
2030 102.231
3002 102.47099999999999
2003 102.71099999999998
3100 102.951
0110 103.19099999999999
0002 103.67099999999999
0003 103.791
2000 104.151
3200 104.39099999999999
2300 104.871
3002 105.11099999999999
0203 105.351
0320 105.591
2030 106.071
3002 106.31099999999999
2003 106.55099999999999
3000 106.67099999999999
0001 107.03099999999999
0100 107.151
0001 107.271
0100 107.39099999999999
0002 107.511
0003 107.631
2000 107.991
3200 108.231
0320 108.711
0230 108.951
2300 109.191
3001 109.431
0010 109.67099999999999
0001 109.911
1000 110.151
0010 110.39099999999999
0100 110.631
0110 110.871
1001 111.351
1000 111.591
0100 111.711
0010 111.831
0100 112.071
1000 112.31099999999999
0010 112.551
0100 112.67099999999999
0001 112.791
1000 113.031
0001 113.271
1000 113.511
0100 113.631
0010 113.751
0100 113.991
1000 114.231
0010 114.471
0100 114.711
0001 114.831
0100 114.95100000000001
0001 115.071
0200 115.19099999999999
0300 115.31099999999999
0001 115.43099999999998
0010 115.55099999999999
0100 115.67099999999999
1000 115.91099999999999
0001 116.15099999999998
1000 116.39099999999999
0010 116.51099999999998
0100 116.63099999999999
0010 116.871
1000 117.11099999999999
0100 117.35099999999998
0010 117.47099999999999
0001 117.591
0100 117.83099999999999
0020 118.07099999999998
1030 118.31099999999999
0001 118.55099999999999
1000 118.67099999999999
0001 118.791
1000 118.91099999999999
0002 119.03099999999999
0003 119.151
0100 119.27099999999999
0010 119.39099999999999
1000 119.511
0001 119.75099999999999
1000 119.99099999999999
0100 120.231
0010 120.35099999999998
0001 120.47099999999999
0010 120.711
0001 120.951
1000 121.19099999999999
0010 121.31099999999999
0100 121.431
0001 121.67099999999999
0010 121.91099999999999
0001 122.151
0102 122.39099999999999
0023 122.871
0030 123.11099999999999
0001 123.351
0010 123.591
0200 123.83099999999999
0300 124.071
1001 124.31099999999999
1000 124.551
0001 124.67099999999999
1000 124.731
0001 124.791
1000 125.03099999999999
0001 125.271
0100 125.351
0010 125.431
1000 125.511
1001 125.75099999999999
1000 125.991
0100 126.11099999999999
0010 126.231
0010 126.471
0001 126.711
1000 126.951
0100 127.071
0010 127.191
0001 127.431
0100 127.67099999999999
0010 127.911
0100 128.031
0010 128.151
0100 128.39100000000002
0001 128.631
0010 128.871
0100 128.991
1000 129.111
0001 129.351
0010 129.591
0001 129.831
0100 130.071
0001 130.191
0100 130.311
0001 130.431
0100 130.55100000000002
0010 130.79100000000003
1000 130.91100000000003
0010 131.031
1000 131.27100000000002
0100 131.51100000000002
1000 131.751
0001 131.871
0010 131.991
0001 132.23100000000002
0100 132.471
0010 132.711
1000 132.83100000000002
0001 132.951
0100 133.191
0020 133.431
1030 133.671
0001 133.911
1000 134.031
0001 134.151
1000 134.27100000000002
0001 134.39100000000002
1000 134.63100000000003
0100 134.75100000000003
1000 134.871
0001 135.11100000000002
0010 135.35100000000003
0001 135.591
0010 135.711
0100 135.83100000000002
0010 136.07100000000003
0001 136.311
0100 136.55100000000002
0010 136.67100000000002
1000 136.791
0100 137.031
1000 137.27100000000002
0001 137.511
2000 137.751
3020 138.23100000000002
0130 138.47100000000003
0001 138.59100000000004
0100 138.711
0002 138.95100000000002
0023 139.19100000000003
0031 139.431
1000 139.55100000000002
0100 139.67100000000002
0010 139.91100000000003
0001 140.03100000000003
1000 140.09100000000004
0001 140.151
0100 140.39100000000002
0001 140.631
1000 140.711
0001 140.791
0200 140.871
0302 141.11100000000002
1003 141.351
0100 141.471
0010 141.591
0100 141.83100000000002
