TITLE Squeaksystem
BPM   102.653
NOTES
0001 9.40089424566257
0100 9.693140940839525
0010 9.985387636016481
0100 10.131510983604958
0001 10.277634331193436
0010 10.423757678781914
1000 10.716004373958869
0010 11.008251069135824
0100 11.154374416724302
1000 11.30049776431278
0001 11.446621111901258
1000 11.592744459489735
0010 11.738867807078213
0100 12.031114502255168
0001 12.323361197432124
0100 12.4694845450206
0010 12.615607892609079
0100 12.761731240197557
1000 12.907854587786034
0100 13.20010128296299
0010 13.346224630551468
1000 13.492347978139945
0010 13.638471325728423
0100 13.7845946733169
0001 13.930718020905378
0100 14.076841368493856
0001 14.36908806367081
1000 14.661334758847767
0010 14.807458106436243
1000 14.953581454024722
0010 15.0997048016132
0001 15.391951496790155
0010 15.68419819196711
1000 15.830321539555587
0001 15.976444887144066
0100 16.122568234732544
0010 16.268691582321022
1000 16.414814929909497
0100 16.707061625086453
0010 16.999308320263406
0001 17.145431667851884
1000 17.291555015440363
0100 17.43767836302884
0001 17.58380171061732
0100 17.876048405794272
0010 18.02217175338275
0001 18.16829510097123
0001 18.314418448559707
1000 18.460541796148185
1000 18.606665143736663
1001 18.75278849132514
0001 18.908653395419517
0010 19.064518299513892
0100 19.22038320360827
0010 19.376248107702647
0100 19.532113011797023
1000 19.6879779158914
0100 19.843842819985774
0100 19.99970772408015
0001 20.155572628174525
1000 20.311437532268904
0100 20.46730243636328
0010 20.623167340457655
0100 20.77903224455203
0010 20.934897148646407
0001 21.090762052740786
1000 21.24662695683516
0100 21.402491860929537
1000 21.558356765023916
0001 21.71422166911829
0100 21.870086573212667
0010 22.025951477307043
0100 22.18181638140142
0100 22.337681285495794
1000 22.49354618959017
0001 22.64941109368455
1000 22.805275997778924
0010 22.9611409018733
0100 23.117005805967676
0010 23.27287071006205
1000 23.428735614156427
0100 23.584600518250802
0010 23.740465422345178
0100 23.896330326439553
0010 24.052195230533933
0001 24.208060134628308
0010 24.363925038722684
0100 24.51978994281706
0100 24.675654846911435
0001 24.831519751005814
0100 24.98738465510019
0010 25.143249559194565
1000 25.29911446328894
0100 25.454979367383316
0010 25.610844271477692
0001 25.766709175572068
0100 25.922574079666443
0010 26.07843898376082
1000 26.234303887855198
0010 26.390168791949574
0100 26.54603369604395
0001 26.701898600138325
0100 26.8577635042327
0100 27.013628408327076
1000 27.16949331242145
0001 27.32535821651583
0100 27.481223120610206
0001 27.637088024704582
0100 27.792952928798957
0010 27.948817832893333
1000 28.104682736987712
0100 28.260547641082088
0010 28.416412545176463
0100 28.572277449270842
0010 28.728142353365218
0001 28.884007257459594
1000 29.03987216155397
0100 29.195737065648345
0100 29.35160196974272
0010 29.507466873837096
1000 29.663331777931475
0100 29.81919668202585
1000 29.975061586120226
0010 30.130926490214602
0100 30.286791394308977
0010 30.442656298403357
1000 30.598521202497732
0010 30.754386106592108
0100 30.910251010686487
0001 31.066115914780863
0010 31.221980818875238
0001 31.377845722969614
0010 31.53371062706399
0010 31.689575531158365
1000 31.84544043525274
0001 32.00130533934712
1000 32.15717024344149
0001 32.31303514753587
0010 32.46890005163025
0100 32.62476495572462
1000 32.780629859818994
0100 32.93649476391337
1000 33.092359668007745
0001 33.248224572102124
0010 33.404089476196496
0001 33.559954380290876
1000 33.715819284385255
0010 33.87168418847963
0010 34.027549092574006
0001 34.18341399666838
0010 34.33927890076276
0001 34.49514380485713
1000 34.65100870895151
0010 34.80687361304589
0100 34.96273851714026
0001 35.11860342123464
0010 35.27446832532902
0001 35.43033322942339
0100 35.58619813351777
0001 35.74206303761214
1000 35.89792794170652
0001 36.05379284580089
0010 36.20965774989527
0010 36.36552265398965
1000 36.52138755808402
0010 36.6772524621784
1000 36.83311736627277
0100 36.98898227036715
0010 37.14484717446153
0100 37.300712078555904
1000 37.45657698265028
0100 37.61244188674466
1000 37.768306790839034
0010 37.92417169493341
0100 38.080036599027785
0010 38.235901503122165
1000 38.391766407216544
0010 38.547631311310916
0010 38.703496215405295
0001 38.85936111949967
0100 39.015226023594046
0010 39.17109092768842
1000 39.3269558317828
0010 39.482820735877176
0100 39.63868563997155
0001 39.79455054406593
1000 39.94378289904991
0010 40.09301525403388
1000 40.24224760901786
0010 40.39147996400184
0100 40.54071231898581
0001 40.68994467396979
0100 40.83917702895377
0100 41.08789762059373
1000 41.23712997557771
0001 41.53559468554566
0010 41.63508292220165
0100 41.734571158857634
1000 41.83405939551361
0010 41.98329175049759
1000 42.13252410548157
0010 42.28838900957595
0100 42.44425391367032
0010 42.6001188177647
0100 42.755983721859074
0001 42.91184862595345
1000 43.06771353004783
0100 43.223578434142205
0100 43.379443338236584
0010 43.535308242330956
1000 43.691173146425335
0001 43.84703805051971
1000 44.002902954614086
0010 44.158767858708465
0100 44.31463276280284
0001 44.47049766689721
0010 44.61973002188119
0100 44.76896237686516
0010 44.91819473184914
0100 45.06742708683312
