TITLE MANDARA
BPM   216.0
NOTES
0001 9.15688888888889
1000 9.29577777777778
0010 9.434666666666669
0100 9.573555555555556
0001 9.712444444444445
0010 9.851333333333335
0100 9.990222222222224
1000 10.129111111111111
0001 10.198555555555556
0100 10.268
0010 10.40688888888889
1000 10.54577777777778
0001 10.684666666666667
0010 10.823555555555556
0100 10.962444444444445
1000 11.101333333333335
0100 11.240222222222222
0010 11.379111111111111
0001 11.518
1000 11.65688888888889
0010 11.795777777777777
0100 11.934666666666667
0001 12.073555555555556
0010 12.212444444444445
0001 12.351333333333333
1000 12.420777777777777
0010 12.490222222222224
1010 12.768000000000002
0101 13.04577777777778
0110 13.323555555555558
1010 13.601333333333335
1000 13.740222222222224
0001 13.879111111111113
0100 14.018
0010 14.15688888888889
1000 14.29577777777778
0001 14.434666666666669
0010 14.573555555555558
0100 14.643
1000 14.712444444444445
0001 14.851333333333335
0100 14.990222222222224
0010 15.129111111111111
0100 15.268
0001 15.40688888888889
1000 15.54577777777778
0100 15.684666666666669
0010 15.823555555555558
0001 15.962444444444447
1000 16.101333333333336
0100 16.240222222222222
1000 16.379111111111115
0001 16.518
1000 16.65688888888889
0010 16.79577777777778
0100 16.865222222222226
0001 16.93466666666667
1000 17.073555555555558
0100 17.212444444444447
1000 17.351333333333336
0100 17.490222222222226
0010 17.55966666666667
0001 17.62911111111111
1000 17.698555555555558
0001 17.768
1000 17.90688888888889
0002 18.04577777777778
0103 18.323555555555558
0010 18.462444444444447
1000 18.601333333333336
0001 18.87911111111111
0010 19.018
0100 19.29577777777778
1000 19.573555555555558
0100 19.712444444444447
0010 19.851333333333333
0002 19.990222222222222
2003 20.268
3010 20.54577777777778
0100 20.68466666666667
0001 20.823555555555558
2000 21.101333333333333
3200 21.37911111111111
0320 21.65688888888889
0031 21.93466666666667
1000 22.00411111111111
0001 22.212444444444444
1000 22.28188888888889
0001 22.490222222222222
0010 22.768
0100 22.90688888888889
1000 23.04577777777778
0010 23.323555555555554
0100 23.462444444444444
0001 23.740222222222226
1000 24.018000000000004
0100 24.156888888888894
1000 24.29577777777778
0020 24.43466666666667
0230 24.712444444444447
0301 24.990222222222226
1000 25.198555555555558
0001 25.268000000000004
0100 25.54577777777778
0010 25.754111111111115
2000 25.823555555555558
3200 26.101333333333336
0320 26.379111111111115
0001 26.65688888888889
0003 26.79577777777778
0031 26.93466666666667
0100 27.212444444444447
1000 27.490222222222226
0100 27.768
0001 28.04577777777778
0100 28.323555555555558
1000 28.601333333333336
0100 28.87911111111111
0001 29.15688888888889
1000 29.226333333333333
0010 29.29577777777778
0100 29.365222222222222
0001 29.43466666666667
1000 29.50411111111111
0100 29.573555555555558
0010 29.643
0001 29.712444444444447
0010 29.78188888888889
0001 29.851333333333333
1000 29.92077777777778
0010 29.990222222222222
0100 30.05966666666667
0010 30.12911111111111
1000 30.198555555555558
0001 30.268
0010 30.337444444444444
0100 30.40688888888889
1000 30.476333333333333
0001 30.54577777777778
0100 30.615222222222222
0001 30.68466666666667
0100 30.75411111111111
0010 30.823555555555558
1000 30.893
0001 30.962444444444444
1000 31.03188888888889
0100 31.101333333333333
1000 31.17077777777778
0100 31.240222222222222
0010 31.30966666666667
0001 31.379111111111115
0010 31.656888888888894
1000 31.934666666666672
0010 32.21244444444444
0001 32.49022222222222
0010 32.768
2000 33.04577777777778
3020 33.32355555555556
0031 33.601333333333336
1000 33.67077777777778
0001 33.74022222222222
0100 33.80966666666667
0010 33.879111111111115
1000 33.94855555555556
0001 34.018
0010 34.08744444444445
0100 34.15688888888889
1000 34.226333333333336
0100 34.29577777777778
0010 34.36522222222222
0001 34.43466666666667
1000 34.504111111111115
0010 34.57355555555556
1000 34.643
0001 34.71244444444444
0100 34.781888888888886
0001 34.85133333333333
1000 34.92077777777778
0010 34.99022222222222
1000 35.059666666666665
0001 35.12911111111111
0010 35.19855555555556
0100 35.268
1000 35.33744444444444
0100 35.406888888888886
1000 35.47633333333333
0001 35.54577777777778
1000 35.61522222222222
0010 35.684666666666665
0100 35.75411111111111
0001 35.82355555555556
0100 36.101333333333336
1000 36.379111111111115
0100 36.65688888888889
0001 36.79577777777778
0100 36.93466666666667
0010 37.07355555555556
1000 37.21244444444445
0100 37.351333333333336
0001 37.49022222222223
0100 37.629111111111115
0010 37.76800000000001
0001 37.90688888888889
1000 38.04577777777778
0010 38.11522222222222
0100 38.184666666666665
0001 38.254111111111115
1000 38.32355555555556
0001 38.393
0010 38.46244444444444
0100 38.53188888888889
1000 38.601333333333336
0100 38.67077777777778
1000 38.74022222222222
0001 38.809666666666665
0100 38.879111111111115
0010 38.94855555555556
1000 39.018
0010 39.08744444444444
1000 39.15688888888889
0001 39.226333333333336
1000 39.29577777777778
0100 39.36522222222223
0010 39.43466666666667
0001 39.504111111111115
1000 39.57355555555556
0010 39.64300000000001
1000 39.71244444444445
0001 39.78188888888889
0100 39.851333333333336
0010 39.92077777777778
1000 39.99022222222223
0001 40.05966666666667
0010 40.129111111111115
0100 40.19855555555556
2000 40.268
3002 40.54577777777778
0103 40.754111111111115
0010 40.82355555555556
