TITLE Megitsune
BPM   142.0
NOTES
1001 7.82156338028169
1000 8.244098591549296
1010 8.6666338028169
0010 9.089169014084508
0110 9.511704225352112
0100 9.934239436619718
0101 10.356774647887324
0001 10.568042253521126
0010 10.779309859154928
0100 10.990577464788732
1000 11.061
0100 11.131422535211268
2000 11.201845070422536
3001 11.624380281690142
0001 11.835647887323944
0001 12.046915492957748
0001 12.25818309859155
0001 12.469450704225352
0001 12.680718309859156
0100 12.891985915492958
0010 13.10325352112676
1000 13.208887323943662
0001 13.420154929577466
1000 13.525788732394366
0100 13.631422535211268
0010 13.73705633802817
0001 13.807478873239436
0010 13.877901408450704
0001 13.948323943661972
1000 14.01874647887324
0001 14.089169014084508
2000 14.159591549295776
3001 14.58212676056338
0010 14.687760563380282
0100 14.793394366197182
1000 14.899028169014084
0100 15.110295774647888
1000 15.32156338028169
0001 15.427197183098592
0100 15.638464788732394
0001 15.849732394366196
1000 15.955366197183098
0100 16.061
0010 16.2722676056338
0100 16.377901408450704
1000 16.483535211267604
0001 16.589169014084504
1000 16.80043661971831
0010 17.011704225352112
1000 17.117338028169012
0100 17.328605633802816
0010 17.53987323943662
0100 17.64550704225352
1000 17.75114084507042
0010 17.962408450704224
1000 18.068042253521124
0001 18.173676056338028
1000 18.279309859154928
0100 18.490577464788732
0010 18.701845070422532
0001 18.807478873239436
1000 19.01874647887324
0001 19.23001408450704
0100 19.335647887323944
0001 19.441281690140844
0001 19.652549295774648
0001 19.773273641851105
1000 20.014722334004023
0001 20.25617102615694
1000 20.3768953722334
0100 20.618344064386317
1000 20.859792756539235
0010 20.980517102615693
0100 21.101241448692154
0010 21.34269014084507
1000 21.46341448692153
0001 21.58413883299799
1000 21.704863179074447
0100 21.946311871227365
0010 22.187760563380284
0001 22.30848490945674
0100 22.54993360160966
0100 22.791382293762577
1000 23.032830985915492
0001 23.138464788732392
1000 23.244098591549296
0010 23.349732394366196
0100 23.561
0001 23.7722676056338
0010 23.877901408450704
0100 24.089169014084508
1000 24.300436619718308
0001 24.406070422535212
1000 24.511704225352112
0100 24.722971830985916
0010 24.828605633802816
0001 24.93423943661972
1000 25.03987323943662
0001 25.251140845070424
0100 25.462408450704224
0010 25.568042253521128
1000 25.77930985915493
0001 25.990577464788732
0010 26.096211267605636
0001 26.201845070422536
0001 26.413112676056336
0001 26.533837022132793
1000 26.77528571428571
0001 27.01673440643863
1000 27.137458752515087
0010 27.378907444668005
0100 27.620356136820924
0010 27.74108048289738
1000 27.861804828973842
0100 28.10325352112676
0010 28.20888732394366
0001 28.314521126760564
1000 28.420154929577464
0001 28.631422535211268
0100 28.842690140845068
0010 28.948323943661972
1000 29.159591549295776
0001 29.370859154929576
0010 29.441281690140844
0100 29.511704225352112
1000 29.58212676056338
0100 29.652549295774648
0010 29.722971830985916
0001 29.793394366197184
1000 30.004661971830988
0010 30.110295774647888
0100 30.215929577464788
0001 30.427197183098592
0010 30.532830985915492
0100 30.744098591549296
1000 30.9553661971831
0001 31.061
0100 31.272267605633804
0010 31.483535211267604
1000 31.589169014084504
0010 31.694802816901408
1000 31.800436619718308
0001 31.90607042253521
0001 32.117338028169016
0010 32.328605633802816
1000 32.43423943661972
0010 32.539873239436616
1000 32.64550704225352
0001 32.751140845070424
0001 32.962408450704224
1000 33.173676056338024
0001 33.384943661971825
0100 33.49057746478873
0010 33.59621126760563
1000 33.80747887323943
0100 33.913112676056336
0010 34.12438028169014
0100 34.33564788732394
1000 34.44128169014084
0001 34.65254929577464
1000 34.86381690140845
0010 34.96945070422535
1000 35.07508450704225
0001 35.18071830985915
0100 35.286352112676056
0100 35.497619718309856
1000 35.70888732394366
0010 35.81452112676056
1000 35.920154929577464
0001 36.02578873239436
0100 36.131422535211264
0010 36.23705633802817
0100 36.342690140845065
0010 36.44832394366197
1000 36.55395774647887
0001 36.76522535211267
0100 36.870859154929576
0001 36.97649295774648
0100 37.18776056338028
0010 37.293394366197184
