TITLE Sparkler
BPM   188.0
NOTES
2001 2.533
3010 2.8521489361702126
0200 3.011723404255319
0310 3.4904468085106384
2000 3.6500212765957447
0002 3.9691702127659574
3003 4.2883191489361705
2010 6.203212765957447
3100 6.681936170212767
0020 6.841510638297873
0031 7.320234042553192
1000 7.479808510638298
1001 7.639382978723404
0002 8.596829787234043
0023 8.915978723404255
0032 9.235127659574468
0203 9.55427659574468
0320 9.873425531914894
2030 10.192574468085107
3002 10.511723404255319
2003 10.830872340425532
3200 11.150021276595744
0320 11.469170212765958
0032 11.681936170212767
0230 12.320234042553192
2300 12.745765957446809
3000 13.064914893617022
0001 14.979808510638298
0100 15.139382978723404
0020 15.511723404255319
0230 15.724489361702126
0320 16.150021276595744
2030 16.575553191489362
3002 16.894702127659578
0023 17.21385106382979
0230 17.533
2300 17.852148936170213
3001 18.2168905775076
0200 18.399261398176293
0020 18.946373860182373
0130 19.44789361702128
2000 19.607468085106387
3001 20.086191489361706
1000 20.245765957446814
0001 22.00108510638298
2000 22.320234042553196
3010 22.4798085106383
0100 22.559595744680855
0010 22.639382978723408
0100 22.71917021276596
0001 22.798957446808515
1001 22.95853191489362
1000 23.118106382978727
0100 23.27768085106383
0010 23.43725531914894
0010 23.75640425531915
0100 23.91597872340426
1000 24.075553191489362
1000 24.394702127659578
0001 24.554276595744682
0100 24.873425531914897
0100 25.033
0010 25.19257446808511
1000 25.352148936170217
0001 25.51172340425532
0010 25.67129787234043
0110 25.830872340425532
0100 26.150021276595748
1000 26.309595744680852
0001 26.46917021276596
1000 26.628744680851064
0010 26.94789361702128
0100 27.107468085106383
0001 27.26704255319149
0010 27.346829787234043
0100 27.4266170212766
0010 27.586191489361703
0001 27.74576595744681
1000 27.905340425531918
0010 27.98512765957447
0100 28.064914893617022
0010 28.22448936170213
1010 28.384063829787234
1000 28.70321276595745
0001 28.862787234042553
0010 29.02236170212766
0100 29.181936170212765
0100 29.501085106382984
0010 29.660659574468088
0001 29.820234042553196
1000 29.900021276595748
0010 29.979808510638303
1000 30.059595744680855
0001 30.139382978723408
0100 30.298957446808515
0010 30.618106382978727
1000 30.777680851063835
1001 30.93725531914894
0001 31.256404255319154
0010 31.41597872340426
0001 31.575553191489366
1000 31.735127659574474
1000 32.05427659574468
0001 32.213851063829786
0100 32.3734255319149
0010 32.453212765957446
0100 32.533
0001 32.61278723404256
1000 32.692574468085105
0100 32.77236170212766
0010 32.85214893617022
0001 33.01172340425532
1000 33.091510638297876
0010 33.171297872340425
0010 33.330872340425536
0100 33.49044680851064
0001 33.650021276595744
0001 33.96917021276596
1000 34.128744680851064
0100 34.288319148936175
0010 34.60746808510638
0011 34.767042553191494
0001 35.0861914893617
0001 35.245765957446814
1000 35.40534042553192
0010 35.56491489361702
0100 35.72448936170213
0001 35.88406382978724
1001 36.04363829787235
1000 36.36278723404256
0100 36.52236170212767
0010 36.68193617021277
0001 36.841510638297876
0001 37.160659574468085
1000 37.320234042553196
0010 37.4798085106383
1000 37.559595744680855
0010 37.639382978723404
0100 37.71917021276596
0001 37.798957446808515
0010 37.95853191489362
0100 38.11810638297872
1000 38.19789361702128
0001 38.277680851063835
0001 38.43725531914894
0010 38.59682978723405
0100 38.756404255319154
1000 39.07555319148937
0010 39.235127659574474
0100 39.39470212765958
0001 39.713851063829786
0100 39.8734255319149
0001 40.033
1000 40.11278723404256
0001 40.192574468085105
0010 40.27236170212766
0100 40.35214893617022
1000 40.51172340425532
0001 40.671297872340425
0001 40.830872340425536
2000 41.15002127659575
3020 41.46917021276596
0230 41.788319148936175
0301 42.10746808510638
0010 42.26704255319149
0100 42.34682978723404
1000 42.4266170212766
0001 42.50640425531915
1000 42.5861914893617
0010 42.74576595744681
1000 42.82555319148936
0010 42.90534042553192
1000 42.98512765957447
0001 43.06491489361702
0011 43.38406382978724
0010 43.54363829787234
0100 43.70321276595745
1000 43.86278723404256
0001 43.94257446808511
1000 44.02236170212766
0010 44.10214893617022
0100 44.18193617021277
0010 44.341510638297876
2010 44.50108510638298
3001 44.820234042553196
0011 44.97980851063831
0010 45.298957446808515
0010 45.458531914893626
0100 45.61810638297873
1000 45.777680851063835
0001 45.93725531914894
0100 46.09682978723404
0010 46.256404255319154
1000 46.41597872340426
1000 46.735127659574474
0001 46.89470212765958
0200 47.05427659574468
0310 47.3734255319149
1010 47.53300000000001
1000 47.77236170212767
0001 47.85214893617022
1000 47.93193617021277
0100 48.01172340425533
0010 48.17129787234043
0001 48.330872340425536
0100 48.41065957446809
0010 48.49044680851064
0010 48.650021276595744
1000 48.809595744680855
0001 48.96917021276596
0010 49.288319148936175
0001 49.44789361702128
2000 49.60746808510638
3001 49.9266170212766
0101 50.08619148936171
0100 50.32555319148937
0001 50.40534042553192
1000 50.485127659574474
0100 50.56491489361703
0010 50.72448936170213
0100 50.88406382978724
1000 51.04363829787234
1000 51.203212765957446
0001 51.36278723404256
0100 51.52236170212766
0010 51.841510638297876
1000 52.00108510638298
0001 52.160659574468085
1000 52.4798085106383
1100 52.63938297872341
0100 52.87874468085107
1000 52.95853191489362
0001 53.038319148936175
1000 53.11810638297873
0010 53.19789361702128
0100 53.277680851063835
0001 53.35746808510639
0100 53.43725531914894
0001 53.517042553191494
1000 53.59682978723404
1000 53.75640425531915
0100 53.91597872340426
0010 54.07555319148936
0001 54.39470212765958
1000 54.55427659574468
0010 54.713851063829786
0100 55.033
0101 55.19257446808511
0001 55.51172340425532
0001 55.67129787234043
0010 55.830872340425536
0100 55.99044680851064
1000 56.15002127659575
0001 56.309595744680855
1000 56.46917021276597
0010 56.62874468085107
0100 56.947893617021286
0010 57.10746808510639
0100 57.267042553191494
0001 57.5861914893617
0011 57.745765957446814
0010 57.985127659574474
0100 58.06491489361702
0100 58.22448936170213
1000 58.38406382978724
0001 58.54363829787234
0100 58.6234255319149
0010 58.70321276595745
1000 58.86278723404256
0010 59.02236170212767
0100 59.18193617021277
0001 59.50108510638299
0010 59.66065957446809
0100 59.820234042553196
1000 60.139382978723404
1001 60.298957446808515
0001 60.538319148936175
0100 60.61810638297872
0010 60.69789361702128
1000 60.777680851063835
0001 60.93725531914894
0010 61.09682978723404
0100 61.256404255319154
1000 61.41597872340426
0001 61.57555319148937
1000 61.735127659574474
0010 62.05427659574469
0100 62.21385106382979
0001 62.3734255319149
1000 62.533
0100 62.692574468085105
0010 62.77236170212766
0001 62.85214893617022
1000 62.931936170212765
0001 63.01172340425532
0100 63.171297872340425
0010 63.25108510638298
1000 63.330872340425536
0001 63.410659574468085
0010 63.49044680851064
0100 63.570234042553196
0010 63.650021276595744
0100 63.7298085106383
0010 63.809595744680855
0001 63.96917021276596
1000 64.12874468085107
0010 64.28831914893617
1000 64.36810638297872
0001 64.44789361702128
0010 64.52768085106383
0100 64.60746808510639
0010 64.76704255319149
0001 64.9266170212766
1000 65.2457659574468
1010 65.40534042553192
0010 65.72448936170213
0010 65.88406382978724
0100 66.04363829787235
0001 66.20321276595745
0010 66.36278723404256
0100 66.52236170212765
1000 66.68193617021277
0001 66.84151063829788
1000 67.16065957446808
0001 67.3202340425532
0010 67.4798085106383
0100 67.79895744680852
1100 67.95853191489361
1000 68.19789361702128
0001 68.27768085106383
1000 68.35746808510638
0100 68.43725531914893
0010 68.59682978723404
0001 68.75640425531915
0100 68.8361914893617
0010 68.91597872340427
1000 69.07555319148938
0010 69.23512765957447
0100 69.39470212765958
0001 69.7138510638298
0010 69.8734255319149
0100 70.03300000000002
1000 70.35214893617022
0001 70.51172340425532
1000 70.67129787234043
0010 70.75108510638299
1000 70.83087234042554
0001 70.91065957446808
0010 70.99044680851064
0100 71.15002127659575
1000 71.30959574468086
0010 71.46917021276596
0010 71.62874468085107
0100 71.78831914893617
0001 71.94789361702128
1000 72.26704255319149
0100 72.4266170212766
0010 72.58619148936171
0100 72.90534042553192
1000 73.06491489361701
0001 73.22448936170213
0100 73.30427659574468
0001 73.38406382978724
1000 73.54363829787233
0100 73.70321276595745
0010 73.86278723404256
0001 73.9425744680851
1000 74.02236170212767
1000 74.18193617021278
0010 74.34151063829788
0100 74.50108510638299
0001 74.8202340425532
1000 74.9798085106383
0001 75.13938297872342
0010 75.45853191489363
0110 75.61810638297872
0100 75.93725531914895
0100 76.09682978723404
1000 76.25640425531915
0001 76.41597872340427
0100 76.57555319148936
0010 76.73512765957447
0100 76.89470212765957
0001 77.05427659574468
1000 77.37342553191489
0100 77.533
0010 77.69257446808511
0100 78.01172340425533
1100 78.17129787234043
1000 78.4106595744681
0001 78.49044680851065
0100 78.5702340425532
0010 78.65002127659575
1000 78.80959574468086
0010 78.96917021276597
0100 79.04895744680852
0001 79.12874468085107
0001 79.28831914893618
0010 79.44789361702128
0100 79.60746808510639
0010 79.9266170212766
0001 80.08619148936171
1000 80.24576595744682
0010 80.56491489361703
1000 80.72448936170213
0001 80.88406382978724
1000 80.9638510638298
0010 81.04363829787235
0100 81.12342553191489
0001 81.20321276595745
0010 81.36278723404256
0100 81.68193617021277
0100 81.84151063829788
1000 82.00108510638297
0001 82.16065957446808
0100 82.47980851063829
0010 82.6393829787234
1000 82.79895744680852
0001 82.95853191489363
0010 83.11810638297874
0100 83.19789361702128
1000 83.27768085106383
0001 83.35746808510639
1000 83.43725531914895
0010 83.59682978723406
1000 83.6766170212766
0100 83.75640425531915
0010 83.83619148936171
0001 83.91597872340427
1000 83.99576595744682
0001 84.07555319148938
1000 84.15534042553192
0002 84.23512765957447
0103 84.55427659574468
0020 84.7138510638298
0130 85.033
0001 85.19257446808511
2000 85.35214893617022
3100 85.67129787234043
0110 85.83087234042553
0001 86.15002127659575
0001 86.30959574468085
1000 86.46917021276596
0020 86.62874468085107
0130 86.9478936170213
0001 87.10746808510639
0020 87.2670425531915
0130 87.58619148936171
1000 87.74576595744682
0002 87.90534042553193
1003 88.22448936170214
0010 88.38406382978724
1000 88.54363829787235
0100 88.6234255319149
0010 88.70321276595746
0001 88.783
1000 88.86278723404256
0001 89.02236170212767
0100 89.18193617021278
0020 89.34151063829788
2030 89.8202340425532
3002 90.1393829787234
0023 90.45853191489363
0031 90.77768085106383
1000 90.93725531914893
0001 91.09682978723404
0100 91.1766170212766
0010 91.25640425531915
1000 91.3361914893617
0001 91.41597872340425
0010 91.57555319148936
0100 91.73512765957447
2000 91.89470212765958
3010 92.69257446808511
0100 92.85214893617022
0002 93.01172340425533
1003 93.49044680851064
0100 93.65002127659575
1000 93.7298085106383
0001 93.80959574468086
0100 93.8893829787234
0010 93.96917021276596
1000 94.04895744680852
0001 94.12874468085107
0010 94.20853191489363
0001 94.28831914893618
0010 94.36810638297872
0002 94.44789361702128
1003 94.76704255319149
0020 94.9266170212766
0130 95.2457659574468
0001 95.40534042553192
0020 95.56491489361703
0130 95.88406382978725
1100 96.04363829787235
1000 96.36278723404257
1000 96.52236170212767
0001 96.68193617021278
0200 96.84151063829789
0310 97.79895744680852
1000 97.95853191489363
0002 98.11810638297874
0013 98.43725531914895
0100 98.59682978723404
0010 98.75640425531915
0001 98.83619148936171
1000 98.91597872340427
0010 98.9957659574468
0100 99.07555319148936
0010 99.23512765957447
1000 99.39470212765958
0001 99.47448936170213
1000 99.55427659574468
0100 99.7138510638298
0010 99.87342553191489
0001 100.033
1000 100.35214893617021
0010 100.51172340425532
0200 100.67129787234043
0301 100.99044680851065
1000 101.15002127659575
0001 101.30959574468086
0010 101.38938297872342
0001 101.46917021276597
0010 101.54895744680852
0100 101.62874468085107
1000 101.78831914893618
0001 101.9478936170213
0200 102.10746808510639
0310 102.4266170212766
1000 102.58619148936171
0001 102.74576595744682
0010 102.90534042553192
0100 103.06491489361703
1000 103.22448936170214
0001 103.38406382978724
0100 103.54363829787235
0010 103.62342553191489
0100 103.70321276595745
0001 103.783
0010 103.86278723404256
0100 104.02236170212767
1000 104.10214893617021
0100 104.18193617021277
1000 104.26172340425532
0001 104.34151063829788
1000 104.42129787234043
0001 104.50108510638299
1000 104.58087234042553
0020 104.66065957446808
