TITLE Rip=Release
BPM   115.0
NOTES
1001 2.088695652173913
1000 2.349565217391304
0010 2.48
0100 2.6104347826086953
0010 2.740869565217391
1000 3.132173913043478
0010 3.262608695652174
0100 3.3930434782608696
0010 3.5234782608695654
1000 3.9147826086956523
1010 4.175652173913043
0010 4.436521739130434
0100 4.566956521739131
0001 4.697391304347827
0100 4.827826086956522
0010 5.219130434782608
0100 5.349565217391305
0001 5.48
0100 5.610434782608696
0010 6.001739130434782
0110 6.2626086956521725
0001 6.523478260869565
0100 6.65391304347826
0010 6.784347826086956
1000 6.914782608695651
0001 7.306086956521739
0100 7.436521739130434
0010 7.5669565217391295
1000 7.697391304347827
0010 8.088695652173913
1010 8.349565217391305
1000 8.610434782608696
0001 8.740869565217391
1000 8.871304347826086
0001 9.001739130434782
1000 9.39304347826087
0001 9.523478260869565
1000 9.653913043478262
0001 9.784347826086957
0100 10.175652173913043
2020 10.436521739130436
0002 10.697391304347827
3030 10.958260869565217
1100 11.48
0003 12.001739130434782
1100 12.262608695652172
2002 12.523478260869565
0010 12.784347826086956
0010 13.56695652173913
3003 14.088695652173913
1000 14.349565217391303
0220 14.610434782608696
0002 14.871304347826086
0330 15.132173913043477
1010 15.653913043478259
0003 16.175652173913043
0101 16.436521739130434
0120 16.697391304347825
0030 17.21913043478261
1010 17.48
0210 17.74086956521739
0301 18.001739130434782
1000 18.088695652173914
0001 18.175652173913043
1000 18.262608695652172
0010 18.784347826086954
0100 19.045217391304345
0100 19.30608695652174
0010 19.436521739130434
1000 19.82782608695652
1000 20.08869565217391
0001 20.219130434782606
0001 20.48
1000 20.610434782608696
0001 21.132173913043477
0001 21.39304347826087
0100 21.523478260869567
0100 21.914782608695653
0010 22.175652173913043
1000 22.30608695652174
1000 22.56695652173913
0010 22.697391304347825
0100 23.21913043478261
0100 23.48
0010 23.610434782608696
0010 24.001739130434782
1000 24.262608695652172
0100 24.393043478260868
0100 24.65391304347826
1000 24.784347826086954
1000 25.306086956521735
1000 25.56695652173913
0001 25.697391304347825
0001 26.08869565217391
0100 26.219130434782606
0010 26.3495652173913
0100 26.479999999999997
0010 26.610434782608696
1000 26.871304347826086
0002 27.393043478260868
0013 27.784347826086957
1200 28.175652173913043
0001 28.56695652173913
0300 28.697391304347825
1100 28.958260869565216
1000 29.48
0010 29.610434782608696
1000 29.74086956521739
0010 29.871304347826086
0100 30.001739130434782
0010 30.132173913043477
0200 30.262608695652172
0310 30.65391304347826
1000 30.784347826086957
0100 30.914782608695653
0020 31.045217391304348
0031 31.30608695652174
2000 31.566956521739133
3010 31.95826086956522
0102 32.3495652173913
0010 32.74086956521739
0003 32.87130434782608
0101 33.132173913043474
0001 33.393043478260864
2000 33.653913043478255
3010 34.04521739130434
1000 34.436521739130434
0100 34.56695652173913
1000 34.697391304347825
0100 34.82782608695652
0010 34.958260869565216
0001 35.48
0100 35.74086956521739
0010 36.00173913043478
0100 36.26260869565217
0001 36.52347826086956
1000 36.78434782608696
0100 37.04521739130434
0010 37.30608695652173
0001 37.43652173913043
0010 37.50173913043478
0001 37.56695652173912
0010 37.82782608695651
0001 38.088695652173904
0100 38.349565217391294
0010 38.610434782608685
1000 38.87130434782608
0100 39.132173913043474
1000 39.393043478260864
0010 39.52347826086956
1000 39.58869565217391
0010 39.653913043478255
1000 39.914782608695646
0100 40.175652173913036
1000 40.43652173913043
0010 40.697391304347825
0100 40.958260869565216
0010 41.219130434782606
0100 41.48
0001 41.74086956521739
0100 42.132173913043474
0001 42.52347826086956
1001 42.78434782608695
1001 43.17565217391304
1001 43.56695652173912
1000 43.82782608695651
0010 44.088695652173904
0100 44.349565217391294
0001 44.610434782608685
0100 44.871304347826076
0010 45.132173913043474
1000 45.393043478260864
0010 45.653913043478255
0100 45.78434782608695
0010 45.8495652173913
0100 45.914782608695646
0010 46.30608695652173
1000 46.69739130434782
0010 47.219130434782606
1000 47.74086956521739
0001 48.00173913043478
0100 48.26260869565217
0010 48.393043478260864
1000 48.78434782608695
0010 49.17565217391304
0100 49.56695652173912
0001 49.84521739130434
0010 50.123478260869554
0001 50.540869565217385
0100 50.95826086956521
0101 51.51478260869565
0010 52.07130434782608
1000 52.3495652173913
0001 52.62782608695652
0100 52.90608695652173
0001 53.04521739130434
0100 53.32347826086956
0001 53.462608695652165
0100 53.74086956521739
0010 54.00173913043478
1000 54.132173913043474
0001 54.197391304347825
1000 54.26260869565217
0001 54.52347826086956
0100 54.78434782608695
0010 55.04521739130434
1000 55.30608695652173
0010 55.56695652173913
0100 55.82782608695652
0001 56.08869565217391
0100 56.219130434782606
0001 56.28434782608696
0100 56.3495652173913
0010 56.61043478260869
1000 56.87130434782608
0100 57.132173913043474
1000 57.26260869565217
0100 57.52347826086957
1000 57.65391304347826
0010 57.914782608695646
0100 58.19304347826086
0010 58.47130434782608
1000 58.88869565217391
0001 59.30608695652173
0110 59.86260869565217
1000 60.4191304347826
0010 60.697391304347825
0100 60.97565217391304
0001 61.253913043478256
0100 61.393043478260864
0001 61.53217391304347
0100 61.67130434782608
0001 61.81043478260869
1000 62.08869565217391
0010 62.3495652173913
1000 62.48
0001 62.54521739130435
1000 62.61043478260869
0010 63.00173913043478
0100 63.393043478260864
0001 63.91478260869565
1000 64.43652173913044
0100 64.69739130434783
1000 64.95826086956522
0001 65.21913043478261
0100 65.48
0010 65.6104347826087
0100 65.7408695652174
0010 65.8713043478261
0100 66.00173913043479
0010 66.26260869565218
1000 66.52347826086957
0100 66.78434782608696
1000 67.30608695652174
0001 67.82782608695652
0100 68.08869565217391
0001 68.3495652173913
0010 68.48
0001 68.61043478260869
0010 68.7408695652174
0001 68.87130434782608
0010 69.13217391304347
0100 69.39304347826086
1000 69.65391304347825
0100 69.78434782608696
0010 69.91478260869565
0100 70.17565217391304
0010 70.30608695652174
0001 70.43652173913044
1000 70.69739130434783
0010 70.95826086956522
0100 71.34956521739132
0010 71.7408695652174
1000 72.26260869565218
0001 72.78434782608696
0010 73.04521739130435
0100 73.43652173913044
1000 73.82782608695652
0010 74.08869565217391
0100 74.21913043478261
0001 74.3495652173913
0100 74.61043478260869
0010 74.7408695652174
1000 74.87130434782608
0001 75.13217391304347
0100 75.52347826086957
0010 75.91478260869565
1100 76.17565217391304
1100 76.56695652173913
1100 76.95826086956522
1000 77.21913043478261
0001 77.34956521739132
0100 77.48
0010 77.7408695652174
1000 77.8713043478261
0001 78.00173913043479
0100 78.26260869565218
0010 78.39304347826088
1000 78.52347826086957
0010 78.78434782608696
0100 78.91478260869566
0001 79.04521739130435
1000 79.30608695652174
0001 79.69739130434783
0010 80.08869565217391
0001 80.61043478260869
0100 81.13217391304347
0001 81.39304347826086
1000 81.78434782608696
0100 82.17565217391304
0001 82.30608695652174
0100 82.43652173913043
0001 82.56695652173913
0100 82.69739130434782
0010 82.95826086956522
0100 83.25639751552795
1010 83.85267080745342
1100 84.59801242236026
1000 85.04521739130435
0100 85.17565217391305
0010 85.30608695652174
0100 85.43652173913044
1000 85.56695652173913
0010 85.82782608695652
0100 85.95826086956522
0100 86.21913043478261
0120 86.48
1030 86.87130434782608
0001 87.13217391304347
1000 87.39304347826086
0010 87.65391304347825
1000 87.91478260869565
0010 88.04521739130435
0010 88.30608695652174
0200 88.56695652173913
0100 89.21913043478261
0001 89.35826086956523
0010 89.49739130434783
0100 89.63652173913044
1000 89.91478260869566
0001 90.05391304347826
0001 90.33217391304348
0201 90.6104347826087
0310 91.02782608695652
0001 91.44521739130435
1000 91.72347826086957
0010 92.00173913043479
0100 92.14086956521739
0100 92.4191304347826
0010 92.69739130434783
1000 92.83652173913043
0010 92.97565217391305
1000 93.25391304347826
0010 93.39304347826086
1000 93.52347826086957
0010 93.65391304347825
0100 93.78434782608696
0010 93.91478260869565
0100 94.17565217391304
0001 94.30608695652174
0001 94.56695652173913
2001 94.82782608695652
3010 95.2191304347826
0001 95.61913043478262
0010 95.89739130434783
0001 96.17565217391305
0100 96.31478260869565
0100 96.59304347826087
0002 96.8713043478261
1003 97.28869565217391
0001 97.56695652173913
0100 97.82782608695652
0010 98.08869565217391
1000 98.3495652173913
0010 98.48
0100 98.87130434782608
0001 99.13217391304347
0010 99.39304347826086
0001 99.52347826086957
1000 99.79304347826087
0010 100.07130434782609
0100 100.4886956521739
0001 100.76695652173912
0100 101.18434782608695
0010 101.60173913043478
1000 102.00173913043479
0001 102.26260869565218
1000 102.39304347826088
0001 102.65391304347827
1000 102.78434782608696
0001 103.04521739130435
1000 103.17565217391305
0001 103.43652173913044
1000 103.56695652173913
0001 103.82782608695652
1000 103.91478260869565
0001 104.00173913043479
1000 104.08869565217391
0001 104.17565217391304
1000 104.26260869565218
0001 104.3495652173913
0010 104.61043478260869
0001 104.7408695652174
0011 105.00173913043479
0100 105.39304347826086
0010 105.52347826086957
0100 105.65391304347825
0001 105.78434782608696
0100 105.91478260869566
1001 106.17565217391305
0100 106.43652173913044
0010 106.69739130434783
1000 106.82782608695653
1010 107.08869565217393
0010 107.48
0100 107.6104347826087
0010 107.7408695652174
1000 107.8713043478261
0010 108.00173913043479
0110 108.26260869565218
0001 108.52347826086957
1000 108.78434782608696
0010 108.91478260869566
1010 109.17565217391305
0100 109.56695652173913
0001 109.69739130434783
0010 109.82782608695652
0001 109.95826086956522
0100 110.08869565217391
0101 110.3495652173913
0010 110.61043478260869
0100 110.87130434782608
