TITLE Vanessa
BPM   185.0
NOTES
1001 5.112864864864865
1000 5.329081081081082
0001 5.43718918918919
1001 5.761513513513514
0110 6.085837837837839
1001 6.4101621621621625
1000 6.626378378378379
0100 6.734486486486487
1100 7.058810810810812
0011 7.383135135135135
1001 7.70745945945946
1000 7.9236756756756765
0001 8.031783783783784
0010 8.139891891891892
0100 8.248
0010 8.356108108108108
0100 8.464216216216217
1000 8.572324324324324
0001 8.680432432432433
0010 8.78854054054054
0100 8.896648648648648
0010 9.004756756756757
0100 9.112864864864864
1000 9.220972972972973
0001 9.32908108108108
0100 9.437189189189189
0001 9.545297297297296
0100 9.653405405405405
0001 9.761513513513512
0100 9.86962162162162
0010 9.97772972972973
1000 10.085837837837836
0010 10.193945945945945
1000 10.302054054054054
0010 10.41016216216216
1000 10.51827027027027
0002 10.626378378378378
0003 11.599351351351352
1000 11.923675675675677
0100 12.031783783783785
0010 12.139891891891892
0001 12.248000000000001
0010 12.356108108108108
0100 12.464216216216217
1000 12.572324324324326
0010 12.680432432432433
0100 12.788540540540541
0001 12.89664864864865
0100 13.004756756756757
0010 13.112864864864866
1000 13.220972972972973
1100 13.545297297297298
1001 13.869621621621622
1010 14.193945945945947
0110 14.51827027027027
0101 14.842594594594594
0001 15.166918918918919
0100 15.275027027027026
0010 15.383135135135134
1000 15.491243243243243
0001 15.59935135135135
0010 15.707459459459459
0100 15.815567567567568
1100 16.139891891891892
1001 16.46421621621622
0110 16.78854054054054
1001 17.112864864864868
0101 17.43718918918919
1000 17.761513513513517
0010 17.869621621621626
1000 17.977729729729734
0001 18.08583783783784
0100 18.19394594594595
0001 18.302054054054057
1000 18.410162162162163
0001 18.734486486486485
0010 18.842594594594594
0100 18.950702702702703
1000 19.05881081081081
1100 19.383135135135134
1000 19.599351351351352
0001 19.70745945945946
1000 20.031783783783784
0100 20.139891891891892
0010 20.248
0001 20.35610810810811
0001 20.572324324324324
1000 20.680432432432433
1000 20.89664864864865
0001 21.00475675675676
0010 21.112864864864868
0100 21.220972972972977
1000 21.329081081081082
0001 21.43718918918919
0100 21.5452972972973
0010 21.653405405405408
1000 21.761513513513517
0001 21.869621621621622
1000 21.97772972972973
0100 22.08583783783784
1000 22.19394594594595
0001 22.302054054054057
0010 22.410162162162166
0100 22.518270270270275
1000 22.62637837837838
1000 22.842594594594598
0100 22.950702702702706
0100 23.16691891891892
0010 23.27502702702703
0010 23.491243243243247
0001 23.599351351351356
0011 23.92367567567568
1001 24.248000000000005
0110 24.572324324324327
1001 24.89664864864865
1100 25.220972972972973
0100 25.5452972972973
0010 25.653405405405408
0001 25.761513513513517
0010 25.869621621621622
0001 25.97772972972973
1000 26.08583783783784
0001 26.19394594594595
0011 26.51827027027027
0110 26.842594594594598
0011 27.16691891891892
1001 27.491243243243247
1010 27.81556756756757
0001 28.139891891891896
0100 28.248000000000005
0001 28.356108108108113
1000 28.46421621621622
0001 28.572324324324327
0010 28.680432432432436
0100 28.78854054054054
1000 29.112864864864864
0001 29.220972972972973
1000 29.329081081081082
0010 29.43718918918919
1010 29.761513513513513
0010 29.97772972972973
0100 30.08583783783784
0001 30.410162162162163
1000 30.51827027027027
0001 30.62637837837838
0100 30.73448648648649
0100 30.950702702702703
0010 31.05881081081081
0010 31.27502702702703
1000 31.383135135135138
0010 31.491243243243247
0100 31.599351351351356
0001 31.70745945945946
1000 31.81556756756757
0100 31.92367567567568
0010 32.03178378378379
0001 32.13989189189189
0010 32.248
0100 32.35610810810811
0010 32.464216216216215
0001 32.57232432432432
1000 32.68043243243243
0100 32.78854054054054
1000 32.89664864864865
0100 33.004756756756755
0010 33.11286486486487
0100 33.22097297297297
1000 33.32908108108108
0001 33.43718918918919
1000 33.545297297297296
0001 33.65340540540541
1000 33.76151351351351
0001 33.86962162162162
1000 33.97772972972973
1010 34.62637837837838
1001 35.27502702702703
0101 35.923675675675675
0110 36.57232432432432
1010 37.220972972972966
1001 37.86962162162162
0011 38.518270270270264
0110 39.16691891891892
1001 39.81556756756756
0101 40.464216216216215
1010 41.11286486486486
1100 41.76151351351351
0011 42.41016216216216
0001 43.05881081081081
0100 43.16691891891892
0001 43.27502702702703
0100 43.383135135135134
0010 43.59935135135135
1000 43.70745945945946
0100 44.03178378378379
0010 44.248
0001 44.35610810810811
1000 44.57232432432433
0001 44.68043243243243
1001 45.004756756756755
0001 45.329081081081085
0100 45.545297297297296
0010 45.65340540540541
1000 45.869621621621626
0001 45.97772972972973
1000 46.19394594594595
0100 46.302054054054054
0010 46.410162162162166
0001 46.51827027027027
1000 46.626378378378384
0001 46.73448648648649
0010 46.842594594594594
0001 46.950702702702706
1000 47.166918918918924
0001 47.27502702702703
0101 47.59935135135135
0001 47.92367567567568
1000 48.13989189189189
0100 48.248
1000 48.464216216216215
0001 48.57232432432432
0100 48.78854054054054
0001 48.89664864864864
0100 49.004756756756755
0010 49.11286486486486
0100 49.22097297297297
0001 49.32908108108108
1000 49.43718918918918
0100 49.545297297297296
0010 49.6534054054054
0001 49.76151351351351
0010 49.86962162162162
0001 49.97772972972973
1000 50.085837837837836
0001 50.19394594594594
0100 50.302054054054054
0010 50.41016216216216
0100 50.51827027027027
0001 50.62637837837838
1000 50.73448648648648
0100 50.842594594594594
0010 50.9507027027027
0001 51.05881081081081
1000 51.16691891891892
0100 51.27502702702703
0010 51.383135135135134
0001 51.49124324324324
1000 51.59935135135135
0001 51.70745945945946
0010 51.81556756756757
0100 51.923675675675675
0010 52.03178378378378
0001 52.13989189189189
1000 52.248
0010 52.35610810810811
0100 52.464216216216215
0010 52.57232432432433
1000 52.68043243243243
0010 52.78854054054054
0100 52.89664864864865
0001 53.004756756756755
1000 53.11286486486487
0100 53.22097297297297
0010 53.32908108108108
0001 53.43718918918919
1000 53.545297297297296
0100 53.65340540540541
1000 53.76151351351351
1100 54.085837837837836
1001 54.410162162162166
0001 54.62637837837838
2000 54.73448648648649
0100 55.05881081081081
0010 55.383135135135134
3001 55.707459459459464
1000 55.923675675675675
0100 56.03178378378379
0010 56.13989189189189
0100 56.248000000000005
1000 56.35610810810811
0010 56.57232432432433
0100 57.00475675675676
0001 57.22097297297297
1000 57.32908108108108
0001 57.545297297297296
1000 57.6534054054054
0100 57.977729729729724
0010 58.302054054054054
0001 58.518270270270264
1000 58.62637837837838
0010 58.842594594594594
1000 58.9507027027027
0010 59.05881081081081
1000 59.27502702702702
0001 59.49124324324324
0010 59.59935135135135
0100 59.81556756756756
1000 59.923675675675675
0001 60.03178378378378
1000 60.13989189189189
0010 60.248
0100 60.35610810810811
0001 60.464216216216215
0100 60.57232432432432
0100 60.78854054054054
0010 60.89664864864865
0010 61.11286486486486
1000 61.22097297297297
0010 61.32908108108108
0100 61.43718918918919
0001 61.545297297297296
1000 61.65340540540541
0001 61.76151351351351
1000 61.86962162162162
0100 61.97772972972973
0010 62.085837837837836
0001 62.19394594594595
1000 62.302054054054054
0001 62.41016216216216
1000 62.51827027027027
0010 62.62637837837838
0100 62.73448648648649
0010 62.842594594594594
0100 62.950702702702706
0001 63.05881081081081
1000 63.16691891891892
0010 63.27502702702703
0100 63.383135135135134
0010 63.49124324324325
0100 63.59935135135135
0001 63.70745945945946
1000 63.81556756756757
0100 63.923675675675675
1000 64.0317837837838
0100 64.13989189189189
1000 64.248
0100 64.35610810810812
0010 64.46421621621623
0001 64.57232432432433
0010 64.68043243243244
0001 64.78854054054055
0010 64.89664864864866
0001 65.00475675675676
1000 65.11286486486487
0100 65.22097297297299
0010 65.32908108108109
0001 65.4371891891892
0010 65.54529729729731
0100 65.65340540540542
1000 65.76151351351352
0010 65.86962162162163
0100 65.97772972972975
0001 66.08583783783784
0100 66.19394594594596
0010 66.30205405405407
1000 66.41016216216217
1010 66.73448648648649
1001 67.05881081081081
0011 67.38313513513513
1100 67.70745945945947
1001 68.0317837837838
1000 68.35610810810812
0100 68.46421621621623
0010 68.57232432432434
0100 68.68043243243244
1000 68.78854054054055
0001 68.89664864864866
0100 69.00475675675676
0110 69.32908108108109
1010 69.65340540540541
1001 69.97772972972973
0011 70.30205405405407
0101 70.62637837837839
0100 70.95070270270271
0001 71.05881081081083
0100 71.16691891891894
0010 71.27502702702704
1000 71.38313513513515
0001 71.49124324324326
0010 71.59935135135136
0100 71.92367567567568
1000 72.0317837837838
0100 72.1398918918919
1000 72.248
1100 72.57232432432433
1000 72.78854054054055
0100 72.89664864864865
0010 73.22097297297297
0001 73.32908108108109
0010 73.4371891891892
0001 73.5452972972973
0001 73.76151351351352
1000 73.86962162162162
1000 74.08583783783784
0010 74.19394594594596
0100 74.30205405405407
0001 74.41016216216217
1000 74.51827027027028
0100 74.62637837837839
0010 74.7344864864865
0100 74.8425945945946
1000 74.95070270270271
0001 75.05881081081083
0010 75.16691891891892
0100 75.27502702702704
1000 75.38313513513515
0001 75.49124324324325
0100 75.59935135135136
