TITLE Noiseproof
BPM   148.325
NOTES
1001 7.443273723242879
1001 7.654326127261669
0001 7.8653785312804585
0010 7.970904733289853
0001 8.076430935299248
1000 8.287483339318037
0100 8.42818494199723
0100 8.533711144006626
0001 8.674412746685817
0100 8.815114349365011
0100 8.920640551374406
1000 9.0613421540536
2001 9.46585926175628
3020 9.87037636945896
0230 10.0726349233103
0300 10.27489347716164
0002 10.477152031012979
1003 10.67941058486432
1100 10.98279841564133
1000 11.286186246418339
0100 11.387315523344009
0010 11.48844480026968
0002 11.58957407719535
2003 12.297479015675039
3020 12.70199612337772
0230 13.106513231080399
0302 13.30877178493174
2003 13.51103033878308
3001 13.915547446485759
0100 14.171031935561135
0001 14.426516424636512
1000 14.733097811526964
0010 14.869356205700498
0010 14.997098450238187
0001 15.133356844411722
0010 15.269615238585256
0010 15.397357483122944
2000 15.533615877296478
3010 15.837003708073489
0100 15.938132984999159
0001 16.005552502949605
0100 16.07297202090005
0001 16.140391538850498
0100 16.207811056800946
0001 16.27523057475139
1000 16.342650092701838
0100 16.595473285016013
0010 16.848296477330187
0002 17.1516843081072
0003 17.404507500421374
2010 17.45507213888421
3020 17.75845996966122
0130 17.96071852351256
0002 18.162977077363898
2003 18.76975273891792
3200 19.1742698466206
0320 19.57878695432328
0031 19.983304062025958
0001 20.118143097926854
0001 20.252982133827746
1000 20.38782116972864
0010 20.643305658804017
0100 20.898790147879392
0001 21.205371534769846
0100 21.34162992894338
0100 21.469372173481066
0010 21.6056305676546
0100 21.741888961828135
0100 21.869631206365824
0002 22.00588960053936
0003 22.2081481543907
2000 22.41040670824204
3200 22.81492381594472
0320 23.017182369796057
0030 23.219440923647397
0002 23.421699477498738
1003 23.623958031350078
1100 23.927345862127087
1000 24.2307336929041
0001 24.331862969829768
0100 24.43299224675544
0020 24.534121523681108
2030 25.242026462160798
3200 25.64654356986348
0310 26.05106067756616
0001 26.253319231417496
0010 26.455577785268837
0100 26.55670706219451
1000 26.657836339120177
0001 26.725255857070625
1000 26.79267537502107
0001 26.860094892971517
0100 27.02190173605259
0100 27.102805157593124
1000 27.264612000674198
0100 27.42641884375527
0100 27.507322265295805
0001 27.66912910837688
0010 27.83093595145795
0010 27.911839372998486
0100 28.073646216079556
0010 28.23545305916063
0010 28.316356480701167
0001 28.478163323782237
0013 28.882680431484918
0100 28.983809708410586
1000 29.186068262261927
0001 29.2871975391876
0010 29.590585369964607
0002 29.691714646890276
2003 29.893973200741616
3100 30.096231754592957
0110 30.399619585369965
0100 30.703007416146978
1000 30.804136693072646
0001 30.905265969998318
0200 31.006395246923987
0320 31.714300185403676
2030 32.11881729310635
3002 32.523334400809034
1003 33.332368616214396
0100 33.587853105289774
0010 33.84333759436515
0001 33.9455313899953
1000 34.1499189812556
0100 34.28617737542913
0100 34.413919619966826
0001 34.55017801414036
0010 34.686436408313895
0010 34.81417865285158
1000 34.95043704702511
0100 35.15269560087645
0010 35.35495415472779
0001 35.55721270857913
1000 35.75947126243047
0010 35.86060053935614
0200 36.163988370133154
0302 36.36624692398449
2003 36.568505477835835
3020 36.77076403168717
1030 37.3775396932412
0001 37.57979824709253
0001 37.883186077869546
2000 38.18657390864655
3200 38.59109101634923
0320 38.79334957020057
0031 38.99560812405191
1000 39.19786667790325
0001 39.29899595482892
0100 39.40012523175459
0001 39.50125450868026
1000 39.60238378560593
0100 39.66980330355638
1000 39.737222821506826
0100 39.804642339457274
0010 40.00690089330861
0001 40.209159447159955
1000 40.31028872408562
0010 40.41141800101129
0100 40.51254727793697
0001 40.714805831788304
1000 41.01819366256532
0100 41.22045221641665
0010 41.42271077026799
0100 41.675533962582165
1000 41.92835715489634
0001 42.23174498567335
0010 42.33287426259902
0100 42.43400353952469
0010 42.53513281645036
0001 42.63626209337603
0100 42.83852064722737
0010 42.93964992415304
1000 43.04077920107871
0001 43.24303775493005
1000 43.445296308781394
0010 43.54642558570706
0100 43.74868413955841
0001 43.849813416484075
1000 43.95094269340974
0001 44.15320124726108
0010 44.254330524186756
0100 44.45658907803809
2000 44.65884763188943
3001 45.06336473959211
0100 45.26562329344345
0010 45.36675257036912
0200 45.46788184729479
0301 46.27691606270015
1000 46.47917461655149
0010 46.68143317040283
0100 46.7825624473285
0001 46.88369172425417
0100 46.984821001179846
0001 47.085950278105514
1000 47.18707955503118
0100 47.490467385808195
0010 47.69272593965953
0001 47.89498449351087
1000 48.19837232428788
0010 48.29950160121355
0100 48.60288943199056
0010 48.70401870891623
1000 48.90627726276757
0001 49.10853581661891
0010 49.31079437047025
0100 49.51305292432159
0010 49.71531147817293
0001 49.816440755098604
0010 49.91757003202427
0001 50.01869930894994
1000 50.220957862801285
0010 50.42321641665262
0100 50.52434569357829
0001 50.62547497050396
1000 50.726604247429634
0100 50.92886280128097
0010 51.13112135513231
0001 51.333379908983645
1000 51.53563846283499
0100 51.94015557053767
0010 52.04128484746334
0001 52.243543401314675
0010 52.34467267824035
0001 52.54693123209169
1000 52.648060509017355
0010 52.74918978594303
0100 52.95144833979437
0001 53.15370689364571
1000 53.25483617057138
0100 53.35596544749705
0010 53.457094724422724
0001 53.55822400134839
0100 53.76048255519973
0010 53.8616118321254
1000 53.96274110905107
0001 54.16499966290241
0100 54.26612893982808
0001 54.367258216753754
1000 54.56951677060509
0100 54.771775324456435
0010 54.8729046013821
0001 54.97403387830777
0010 55.07516315523345
0100 55.176292432159116
1000 55.37855098601045
0001 55.47968026293612
0100 55.5808095398618
0010 55.78306809371313
1000 55.8841973706388
0001 55.98532664756447
1000 56.18758520141581
0010 56.38984375526715
0100 56.49097303219282
0001 56.59210230911849
0100 56.69323158604416
0010 56.79436086296983
1000 56.99661941682117
0001 57.09774869374684
0010 57.19887797067251
0100 57.40113652452385
0010 57.50226580144952
0001 57.60339507837519
1000 57.80565363222653
0001 58.007912186077874
0010 58.10904146300354
0001 58.21017073992921
0010 58.31130001685489
0100 58.412429293780555
1000 58.61468784763189
0001 58.71581712455756
0100 58.816946401483236
0010 59.01920495533457
1030 59.22146350918591
0001 59.423722063037246
1000 59.82823917073993
0100 59.9293684476656
0010 60.23275627844261
0001 60.63727338614529
1000 60.73840266307096
0010 61.04179049384797
0100 61.44630760155065
0001 61.547436878476326
1000 61.85082470925333
0100 62.053083263104675
0010 62.25534181695601
0001 62.659858924658685
1000 63.064376032361366
0010 63.16550530928704
0100 63.46889314006405
0001 63.87341024776673
1000 63.974539524692396
0100 64.27792735546942
0010 64.48018590932075
0001 64.58131518624643
1000 64.78357374009776
0001 64.88470301702344
0010 65.08696157087478
0100 65.18809084780045
2000 65.28922012472611
3001 65.6937372324288
0100 66.09825434013148
0110 66.50277144783416
0010 66.90728855553684
1000 67.10954710938819
0001 67.31180566323951
1000 67.51406421709085
0010 67.71632277094218
1010 68.12083987864487
1000 68.42422770942188
0001 68.7276155401989
1000 68.92987409405023
0100 69.33439120175291
0110 69.7389083094556
0010 70.14342541715827
0001 70.34568397100962
1000 70.54794252486096
0100 70.85133035563797
0010 71.15471818641498
0011 71.35697674026632
0001 71.55923529411766
1000 71.76149384796899
0001 72.16601095567168
0100 72.57052806337435
0110 72.97504517107704
0010 73.37956227877972
1000 73.58182083263107
0100 73.78407938648239
0010 73.98633794033373
0100 74.18859649418506
1100 74.59311360188775
1000 74.79537215573909
0001 74.99763070959042
0100 75.40214781729311
0010 75.80666492499579
0110 76.21118203269847
0100 76.61569914040115
0001 76.8179576942525
1000 77.02021624810384
0010 77.12134552502951
0100 77.32360407888085
0001 77.42473335580651
0100 77.52586263273218
0010 77.62699190965786
1000 77.72812118658352
0001 77.8292504635092
1000 78.23376757121187
0100 78.63828467891456
0010 79.04280178661723
0011 79.44731889431992
0001 79.8518360020226
1000 80.05409455587395
0001 80.25635310972528
1000 80.45861166357662
0010 80.66087021742796
1010 81.06538732513064
1000 81.36877515590766
0010 81.67216298668467
0100 81.87442154053599
0001 82.27893864823866
0011 82.68345575594135
0010 83.08797286364403
0001 83.29023141749538
1000 83.39136069442104
0010 83.49248997134671
0100 83.79587780212373
0001 84.09926563290074
1001 84.30152418675208
1000 84.50378274060341
0200 84.70604129445475
0310 85.11055840215744
0001 85.51507550986011
0011 85.9195926175628
0010 86.32410972526547
0100 86.52636827911682
1000 86.72862683296816
0100 86.9308853868195
0010 87.13314394067083
0011 87.53766104837352
0001 87.73991960222486
0200 87.9421781560762
0310 88.34669526377887
1000 88.75121237148154
1001 89.15572947918423
0001 89.5602465868869
0010 89.76250514073826
0100 89.96476369458959
1000 90.2681515253666
0001 90.47041007921794
1000 90.57153935614362
0100 90.67266863306928
0010 90.77379790999495
0002 91.17831501769763
1003 91.58283212540032
0100 91.98734923310299
0110 92.39186634080568
0010 92.79638344850835
0001 92.9986420023597
0100 93.20090055621104
0001 93.40315911006238
1000 93.60541766391371
1100 94.0099347716164
0100 94.31332260239341
0010 94.61671043317043
0001 94.81896898702175
1000 95.22348609472442
1010 95.62800320242711
0010 96.03252031012978
0100 96.23477886398113
0301 96.43703741783247
1000 96.74688030883878
0010 97.05672319984508
1000 97.26328512718263
0100 97.40099307874098
0100 97.50427404240975
0002 97.64198199396812
0013 97.91739789708483
0100 98.0551058486432
1000 98.45962295634587
1001 98.86414006404856
0001 99.26865717175123
0010 99.47091572560258
0100 99.67317427945392
1000 99.87543283330525
0001 100.07769138715659
1001 100.48220849485928
2000 100.68446704871062
3100 101.29124271026463
0010 101.6957598179673
0011 102.10027692566999
0001 102.50479403337266
0010 102.70705258722401
0100 102.90931114107535
1000 103.21269897185236
0010 103.4149575257037
0100 103.51608680262937
0001 103.61721607955504
1000 103.71834535648071
0100 104.12286246418338
0011 104.52737957188607
0001 104.74802526699662
1000 104.96867096210718
0001 105.40996235232828
0010 105.55705948240198
0010 105.63060804743884
0100 105.77770517751254
0010 105.92480230758623
0010 105.99835087262309
0001 106.1454480026968
1000 106.54996511039947
1010 106.95448221810216
0010 107.25787004887917
0100 107.56125787965618
0001 107.76351643350752
1000 107.9745688375263
0010 108.18562124154509
0100 108.3263228442243
0100 108.3966736455639
1000 108.53737524824308
0001 108.95948005628065
0100 109.17053246029946
0010 109.38158486431823
1000 109.68497269509524
0001 109.98836052587225
0011 110.19061907972359
0020 110.59513618742626
0130 110.99965329512895
1000 111.44094468535006
0100 111.88223607557116
0010 112.02933320564486
0010 112.10288177068172
1000 112.24997890075542
0100 112.39707603082911
0100 112.47062459586597
0001 112.61772172593967
0010 112.92110955671669
0100 113.2244973874937
1100 113.42675594134504
2000 113.62901449519637
3001 114.03353160289906
0010 114.2357901567504
0100 114.64030726445307
1100 115.04482437215576
1000 115.44934147985843
0001 115.8538585875611
0010 116.15724641833812
0100 116.46063424911513
1000 116.56176352604079
0002 116.66289280296647
1003 117.47192701837183
0100 117.8764441260745
1100 118.28096123377719
1000 118.48321978762853
0001 118.68547834147986
1000 118.88773689533122
0010 119.08999544918255
0100 119.29225400303389
0010 119.49451255688523
0100 119.69677111073658
0001 119.89902966458791
0010 120.10128821843925
0100 120.20241749536493
1000 120.50580532614194
0001 120.70806387999328
1000 121.11258098769595
1001 121.51709809539864
0001 121.71935664924997
0010 121.92161520310131
0100 122.12387375695266
1000 122.32613231080398
0010 122.52839086465532
0100 122.629520141581
0001 122.73064941850666
0100 122.83177869543233
0010 122.93290797235801
1000 123.03403724928367
0001 123.13516652620935
0013 123.94420074161471
0100 124.34871784931738
1100 124.75323495702007
1000 124.9554935108714
0001 125.15775206472274
0100 125.3600106185741
0010 125.56226917242543
0100 125.76452772627677
0001 125.9667862801281
1000 126.16904483397946
1100 126.37130338783079
0100 126.57356194168213
0010 126.77582049553347
0001 126.97807904938482
1000 127.07920832631048
0001 127.18033760323615
1000 127.58485471093883
1100 127.98937181864152
0100 128.39388892634418
0010 128.59614748019553
0001 128.79840603404685
1000 129.10179386482386
0100 129.3040524186752
0010 129.40518169560087
0001 129.50631097252656
1000 129.60744024945222
0010 129.80969880330358
0200 130.0119573571549
0300 132.03454289566832
