TITLE 0x1311
BPM   130.0
NOTES
0001 6.7853076923076925
1000 7.016076923076923
0100 7.246846153846154
0011 7.477615384615385
0001 7.708384615384616
0100 7.823769230769231
0001 7.939153846153847
0001 8.054538461538462
1000 8.169923076923077
0100 8.285307692307693
0010 8.516076923076923
0001 8.631461538461538
0010 8.746846153846155
0100 8.86223076923077
0100 8.977615384615385
1000 9.093
0001 9.208384615384617
1000 9.323769230769232
0010 9.439153846153847
1000 9.554538461538462
0001 9.669923076923078
0100 9.785307692307693
0100 9.900692307692308
0010 10.016076923076923
1000 10.13146153846154
0100 10.36223076923077
0010 10.477615384615385
0001 10.593000000000002
1000 10.708384615384617
1000 10.823769230769232
0001 10.939153846153847
0100 11.054538461538463
0010 11.169923076923077
0100 11.285307692307692
0001 11.400692307692307
0100 11.516076923076923
0010 11.631461538461538
0010 11.746846153846153
1000 11.862230769230768
0100 11.977615384615385
0010 12.208384615384615
0001 12.32376923076923
1000 12.439153846153847
0100 12.554538461538462
0100 12.669923076923077
0010 12.785307692307692
0001 12.900692307692307
1000 13.016076923076923
0010 13.189153846153847
1000 13.246846153846153
0001 13.36223076923077
1000 13.477615384615385
0001 13.535307692307693
1000 13.593
0001 13.650692307692308
1000 13.708384615384615
0110 13.939153846153847
0001 14.169923076923077
0100 14.400692307692308
0010 14.516076923076923
1000 14.631461538461538
0001 14.746846153846153
1000 14.86223076923077
0100 15.100444168734493
0100 15.159997518610423
0001 15.279104218362283
1000 15.398210918114145
0001 15.517317617866006
0100 15.636424317617866
0010 15.874637717121589
1000 15.99374441687345
1100 16.23195781637717
0100 16.470171215880892
0010 16.708384615384617
0100 16.946598014888338
0100 17.006151364764268
0001 17.12525806451613
1000 17.244364764267992
0010 17.363471464019852
1000 17.482578163771713
0001 17.601684863523573
1000 17.720791563275437
1000 17.839898263027298
0100 17.959004962779158
1000 18.19721836228288
0100 18.31632506203474
1000 18.554538461538463
0010 18.792751861042184
0010 18.852305210918114
0001 18.97141191066998
1000 19.09051861042184
0100 19.2096253101737
0010 19.32873200992556
0001 19.566945409429284
1000 19.686052109181144
1010 19.924265508684865
0010 20.162478908188586
1000 20.40069230769231
0100 20.63890570719603
0100 20.69845905707196
0001 20.817565756823825
0010 20.936672456575685
0001 21.055779156327546
1000 21.174885856079406
0010 21.293992555831267
0010 21.53220595533499
0010 21.77041935483871
0010 21.889526054590572
0010 22.008632754342432
1000 22.246846153846153
0010 22.485059553349874
0010 22.544612903225804
0100 22.663719602977668
1000 22.78282630272953
0001 22.90193300248139
0100 23.02103970223325
0010 23.259253101736974
1000 23.378359801488834
1001 23.616573200992555
0001 23.85478660049628
1000 24.093
0010 24.32497744663713
0010 24.431300443012486
0001 24.54728916633105
1000 24.663277889649617
0010 24.779266612968183
0100 24.89525533628675
0001 25.011244059605318
0100 25.088569875151027
0001 25.165895690696736
0100 25.24322150624245
0010 25.359210229561015
0100 25.591187676198146
0010 25.707176399516715
0010 25.82316512283528
1000 25.939153846153847
0100 26.177367245657567
0100 26.236920595533498
0001 26.35602729528536
0010 26.475133995037222
0100 26.594240694789082
0010 26.713347394540943
0001 26.951560794044667
0010 27.070667493796527
0110 27.30888089330025
0100 27.547094292803973
1000 27.785307692307693
0010 28.017285138944825
0010 28.12360813532018
0100 28.239596858638745
1000 28.35558558195731
0001 28.471574305275876
1000 28.70355175191301
0100 28.78087756745872
1000 28.85820338300443
0100 28.935529198550142
0010 29.051517921868708
0001 29.167506645187274
0001 29.28349536850584
1000 29.39948409182441
0001 29.45747845348369
1000 29.515472815142974
0001 29.573467176802257
1000 29.63146153846154
0100 29.86223076923077
0010 29.977615384615387
0001 30.093
1000 30.323769230769233
0010 30.439153846153847
0100 30.66992307692308
0001 30.90069230769231
1000 31.13146153846154
0100 31.246846153846157
0010 31.36223076923077
0001 31.477615384615387
1000 31.593000000000004
0010 31.708384615384617
0100 31.939153846153847
0100 32.05453846153846
0001 32.2853076923077
1000 32.51607692307693
0010 32.631461538461544
0100 32.86223076923078
0001 32.97761538461539
0100 33.093
0001 33.32376923076924
1000 33.43915384615385
0010 33.55453846153847
0100 33.669923076923084
0001 33.7853076923077
1000 33.90069230769232
0001 34.01607692307693
0001 34.131461538461544
1000 34.36223076923078
0100 34.47761538461539
0010 34.708384615384624
0100 35.05453846153847
1000 35.169923076923084
0001 35.40069230769232
0100 35.631461538461544
0100 35.746846153846164
0010 35.97761538461539
1000 36.208384615384624
0001 36.43915384615385
1000 36.55453846153847
0010 36.669923076923084
0100 36.7853076923077
0001 37.01607692307693
0010 37.246846153846164
0100 37.36223076923078
1000 37.47761538461539
0001 37.708384615384624
0100 37.82376923076924
0001 38.05453846153847
1000 38.2853076923077
0100 38.51607692307693
0010 38.631461538461544
0001 38.746846153846164
1000 38.86223076923078
0010 38.97761538461539
0100 39.09300000000001
1000 39.32376923076924
0010 39.43915384615386
0100 39.55453846153847
0001 39.669923076923084
0001 39.7853076923077
1000 40.01607692307693
0010 40.131461538461544
0100 40.246846153846164
0001 40.36223076923078
1000 40.47761538461539
0100 40.5353076923077
1000 40.59300000000001
0100 40.65069230769232
1000 40.708384615384624
0001 40.82376923076924
0010 40.93915384615386
0100 41.05453846153847
0010 41.169923076923084
0001 41.285307692307704
1000 41.40069230769232
1000 41.51607692307693
0100 41.746846153846164
0010 41.86223076923078
0001 42.09300000000001
0010 42.43915384615386
0100 42.55453846153847
1000 42.785307692307704
0001 43.01607692307693
0001 43.13146153846155
0010 43.36223076923078
0100 43.59300000000001
1000 43.82376923076924
0001 43.93915384615386
1000 43.996846153846164
0001 44.05453846153847
1000 44.11223076923078
0001 44.169923076923084
1000 44.40069230769231
0100 44.51607692307692
0010 44.631461538461544
0100 44.74684615384616
0001 44.86223076923077
0100 44.97761538461539
