TITLE True
BPM   135.0
NOTES
0001 7.15511111111111
0010 7.266222222222221
0100 7.377333333333333
0010 7.488444444444443
0001 7.599555555555555
1000 7.710666666666666
0100 7.821777777777777
0010 7.932888888888888
0001 8.044
0010 8.155111111111111
0100 8.266222222222222
1000 8.377333333333333
0001 8.488444444444445
1000 8.599555555555556
0100 8.710666666666667
1000 8.821777777777777
0001 8.93288888888889
0100 9.044
0010 9.155111111111111
0100 9.266222222222224
0001 9.377333333333334
1000 9.488444444444445
0010 9.599555555555556
0100 9.710666666666668
0001 9.821777777777779
0100 9.93288888888889
0010 10.044
1000 10.155111111111111
0010 10.266222222222224
0100 10.377333333333334
0010 10.488444444444445
1000 10.599555555555556
0001 10.710666666666667
0010 10.821777777777777
0100 10.932888888888888
1000 11.044
0001 11.155111111111111
1000 11.266222222222222
0100 11.377333333333333
1000 11.488444444444443
0100 11.599555555555556
0010 11.710666666666667
0001 11.821777777777777
0010 11.932888888888888
0100 12.044
0010 12.155111111111111
0001 12.266222222222222
1000 12.377333333333333
0001 12.488444444444443
0100 12.599555555555554
0010 12.710666666666665
0100 12.821777777777777
0001 12.932888888888888
0100 13.043999999999999
0001 13.15511111111111
1000 13.266222222222222
0010 13.377333333333333
1000 13.488444444444443
0001 13.599555555555554
1000 13.710666666666665
0010 13.821777777777777
1000 13.932888888888888
0001 14.043999999999999
0100 14.15511111111111
0001 14.266222222222222
1000 14.377333333333333
0100 14.488444444444443
0010 14.599555555555556
0100 14.710666666666667
1000 14.821777777777777
0100 14.932888888888888
0010 15.044
0001 15.155111111111111
0010 15.266222222222222
0100 15.377333333333333
1000 15.488444444444443
0001 15.599555555555556
0010 15.710666666666667
0100 15.821777777777777
0010 15.932888888888888
0001 16.044
1000 16.15511111111111
0010 16.266222222222222
1000 16.377333333333333
0010 16.488444444444443
0100 16.599555555555558
0001 16.71066666666667
0100 16.82177777777778
0010 16.93288888888889
1000 17.044
0001 17.15511111111111
1000 17.266222222222222
0010 17.377333333333333
1000 17.488444444444443
0001 17.599555555555558
0100 17.71066666666667
0001 17.82177777777778
1000 17.93288888888889
0100 18.044
1000 18.15511111111111
0001 18.266222222222222
0010 18.377333333333336
0100 18.488444444444447
0010 18.599555555555558
0001 18.71066666666667
1000 18.82177777777778
0100 18.93288888888889
1000 19.044
0001 19.15511111111111
0010 19.266222222222222
0001 19.377333333333336
1000 19.488444444444447
0001 19.599555555555554
0100 19.710666666666665
0010 19.821777777777775
0100 19.932888888888886
0001 20.043999999999997
0100 20.15511111111111
0010 20.266222222222222
1000 20.377333333333333
0001 20.488444444444443
0100 20.599555555555554
0001 20.710666666666665
0100 20.821777777777775
0010 20.932888888888886
1000 21.043999999999997
0001 21.155111111111108
1000 21.266222222222222
0001 21.377333333333333
0010 21.488444444444443
0001 21.599555555555554
1000 21.710666666666665
0100 21.821777777777775
0010 21.93288888888889
0100 22.044
1000 22.15511111111111
0100 22.266222222222222
0010 22.377333333333333
0001 22.488444444444443
0010 22.599555555555554
0100 22.710666666666665
1000 22.821777777777775
0001 22.932888888888886
0010 23.044
0001 23.15511111111111
1000 23.266222222222222
0010 23.377333333333333
0100 23.488444444444443
0010 23.599555555555554
1000 23.71066666666667
0001 23.82177777777778
0100 23.93288888888889
0001 24.044
0100 24.15511111111111
0010 24.266222222222222
0100 24.377333333333333
0001 24.488444444444443
1000 24.599555555555554
0010 24.710666666666665
0100 24.82177777777778
0001 24.932888888888886
1000 25.043999999999997
0100 25.155111111111108
1000 25.26622222222222
0001 25.37733333333333
0010 25.488444444444443
0100 25.599555555555554
1000 25.710666666666665
0100 25.821777777777775
0010 25.932888888888886
0001 26.043999999999997
1000 26.155111111111108
0100 26.26622222222222
0010 26.37733333333333
0001 26.488444444444443
1000 26.599555555555554
0001 26.710666666666665
0100 26.821777777777775
0010 26.932888888888886
0100 27.043999999999997
0001 27.155111111111108
1000 27.266222222222222
0010 27.377333333333333
0100 27.488444444444443
0001 27.599555555555554
0100 27.710666666666665
0010 27.821777777777775
0100 27.932888888888886
0001 28.043999999999997
1000 28.155111111111108
0001 28.266222222222222
0100 28.377333333333333
0001 28.488444444444443
1000 28.599555555555554
0001 28.710666666666665
0010 28.821777777777775
0100 28.932888888888886
1000 29.044
0100 29.15511111111111
0010 29.266222222222222
0100 29.377333333333333
1000 29.488444444444443
0001 29.599555555555554
0010 29.710666666666665
0100 29.821777777777775
1000 29.932888888888886
0001 30.044
1000 30.15511111111111
0001 30.266222222222222
0100 30.377333333333333
0010 30.488444444444443
0100 30.599555555555554
0001 30.710666666666665
0100 30.82177777777778
0010 30.93288888888889
1000 31.044
0001 31.15511111111111
0100 31.266222222222222
0001 31.377333333333333
1000 31.488444444444443
0010 31.599555555555554
0100 31.710666666666665
0001 31.82177777777778
1000 31.93288888888889
0001 32.044
0010 32.15511111111111
0100 32.26622222222222
0010 32.37733333333333
0001 32.48844444444444
1000 32.599555555555554
0100 32.71066666666666
0010 32.821777777777775
0001 32.93288888888888
0010 33.044
0100 33.15511111111111
1000 33.26622222222222
0100 33.37733333333333
0010 33.48844444444444
0100 33.599555555555554
1000 33.71066666666666
0001 33.821777777777775
0100 33.93288888888889
0010 34.044
0100 34.15511111111111
0001 34.26622222222222
0100 34.37733333333333
0010 34.48844444444444
1000 34.599555555555554
0010 34.71066666666666
0100 34.821777777777775
0001 34.93288888888889
1000 35.044
0001 35.15511111111111
0100 35.26622222222222
0010 35.37733333333333
1000 35.48844444444444
0001 35.599555555555554
0001 35.82894623655914
1001 36.05833691756272
1000 36.287727598566306
0100 36.74650896057347
0100 36.80385663082437
0001 36.91855197132617
0011 37.147942652329746
0010 37.377333333333326
0001 37.495851851851846
0100 37.61437037037036
0100 37.67362962962962
1000 37.792148148148144
0001 37.91066666666666
0100 38.02918518518518
0010 38.1477037037037
0100 38.26622222222221
0100 38.325481481481475
0001 38.443999999999996
1000 38.56251851851851
0001 38.68103703703703
1000 38.91807407407406
0001 39.155111111111104
0010 39.26622222222222
0100 39.377333333333326
0010 39.48844444444444
0001 39.59955555555555
1000 39.71066666666666
0010 39.82177777777777
1000 39.93288888888888
0001 40.04399999999999
0100 40.155111111111104
0010 40.26622222222222
0100 40.377333333333326
0001 40.48844444444444
0010 40.59955555555555
0100 40.71066666666666
1000 40.82177777777777
0001 40.93288888888888
0100 41.044
0010 41.155111111111104
0100 41.26622222222222
0001 41.377333333333326
1000 41.48844444444444
0100 41.59955555555555
1000 41.71066666666666
0001 41.82177777777777
0010 41.93288888888888
0100 42.044
0010 42.155111111111104
0001 42.26622222222222
0100 42.377333333333326
0010 42.48844444444444
1000 42.59955555555555
0001 42.71066666666666
0010 42.821777777777775
0100 42.93288888888888
0010 43.044
0001 43.155111111111104
1000 43.26622222222222
0010 43.377333333333326
1000 43.48844444444444
0001 43.59955555555555
0100 43.71066666666666
0010 43.821777777777775
0100 43.93288888888888
0001 44.044
0010 44.155111111111104
0100 44.26622222222222
1000 44.377333333333326
0001 44.48844444444444
0100 44.599555555555554
0010 44.71066666666666
0100 44.821777777777775
0001 44.93288888888888
1000 45.044
0100 45.155111111111104
1000 45.26622222222222
0001 45.377333333333326
0010 45.48844444444444
0100 45.599555555555554
0010 45.71066666666666
0001 45.821777777777775
0100 45.93288888888888
0010 46.044
1000 46.155111111111104
0001 46.26622222222222
0010 46.37733333333333
0100 46.48844444444444
0010 46.599555555555554
0001 46.71066666666666
1000 46.821777777777775
0010 46.93288888888888
1000 47.044
0001 47.155111111111104
0100 47.26622222222222
0010 47.37733333333333
0100 47.48844444444444
0001 47.599555555555554
0010 47.71066666666666
0100 47.821777777777775
1000 47.93288888888888
0001 48.044
0100 48.15511111111111
0010 48.26622222222222
0100 48.37733333333333
0001 48.48844444444444
1000 48.599555555555554
0100 48.71066666666666
1000 48.821777777777775
0001 48.93288888888888
0010 49.044
0100 49.15511111111111
0010 49.26622222222222
0001 49.37733333333333
0100 49.48844444444444
0010 49.599555555555554
1000 49.71066666666666
0001 49.82177777777777
0010 49.93288888888888
0100 50.04399999999999
0010 50.155111111111104
0001 50.26622222222221
1000 50.377333333333326
0010 50.48844444444443
1000 50.59955555555555
0001 50.710666666666654
0100 50.82177777777777
0010 50.93288888888888
0100 51.04399999999999
0001 51.155111111111104
0010 51.26622222222221
0100 51.377333333333326
1000 51.48844444444443
0001 51.59955555555555
0100 51.71066666666666
0010 51.82177777777777
0100 51.93288888888888
0001 52.04399999999999
1000 52.155111111111104
0100 52.26622222222221
1000 52.377333333333326
0001 52.48844444444443
0010 52.59955555555555
0100 52.71066666666666
0010 52.82177777777777
0001 52.93288888888888
0100 53.04399999999999
0010 53.155111111111104
1000 53.26622222222221
0001 53.377333333333326
0010 53.48844444444444
0001 53.59955555555555
0100 53.71066666666666
0010 53.82177777777777
1000 53.93288888888888
0001 54.04399999999999
1000 54.155111111111104
0100 54.26622222222221
0010 54.377333333333326
0001 54.48844444444444
0010 54.59955555555555
0100 54.71066666666666
1000 54.82177777777777
0001 54.93288888888888
1000 55.04399999999999
0001 55.155111111111104
0100 55.26622222222222
0001 55.377333333333326
0010 55.48844444444444
0100 55.59955555555555
1000 55.71066666666666
0001 55.82177777777777
1000 55.93288888888888
0010 56.04399999999999
0100 56.155111111111104
0001 56.26622222222222
0100 56.377333333333326
0010 56.48844444444444
1000 56.59955555555555
0001 56.71066666666666
1000 56.82177777777777
0001 56.93288888888888
0010 57.044
0001 57.155111111111104
0100 57.26622222222222
0010 57.377333333333326
1000 57.48844444444444
0001 57.59955555555555
1000 57.71066666666666
0100 57.82177777777777
0010 57.93288888888888
0001 58.044
