TITLE EGG
BPM   196.0
NOTES
2001 11.010408163265307
3010 11.316530612244899
1000 11.469591836734695
0001 11.62265306122449
0001 11.775714285714287
0010 11.928775510204083
0200 12.081836734693878
0310 12.387959183673471
0001 12.541020408163266
1000 12.694081632653063
0001 13.000204081632655
1000 13.306326530612246
0010 13.45938775510204
1000 13.612448979591838
0100 13.765510204081632
0010 13.918571428571429
0001 14.071632653061224
1000 14.22469387755102
0001 14.377755102040817
0100 14.530816326530612
0010 14.836938775510205
0100 15.143061224489797
0001 15.449183673469388
0002 15.602244897959185
2003 15.908367346938777
3100 16.214489795918368
1000 16.36755102040816
0010 16.520612244897958
0010 16.673673469387754
0100 16.82673469387755
0002 16.979795918367348
1003 17.285918367346937
0100 17.438979591836734
1000 17.592040816326527
0001 17.89816326530612
0100 18.204285714285714
0110 18.35734693877551
1010 18.816530612244897
1001 19.275714285714287
1100 19.7567638483965
0110 20.28154518950437
0011 20.456472303206997
1001 20.806326530612242
1000 20.95938775510204
0010 21.112448979591836
1000 21.26551020408163
0100 21.342040816326527
0010 21.418571428571425
0001 21.571632653061222
1000 21.72469387755102
0010 21.877755102040815
0010 22.112448979591836
0001 22.275714285714287
1000 22.438979591836734
0100 22.520612244897958
0010 22.602244897959185
0100 22.68387755102041
1000 22.765510204081632
0001 22.92877551020408
0100 23.09204081632653
0010 23.255306122448978
0100 23.408367346938775
0001 23.56142857142857
1000 23.714489795918364
0100 23.791020408163263
1000 23.86755102040816
0001 23.94408163265306
0100 24.020612244897958
0010 24.173673469387754
1000 24.32673469387755
0010 24.479795918367348
0100 24.632857142857144
0001 24.78591836734694
0020 24.938979591836734
0230 25.245102040816327
0310 25.55122448979592
0001 25.704285714285714
1000 25.85734693877551
0001 26.010408163265307
1000 26.1634693877551
0010 26.24
0100 26.316530612244897
0010 26.393061224489795
1000 26.469591836734693
0001 26.62265306122449
0100 26.775714285714287
0100 27.010408163265303
1000 27.173673469387754
0001 27.336938775510202
0010 27.418571428571425
0100 27.500204081632653
1000 27.581836734693876
0001 27.6634693877551
1000 27.826734693877547
0010 27.99
0100 28.15326530612245
0010 28.306326530612246
1000 28.459387755102043
0001 28.612448979591836
0010 28.688979591836734
0001 28.765510204081632
1000 28.84204081632653
0001 28.91857142857143
1000 29.071632653061226
0010 29.224693877551022
0010 29.377755102040815
0100 29.552682215743438
2000 29.727609329446064
3002 30.07746355685131
0103 30.42731778425656
0101 30.60224489795918
0001 30.755306122448978
0010 30.908367346938775
0100 31.061428571428568
1000 31.137959183673466
0001 31.214489795918364
1000 31.291020408163263
0010 31.36755102040816
1000 31.520612244897958
0100 31.673673469387754
0100 31.908367346938775
0010 32.07163265306123
1000 32.23489795918368
0001 32.316530612244904
0100 32.398163265306124
0010 32.47979591836735
1000 32.56142857142858
0001 32.724693877551026
0010 32.88795918367347
0001 33.05122448979592
0100 33.20428571428572
0010 33.357346938775514
1000 33.51040816326531
0100 33.586938775510205
0010 33.66346938775511
0001 33.74
0100 33.8165306122449
0010 33.96959183673469
1000 34.12265306122449
0001 34.27571428571429
0010 34.42877551020408
0100 34.58183673469388
2000 34.73489795918368
3020 35.04102040816327
0130 35.347142857142856
0001 35.50020408163265
0100 35.65326530612245
0010 35.806326530612246
1000 35.95938775510204
0100 36.03591836734694
0010 36.11244897959184
0100 36.188979591836734
0010 36.26551020408163
0001 36.418571428571425
0010 36.57163265306122
0010 36.80632653061225
1000 36.9695918367347
0001 37.13285714285715
0100 37.214489795918375
0010 37.296122448979595
1000 37.37775510204082
0100 37.45938775510205
0010 37.6226530612245
0001 37.785918367346945
1001 37.94918367346939
1000 38.255306122448985
0101 38.40836734693878
0011 38.867551020408165
0010 39.17367346938776
0110 39.326734693877555
0100 39.47979591836735
1000 39.63285714285715
0001 39.785918367346945
1000 39.86244897959184
0001 39.938979591836734
1000 40.015510204081636
0010 40.09204081632653
0100 40.24510204081633
0001 40.398163265306124
0101 40.70428571428572
0001 40.857346938775514
1000 40.93387755102041
0100 41.01040816326531
0010 41.16346938775511
0010 41.3165306122449
0001 41.46959183673469
1000 41.62265306122449
1010 41.92877551020408
0010 42.08183673469388
1000 42.158367346938775
0001 42.23489795918368
1000 42.31142857142857
0100 42.387959183673466
0100 42.54102040816326
0010 42.69408163265306
0001 42.84714285714286
1000 43.00020408163266
1100 43.15326530612246
0100 43.30632653061225
1000 43.38285714285715
0001 43.45938775510205
1000 43.535918367346945
0010 43.61244897959184
0010 43.765510204081636
0202 43.91857142857143
0303 44.07163265306123
1001 44.37775510204082
1000 44.53081632653062
0100 44.607346938775514
0010 44.683877551020416
0001 44.83693877551021
0001 44.99
1001 45.296122448979595
1010 45.60224489795919
1000 45.755306122448985
0001 45.83183673469388
0100 45.90836734693878
0010 46.06142857142857
0010 46.21448979591837
1000 46.367551020408165
0001 46.52061224489796
0011 46.826734693877555
0010 46.97979591836735
0100 47.056326530612246
1000 47.13285714285715
0001 47.20938775510204
0100 47.285918367346945
0100 47.438979591836734
0010 47.59204081632653
0101 47.74510204081633
1000 47.92002915451895
1000 48.09495626822157
0100 48.269883381924195
0100 48.444810495626825
1010 48.61973760932945
0001 48.79466472303207
0001 48.9695918367347
1100 49.1226530612245
0010 49.275714285714294
0010 49.42877551020409
0101 49.58183673469389
0100 49.73489795918368
1010 49.88795918367347
1000 50.04102040816327
1001 50.19408163265307
1100 50.50020408163266
0100 50.65326530612246
0010 50.72979591836735
0001 50.80632653061225
1000 50.95938775510205
1000 51.11244897959184
0010 51.265510204081636
0100 51.41857142857143
0101 51.724693877551026
0001 51.87775510204082
1000 51.95428571428572
0100 52.03081632653062
0010 52.107346938775514
0001 52.18387755102041
0001 52.336938775510205
1000 52.49
0010 52.6430612244898
1000 52.796122448979595
1100 52.94918367346939
0100 53.10224489795919
0010 53.17877551020408
0001 53.255306122448985
1000 53.33183673469388
0010 53.40836734693878
0010 53.56142857142857
0220 53.71448979591837
0330 53.867551020408165
1010 54.17367346938776
1000 54.326734693877555
0001 54.40326530612245
0010 54.47979591836735
0100 54.63285714285714
0100 54.78591836734694
1001 55.09204081632653
0101 55.398163265306124
0100 55.55122448979592
0001 55.627755102040815
0010 55.70428571428572
0100 55.857346938775514
0100 56.0104081632653
1000 56.1634693877551
0001 56.316530612244904
0101 56.6226530612245
0100 56.775714285714294
0001 56.85224489795919
1000 56.92877551020409
0100 57.005306122448985
0010 57.08183673469389
0001 57.23489795918368
1000 57.31142857142858
0001 57.38795918367347
1000 57.464489795918375
0010 57.54102040816327
0100 57.69408163265307
