TITLE Popipo
BPM   150.0
NOTES
1000 3.22
0001 3.4200000000000004
0100 3.52
0100 3.72
0001 3.8200000000000003
0100 4.02
0010 4.22
1000 4.42
0010 4.82
0100 5.0200000000000005
0001 5.12
0001 5.32
0100 5.42
0010 5.62
1000 5.82
0100 6.0200000000000005
0010 6.42
0100 6.62
1000 6.72
1000 6.92
0100 7.02
0010 7.22
0001 7.42
1000 7.62
0010 8.02
0100 8.219999999999999
0010 8.32
0010 8.52
0100 8.62
0001 8.82
0100 8.92
0001 9.02
1000 9.12
0001 9.219999999999999
0010 9.42
0100 9.52
1000 9.620000000000001
0100 9.72
0010 9.82
0001 9.920000000000002
0100 10.020000000000001
0010 10.120000000000001
1000 10.22
0010 10.32
0100 10.520000000000001
0010 10.620000000000001
1000 10.82
0100 10.920000000000002
0010 11.020000000000001
0001 11.22
1000 11.32
0010 11.42
1000 11.520000000000001
0100 11.620000000000001
0010 11.72
0001 11.82
0010 11.92
0100 12.120000000000001
1000 12.22
0010 12.420000000000002
0100 12.520000000000001
0001 12.620000000000001
1000 12.82
0010 12.92
1000 13.02
0100 13.120000000000001
1000 13.22
0001 13.32
1000 13.42
0001 13.52
0010 13.72
0001 13.82
0100 14.02
0010 14.120000000000001
1000 14.22
0001 14.42
0010 14.52
0100 14.62
1000 14.72
0100 14.82
1000 14.92
0100 15.02
0010 15.12
0001 15.32
0010 15.42
0001 15.620000000000001
1000 15.72
0010 15.82
0100 15.92
0001 16.02
1000 16.22
0010 16.32
0010 16.52
0100 16.62
0002 16.82
2003 17.02
3100 17.22
0010 17.419999999999998
0100 17.62
0001 17.82
1000 17.92
1000 18.12
0010 18.220000000000002
2000 18.42
3002 18.62
0103 18.82
1000 19.02
0010 19.220000000000002
1000 19.42
0100 19.520000000000003
0100 19.720000000000002
0010 19.820000000000004
0002 20.020000000000003
0023 20.220000000000002
0130 20.42
0001 20.62
0100 20.82
0010 21.02
1000 21.12
1000 21.32
0100 21.42
0020 21.62
0031 21.82
0011 22.02
1000 22.42
1000 22.553333333333335
1000 22.686666666666667
1010 22.82
1000 23.08666666666667
0010 23.220000000000002
0110 23.486666666666668
0100 23.753333333333334
0001 24.153333333333332
0011 24.553333333333335
0100 24.82
0200 25.086666666666666
0301 25.35333333333333
0100 25.62
0100 25.82
0100 26.02
0101 26.220000000000002
0100 26.42
0001 26.52
1001 26.720000000000002
1000 27.02
0010 27.220000000000002
0010 27.433333333333337
0010 27.64666666666667
1010 27.860000000000003
1000 28.073333333333334
0001 28.180000000000003
0002 28.393333333333334
1003 28.60666666666667
0010 28.713333333333335
0100 28.82
0101 29.02
0110 29.22
1010 29.42
0010 29.62
1000 29.72
1000 29.92
0010 30.02
0100 30.12
0010 30.22
1010 30.42
0011 30.62
0101 30.82
1100 31.020000000000003
0100 31.220000000000002
0001 31.32
0010 31.42
0100 31.520000000000003
1000 31.62
0010 31.82
0110 32.02
0011 32.220000000000006
0110 32.42
1100 32.620000000000005
0010 32.82
0100 32.92
0100 33.120000000000005
1000 33.220000000000006
0100 33.32
0010 33.42
1001 33.620000000000005
0101 33.82000000000001
1001 34.02
1010 34.220000000000006
0010 34.42
0100 34.52
0001 34.620000000000005
0010 34.720000000000006
0100 34.82000000000001
1000 35.02
0010 35.120000000000005
0100 35.220000000000006
0001 35.42000000000001
1010 35.620000000000005
0001 35.82000000000001
1000 36.02
0100 36.120000000000005
0010 36.220000000000006
0001 36.32000000000001
1000 36.620000000000005
0101 36.82000000000001
0010 37.02000000000001
0001 37.220000000000006
0010 37.32000000000001
0100 37.42000000000001
0010 37.52000000000001
0100 37.620000000000005
1000 37.82000000000001
0010 38.02000000000001
0100 38.120000000000005
0001 38.220000000000006
0101 38.42000000000001
0010 38.62000000000001
0110 38.82000000000001
0001 39.02000000000001
1000 39.220000000000006
0010 39.32000000000001
0100 39.52000000000001
0010 39.62000000000001
0010 39.82000000000001
1000 40.02
0001 40.220000000000006
0100 40.42
0010 40.620000000000005
1000 40.82
0001 40.92
0100 41.02
0001 41.220000000000006
0010 41.32
0100 41.42
0010 41.52
0001 41.620000000000005
1000 41.82000000000001
0010 42.02
1100 42.220000000000006
1010 42.42
0010 42.620000000000005
0100 42.720000000000006
0001 42.92
0010 43.02
0002 43.220000000000006
2003 43.46615384615385
3200 43.7123076923077
0320 43.95846153846154
1100 44.82000000000001
0110 45.02000000000001
0011 45.220000000000006
0110 45.42000000000001
0010 45.620000000000005
0001 45.720000000000006
0100 45.82000000000001
0010 46.02000000000001
1000 46.220000000000006
0100 46.42000000000001
1000 46.52000000000001
0100 46.62000000000001
0010 46.720000000000006
0100 46.82000000000001
1000 46.92000000000001
0100 47.02000000000001
0020 47.220000000000006
0230 47.42000000000001
1300 47.62000000000001
0001 47.720000000000006
0010 47.82000000000001
0100 47.92000000000001
1000 48.02
0001 48.220000000000006
0100 48.42
0010 48.620000000000005
1000 48.82
0010 48.92
0100 49.02
0001 49.120000000000005
0010 49.220000000000006
0001 49.32
0100 49.42
0010 49.620000000000005
1000 49.82000000000001
0010 50.02
0100 50.220000000000006
0011 50.42
0001 50.52
1010 50.82000000000001
0010 50.92
0100 51.220000000000006
1000 51.42000000000001
0100 51.620000000000005
0001 51.82000000000001
0100 52.02
0001 52.120000000000005
0010 52.220000000000006
0100 52.32000000000001
1000 52.42000000000001
0010 52.52
0100 52.620000000000005
0010 52.82000000000001
0100 52.92000000000001
0001 53.02000000000001
0100 53.120000000000005
0001 53.220000000000006
0010 53.42000000000001
0100 53.620000000000005
0010 53.720000000000006
0100 53.82000000000001
1000 53.92000000000001
0100 54.02000000000001
1000 54.220000000000006
0010 54.32000000000001
0100 54.42000000000001
0010 54.62000000000001
0001 54.82000000000001
0010 55.02000000000001
1000 55.220000000000006
0100 55.32000000000001
0010 55.42000000000001
0001 55.52000000000001
0100 55.62000000000001
0010 55.720000000000006
1000 55.82000000000001
0100 56.02
1000 56.220000000000006
0100 56.42
0010 56.620000000000005
0110 56.82
0010 56.92
0101 57.220000000000006
0100 57.32
0010 57.620000000000005
0001 57.82000000000001
0010 58.02
1000 58.220000000000006
0010 58.42
1000 58.52
0010 58.620000000000005
1000 58.720000000000006
0100 58.82000000000001
1000 58.92
0010 59.02
0100 59.220000000000006
0001 59.32000000000001
0100 59.42000000000001
0010 59.52
1000 59.620000000000005
0001 59.82000000000001
0100 60.02
0001 60.120000000000005
0010 60.220000000000006
0001 60.32000000000001
1000 60.42000000000001
0010 60.620000000000005
0100 60.720000000000006
0001 60.82000000000001
0100 61.02000000000001
0001 61.220000000000006
1000 61.32000000000001
0001 61.42000000000001
0110 61.620000000000005
1010 61.82000000000001
0001 62.02000000000001
0010 62.220000000000006
0001 62.42000000000001
1000 62.52000000000001
0010 62.62000000000001
1000 62.82000000000001
0100 62.92000000000001
1000 63.02000000000001
0100 63.12000000000001
0010 63.220000000000006
0001 63.42000000000001
0010 63.62000000000001
0100 63.720000000000006
0010 63.82000000000001
0001 64.02
1000 64.22
0001 64.42
0100 64.52
0001 64.61999999999999
1001 64.82
1000 65.02
0100 65.11999999999999
0010 65.22
0001 65.32
1000 65.42
0001 65.62
0010 65.82000000000001
0100 66.02000000000001
1000 66.12
0001 66.22
1000 66.32000000000001
0001 66.42
0010 66.62
1001 66.82000000000001
0100 67.02000000000001
0010 67.12
1000 67.22
0010 67.42
1000 67.62
0010 67.72
0100 67.82
0001 68.02
0100 68.22
0010 68.42
0001 68.62
0010 68.72
0100 68.82
0010 69.02
1000 69.22
0100 69.41999999999999
0010 69.52
0100 69.61999999999999
0001 69.91999999999999
0100 70.02
1000 70.22
0010 70.42
0100 70.62
1010 70.82000000000001
1100 71.02
0011 71.22
1010 71.42
0210 71.62
0301 72.02
1000 72.11999999999999
1000 72.32
1000 72.52
0003 72.61999999999999
1000 72.72
0001 72.82
0010 73.02
0101 73.11999999999999
1010 73.42
1000 73.62
0100 73.82000000000001
0001 73.92
0001 74.12
0100 74.22
1000 74.42
0100 74.52000000000001
0010 74.62
0001 74.72
0100 74.82000000000001
0001 75.02000000000001
1000 75.12
0100 75.22
0010 75.42
0100 75.52
0100 75.72
1000 75.82
0010 76.02
1000 76.12
0001 76.22
0100 76.32
0010 76.42
1000 76.52
0001 76.62
1010 76.82000000000001
1000 77.02000000000001
1100 77.22000000000001
0100 77.42
0010 77.62
0001 77.72000000000001
