TITLE Redial
BPM   132.0
NOTES
2001 9.07690909090909
3020 9.531454545454546
0230 9.986
0301 10.440545454545454
0011 10.66781818181818
0010 10.895090909090909
0100 11.122363636363636
1000 11.349636363636364
0010 11.57690909090909
0200 11.804181818181817
0310 12.258727272727272
2010 12.486
3001 12.940545454545454
0020 13.167818181818182
0130 13.508727272727272
1000 13.622363636363637
0001 13.849636363636364
0100 14.07690909090909
0010 14.304181818181817
1000 14.531454545454546
0010 14.758727272727272
0100 14.986
0010 15.213272727272727
1000 15.440545454545454
0100 15.667818181818182
0010 15.781454545454546
0001 15.895090909090909
1000 16.008727272727274
0001 16.122363636363637
0200 16.236
0310 16.57690909090909
1000 16.804181818181817
0001 16.91781818181818
1000 17.14509090909091
0200 17.258727272727274
0310 17.599636363636364
0001 17.82690909090909
2000 18.054181818181817
3010 18.395090909090907
0100 18.50872727272727
0001 18.622363636363634
1000 18.735999999999997
0100 18.963272727272727
0010 19.07690909090909
0001 19.304181818181817
0010 19.531454545454544
0100 19.75872727272727
2000 19.872363636363634
3001 20.213272727272727
0100 20.440545454545454
0010 20.554181818181817
1000 20.667818181818184
0001 20.781454545454547
1000 20.89509090909091
0100 21.122363636363637
0010 21.349636363636364
0001 21.463272727272727
2000 21.57690909090909
0010 21.804181818181817
3010 22.031454545454544
0100 22.25872727272727
0001 22.372363636363634
0100 22.486
0010 22.599636363636364
1000 22.713272727272727
0100 22.82690909090909
0010 22.940545454545454
0001 23.054181818181817
1000 23.16781818181818
0001 23.281454545454544
0201 23.50872727272727
0310 23.849636363636364
1000 24.07690909090909
0100 24.190545454545454
0010 24.417818181818184
0001 24.531454545454547
1000 24.64509090909091
0010 24.872363636363637
0100 25.099636363636364
0020 25.32690909090909
1030 25.66781818181818
0001 25.895090909090907
0010 26.00872727272727
0001 26.236
0100 26.349636363636364
0010 26.57690909090909
1000 26.804181818181817
0100 27.031454545454544
0020 27.145090909090907
0130 27.486
1000 27.713272727272727
0001 27.82690909090909
0100 28.05418181818182
0010 28.167818181818184
1000 28.39509090909091
0001 28.622363636363637
0010 28.736
0002 28.849636363636364
1000 28.963272727272727
1003 29.304181818181817
0010 29.531454545454544
0210 29.758727272727274
0301 30.440545454545454
1001 30.895090909090907
1000 31.122363636363634
0010 31.34963636363636
0100 31.57690909090909
0010 31.804181818181817
1000 32.03145454545454
0001 32.25872727272727
0010 32.486
0100 32.713272727272724
1000 32.94054545454545
0100 33.16781818181818
0010 33.395090909090904
0001 33.62236363636363
1000 33.84963636363636
0100 34.07690909090909
1000 34.30418181818182
0010 34.531454545454544
0100 34.75872727272727
0001 34.986
0010 35.213272727272724
0001 35.44054545454545
0100 35.66781818181818
0010 35.89509090909091
1000 36.12236363636364
0100 36.34963636363636
0010 36.57690909090908
0001 36.80418181818181
0010 37.03145454545454
0100 37.25872727272726
1000 37.48599999999999
0001 37.713272727272724
0010 37.94054545454545
0100 38.16781818181818
1000 38.395090909090904
0010 38.62236363636363
0100 38.84963636363636
0001 39.07690909090908
1000 39.30418181818181
0100 39.531454545454544
1000 39.75872727272727
0001 39.986
0100 40.213272727272724
0010 40.44054545454545
1000 40.66781818181818
0100 40.895090909090904
0010 41.12236363636363
0001 41.349636363636364
1000 41.57690909090909
0010 41.80418181818182
1000 42.031454545454544
0001 42.25872727272727
0100 42.486
0001 42.713272727272724
1000 42.94054545454545
0100 43.167818181818184
0010 43.39509090909091
0001 43.62236363636363
1000 43.84963636363636
0001 44.07690909090908
0100 44.30418181818181
0010 44.53145454545454
0010 44.75872727272726
1000 44.986
0001 45.213272727272724
2000 45.32690909090908
3100 45.66781818181818
0010 45.895090909090904
0001 46.12236363636363
1000 46.34963636363636
0010 46.463272727272724
0100 46.69054545454545
0001 46.91781818181818
0020 47.145090909090904
0130 47.486
1000 47.713272727272724
0001 47.94054545454545
0100 48.16781818181818
0001 48.395090909090904
1000 48.62236363636364
0100 48.849636363636364
0020 48.963272727272724
0031 49.30418181818181
1000 49.53145454545454
0100 49.75872727272726
1000 49.98599999999999
0001 50.21327272727272
0100 50.44054545454545
0010 50.66781818181818
2000 50.78145454545454
3001 51.12236363636363
0010 51.34963636363636
0100 51.57690909090908
0010 51.80418181818181
0001 52.03145454545454
1000 52.25872727272727
0010 52.486
0200 52.59963636363636
0301 52.94054545454545
1000 53.16781818181818
0100 53.395090909090904
1000 53.62236363636363
0001 53.736
0100 53.963272727272724
0010 54.19054545454545
2000 54.41781818181818
3100 54.75872727272727
0010 54.986
0001 55.213272727272724
1000 55.44054545454545
0010 55.66781818181818
1000 55.89509090909091
0001 56.12236363636364
0020 56.236
0031 56.57690909090908
0100 56.80418181818181
0010 57.03145454545454
1000 57.25872727272726
0001 57.48599999999999
1000 57.713272727272724
0100 57.94054545454545
0020 58.05418181818181
0130 58.395090909090904
1000 58.62236363636363
0001 58.84963636363636
0100 59.07690909090908
0100 59.30418181818181
0001 59.531454545454544
0021 59.75872727272727
0130 60.213272727272724
1000 60.44054545454545
0100 60.66781818181818
0010 60.895090909090904
0001 61.12236363636363
0100 61.349636363636364
0010 61.57690909090909
1000 61.80418181818181
0001 62.03145454545454
0010 62.25872727272726
0100 62.48599999999999
0010 62.71327272727272
0001 62.94054545454544
0100 63.16781818181818
2000 63.395090909090904
3100 63.84963636363636
0010 64.0769090909091
1000 64.30418181818182
0100 64.53145454545455
0010 64.75872727272727
0001 64.986
0021 65.21327272727272
0230 65.66781818181819
1300 66.12236363636364
0010 66.34963636363636
0100 66.5769090909091
0001 66.80418181818182
2001 67.03145454545455
3010 67.486
0100 67.71327272727272
0010 67.94054545454546
1000 68.16781818181818
0001 68.39509090909091
0010 68.62236363636363
0210 68.84963636363636
0310 69.30418181818183
0001 69.53145454545455
1000 69.75872727272728
0010 69.986
1000 70.21327272727274
0001 70.44054545454546
0201 70.66781818181819
0010 71.12236363636364
0010 71.34963636363636
0001 71.5769090909091
0001 71.80418181818182
0020 72.03145454545455
0030 72.25872727272727
0302 72.486
1003 72.94054545454546
0100 73.16781818181818
0010 73.39509090909091
0001 73.62236363636363
0110 74.07690909090908
0100 74.30418181818182
2001 74.53145454545455
3100 74.986
0010 75.21327272727274
0012 75.44054545454546
0103 75.89509090909091
2000 76.12236363636364
3100 76.5769090909091
0001 76.80418181818182
0010 77.03145454545455
0220 77.25872727272727
0330 77.486
0010 77.71327272727272
0100 77.94054545454546
1000 78.05418181818182
0020 78.16781818181818
0130 78.62236363636363
0001 78.84963636363636
0021 79.07690909090908
0130 79.53145454545454
0002 79.75872727272727
0103 80.21327272727274
1000 80.44054545454546
0010 80.66781818181819
0210 80.89509090909091
0301 81.34963636363636
1000 81.5769090909091
0200 81.80418181818182
0302 82.25872727272727
0203 82.71327272727272
1300 83.16781818181818
0010 83.39509090909091
0001 83.62236363636364
0010 83.84963636363638
1000 84.0769090909091
0100 84.30418181818183
0020 84.53145454545455
0130 84.986
2100 85.21327272727274
3001 85.66781818181819
0100 85.89509090909091
0010 86.12236363636364
1000 86.34963636363636
0010 86.5769090909091
0100 86.80418181818182
0102 87.03145454545455
0013 87.486
0100 87.71327272727272
1000 87.94054545454546
0001 88.05418181818182
0100 88.16781818181818
0001 88.28145454545454
1000 88.39509090909091
0100 88.50872727272727
0010 88.62236363636363
0012 89.0769090909091
1003 89.53145454545455
0010 89.75872727272728
0210 89.986
0301 90.44054545454546
0010 90.66781818181819
1000 90.89509090909091
0010 91.12236363636364
0001 91.34963636363636
0100 91.5769090909091
0120 91.80418181818182
1030 92.25872727272727
0001 92.486
0010 92.59963636363636
0002 92.71327272727272
1003 93.16781818181818
0010 93.39509090909091
1020 93.62236363636363
0130 94.07690909090908
2000 94.30418181818182
3100 94.75872727272728
0001 94.986
1000 95.21327272727274
1200 95.44054545454546
0310 95.89509090909091
0001 96.12236363636364
1000 96.236
0020 96.34963636363636
0230 96.80418181818182
2300 97.25872727272727
3100 97.71327272727272
0001 97.94054545454546
0010 98.16781818181818
0100 98.39509090909091
1000 98.62236363636363
0100 98.84963636363636
0020 99.07690909090908
0031 99.53145454545454
2001 99.75872727272727
3010 100.21327272727274
0200 100.44054545454546
0001 100.66781818181819
0001 101.12236363636364
0300 101.34963636363636
0101 101.5769090909091
0001 101.80418181818182
1000 102.03145454545455
0100 102.25872727272727
0010 102.486
0100 102.71327272727272
1000 102.82690909090908
0001 102.94054545454546
0100 103.16781818181818
0010 103.39509090909091
2000 103.50872727272727
3001 103.84963636363636
0010 104.07690909090908
0100 104.19054545454544
0010 104.41781818181818
0002 104.53145454545454
1003 104.87236363636363
0010 105.09963636363636
0200 105.32690909090908
0301 105.66781818181819
0100 105.78145454545455
0010 105.89509090909091
1000 106.00872727272727
0001 106.236
0010 106.34963636363636
0100 106.5769090909091
0010 106.80418181818182
0001 107.03145454545455
2000 107.14509090909091
3010 107.486
0100 107.71327272727272
0001 107.82690909090908
1000 107.94054545454546
0001 108.05418181818182
0010 108.16781818181818
0100 108.39509090909091
1000 108.62236363636363
0001 108.736
0200 108.84963636363636
0010 109.0769090909091
0310 109.30418181818183
1000 109.53145454545455
0001 109.64509090909091
1000 109.75872727272728
0100 109.87236363636364
0010 109.986
0001 110.09963636363636
0010 110.21327272727274
0100 110.3269090909091
1000 110.44054545454546
0010 110.55418181818183
0210 110.78145454545455
0301 111.12236363636364
1000 111.34963636363636
0100 111.46327272727272
0010 111.69054545454546
0001 111.80418181818182
1000 111.91781818181818
0010 112.14509090909091
0100 112.37236363636364
0002 112.59963636363636
0013 112.94054545454546
0100 113.16781818181818
1000 113.28145454545454
0001 113.39509090909091
0100 113.50872727272727
0001 113.62236363636363
0010 113.84963636363636
0100 114.07690909090908
1000 114.30418181818182
0002 114.41781818181818
0103 114.75872727272728
0010 114.986
1000 115.09963636363636
0100 115.21327272727274
0010 115.3269090909091
0002 115.44054545454546
1003 115.66781818181819
0020 115.78145454545455
1030 116.00872727272728
0200 116.12236363636364
0310 116.5769090909091
0001 116.80418181818182
0101 117.03145454545455
0100 117.25872727272727
0010 117.37236363636363
1000 117.486
0100 117.59963636363636
0010 117.71327272727272
0001 117.8269090909091
1000 117.94054545454546
2002 118.05418181818182
3003 121.80418181818182
