TITLE Carmelia
BPM   210.0
NOTES
1000 8.760285714285713
0001 8.903142857142857
0100 8.974571428571428
0001 9.046
0100 9.11742857142857
0001 9.188857142857142
1000 9.331714285714284
0100 9.403142857142855
0010 9.474571428571428
0001 9.546
1000 9.61742857142857
1000 17.903142857142857
0001 18.046
0010 18.11742857142857
0001 18.18885714285714
1000 18.331714285714284
0001 18.474571428571426
0010 18.61742857142857
0001 18.76028571428571
0100 18.903142857142857
0010 19.046
1000 19.18885714285714
0001 19.26028571428571
1000 19.331714285714284
0001 19.403142857142857
0100 19.474571428571426
0010 19.546
1000 19.61742857142857
0001 19.68885714285714
1000 19.76028571428571
0100 19.831714285714284
0010 19.903142857142853
0001 19.974571428571426
0010 20.046
0100 20.11742857142857
1000 20.18885714285714
0001 20.26028571428571
0010 20.331714285714284
0100 20.403142857142853
1000 20.474571428571426
0001 20.546
1000 20.61742857142857
0010 20.76028571428571
0100 20.903142857142853
0001 21.045999999999996
1000 21.18885714285714
0100 21.331714285714284
0010 21.474571428571426
0001 21.545999999999996
0010 21.61742857142857
0100 21.68885714285714
1000 21.76028571428571
0001 21.831714285714284
0100 21.903142857142853
0010 21.974571428571426
0100 22.045999999999996
0001 22.11742857142857
1000 22.188857142857138
0001 22.26028571428571
0010 22.331714285714284
0100 22.403142857142853
0010 22.474571428571426
0001 22.545999999999996
1000 22.61742857142857
0010 22.688857142857138
0100 22.76028571428571
0010 22.831714285714284
1000 22.903142857142853
0001 23.045999999999996
0100 23.188857142857138
0010 23.33171428571428
1000 23.474571428571426
0001 23.61742857142857
0010 23.76028571428571
0100 23.83171428571428
1000 23.903142857142853
0001 23.974571428571426
1000 24.046
0010 24.117428571428572
0100 24.18885714285714
0001 24.260285714285715
1000 24.331714285714284
0100 24.403142857142857
0010 24.474571428571426
0001 24.546
0010 24.617428571428572
0100 24.68885714285714
1000 24.760285714285715
0001 24.831714285714284
0100 24.903142857142857
0010 24.974571428571426
1000 25.046
0001 25.117428571428572
1000 25.18885714285714
0010 25.331714285714284
0100 25.474571428571426
0010 25.61742857142857
1000 25.760285714285715
0001 25.903142857142857
0010 26.046
0100 26.11742857142857
1000 26.18885714285714
0100 26.260285714285715
0010 26.331714285714284
0100 26.403142857142857
1000 26.474571428571426
0001 26.546
0100 26.61742857142857
0010 26.68885714285714
0100 26.76028571428571
0001 26.831714285714284
0100 26.903142857142857
0010 26.974571428571426
0100 27.046
0001 27.11742857142857
1000 27.18885714285714
0100 27.26028571428571
0010 27.331714285714284
0001 27.403142857142857
