epoch;acc;auc;loss;lr
0;0.5796332370544638;0.6600721810697957;0.8327137480843433;0.002
1;0.6545307987514798;0.6747096475035347;0.6574524126728218;0.002
2;0.6757573722599896;0.6991787155976408;0.590903711405452;0.002
3;0.7043729428800732;0.7207606419527548;0.5542573648886964;0.002
4;0.7229797810690441;0.7386565406623405;0.5287704212170528;0.002
5;0.7394370928055382;0.7542014673213109;0.5031969289526783;0.002
6;0.7537448781215857;0.7685526863021784;0.48743759465320086;0.002
7;0.7604621482230165;0.7799207610568935;0.47668293354300983;0.002
8;0.7680526634296256;0.7900218422628917;0.4581497848532379;0.002
9;0.7770538053735505;0.7991864627713023;0.45031214577552575;0.002
10;0.7811513401394271;0.8068865887455874;0.4428600069147189;0.002
11;0.7962651978476273;0.8144912287315624;0.4134175940220004;0.002
12;0.8018405320438263;0.8219650249192286;0.39426433933268085;0.002
13;0.8121851280080373;0.8292531685735633;0.3858515912989849;0.002
14;0.8166856989479693;0.835496765739884;0.3719464360040086;0.002
15;0.8140659636124151;0.8415234828240333;0.37070383475531005;0.002
16;0.8227984147402713;0.8466752490980018;0.35966190459488095;0.002
17;0.8369718546542902;0.8519528065005166;0.3376566917004463;0.002
18;0.8324041109733059;0.8568741154452908;0.33977785283768325;0.002
19;0.8393900718868015;0.8613121447092644;0.3236790270673273;0.002
20;0.8434876066446705;0.8657117958048669;0.31984435184982296;0.002
21;0.8489957681278437;0.8697566578937056;0.30747430299540673;0.002
22;0.8515483307663874;0.8735012072788794;0.3054639068082132;0.002
23;0.8496674951299792;0.8769961739712295;0.3058368602178652;0.002
24;0.8547726204070666;0.8801883585291119;0.2991282670224595;0.002
25;0.8594075367810576;0.8833325149598656;0.2851632372755489;0.002
26;0.8628333445287835;0.8863868229999531;0.2849685509037345;0.002
27;0.8697521327332572;0.8892931543756558;0.2669558150824774;0.002
28;0.8703566870463898;0.8921307120128116;0.2682368284295422;0.002
29;0.8698864781352859;0.8948186235550533;0.26600336651920536;0.002
30;0.868408678712971;0.8972106504778229;0.26709630841614135;0.002
31;0.8770739571438168;0.8995446076224647;0.2571720617337278;0.002
32;0.8772083025498492;0.9017616248262124;0.2547728419298889;0.002
33;0.8782830657620743;0.9039635082316814;0.24769254055810322;0.002
34;0.8800967286894607;0.9059559345413521;0.25056542006385124;0.002
35;0.8761335393296165;0.9078124426182678;0.2622832687421002;0.002
36;0.8802310740914893;0.9095583876305;0.2419781280534351;0.002
37;0.8876200712030631;0.9113525031972157;0.23742541709079384;0.002
38;0.8884933163162491;0.9131373407386377;0.22938318231583538;0.002
39;0.8857392355746625;0.9147741925951023;0.24388778614483475;0.002
40;0.8839255726472761;0.9161849730184722;0.2478156610643961;0.002
41;0.8851346812655337;0.917564630464381;0.23179002440613794;0.002
42;0.889366561429435;0.9189896030911927;0.22977824302093935;0.002
43;0.895882313427823;0.9204022074639376;0.22174260636641818;0.002
44;0.8953449318197084;0.9217699484971834;0.21749627053228532;0.002
45;0.8966883858399947;0.9231200661822275;0.21816922334251349;0.002
46;0.8978974944582522;0.9243660439227469;0.2117495472845917;0.002
47;0.8990394303754954;0.9256279268986737;0.2119978785034156;0.002
48;0.8993752938805669;0.9268252135139896;0.20810886875279233;0.002
49;0.9034056559414254;0.9279682750929961;0.21160377915804118;0.002
50;0.9028011016363005;0.929061362107093;0.2043028390307167;0.002
51;0.9003157116947672;0.9301091306371478;0.2203241449735344;0.002
52;0.9045475918586686;0.931089913443881;0.2025724047922059;0.002
53;0.90441324645664;0.9320847022851318;0.20593901566717912;0.002
54;0.9068314636931551;0.9330276576108351;0.2004489634172767;0.002
55;0.9060253912809834;0.9339805230665473;0.19849465780942088;0.002
56;0.9100557533418419;0.9348754046457677;0.19554770680250405;0.002
57;0.9067642909921408;0.9357607315207549;0.20563091947460316;0.002
58;0.9049506280647545;0.9365390474507861;0.20751743900505878;0.002
59;0.9144891516087862;0.937370389842071;0.1826427668548133;0.002
60;0.9131456975885001;0.9382269750826865;0.1856875414056415;0.002
61;0.9092496809296702;0.9390058307896902;0.1995947026807967;0.002
62;0.9067642909921408;0.939700474562587;0.2008862163315811;0.002
63;0.90441324645664;0.9403739344996026;0.1955859165830915;0.002
64;0.9122724524753141;0.9410711389420102;0.18375368230890568;0.002
65;0.914892187814872;0.9418012323922113;0.17861935404147344;0.001
66;0.9230872573386176;0.9425699839848544;0.16109373487140266;0.001
67;0.923826157049775;0.943354845603526;0.16032499249326643;0.001
68;0.9249680929670182;0.944120477343243;0.1631448363310581;0.001
69;0.9280580372136764;0.9448507129325247;0.15705555438116994;0.001
70;0.929938872842077;0.9456007677168125;0.14955697404533028;0.001
71;0.9307449452542487;0.9463323637109434;0.14913690973432897;0.001
72;0.9316181903674347;0.9470525386271487;0.14624299516064265;0.001
73;0.9359172432323504;0.9477795321033152;0.1395951780547225;0.001
74;0.9318868811714919;0.9484553758457605;0.14964734169690144;0.001
75;0.9318868811714919;0.9491308583849392;0.14398498866328946;0.001
76;0.9329616443877208;0.9497850078984553;0.14229440610867658;0.001
