TITLE Tide
BPM   175.0
NOTES
DIFFICULTY Challenge
1001 11.304428571428572
1001 14.047285714285715
1001 16.790142857142854
0001 17.47585714285714
0101 18.161571428571428
0100 18.847285714285714
0110 19.532999999999998
0010 19.87585714285714
1010 20.218714285714285
1000 20.561571428571426
1001 20.90442857142857
0001 21.075857142857142
0010 21.247285714285713
0100 21.418714285714287
1000 21.590142857142858
0001 21.675857142857144
0100 21.76157142857143
0010 21.847285714285714
1000 21.933
1000 22.10442857142857
0100 22.190142857142856
0010 22.27585714285714
0001 22.447285714285712
1000 22.618714285714283
0010 22.790142857142854
0100 22.875857142857143
0001 22.96157142857143
0100 23.047285714285714
0001 23.133
1000 23.30442857142857
0100 23.47585714285714
0010 23.64728571428571
0001 23.818714285714282
1000 23.990142857142853
0001 24.161571428571428
0100 24.247285714285713
0010 24.333
0100 24.418714285714284
0001 24.50442857142857
1000 24.67585714285714
0100 24.84728571428571
0010 25.018714285714285
0001 25.190142857142856
1000 25.361571428571427
0010 25.533
0100 25.618714285714287
0001 25.704428571428572
1000 25.790142857142857
0100 25.875857142857143
0010 26.047285714285714
0100 26.218714285714285
1000 26.390142857142855
0001 26.561571428571426
0100 26.732999999999997
0001 26.904428571428568
1000 26.990142857142857
0100 27.075857142857142
0010 27.161571428571428
0001 27.247285714285713
0010 27.418714285714284
0001 27.590142857142855
1000 27.76157142857143
0010 27.933
0100 28.10442857142857
0001 28.27585714285714
1000 28.36157142857143
0001 28.447285714285716
0100 28.533
0001 28.618714285714287
1000 28.790142857142857
0100 28.96157142857143
0010 29.133
0100 29.30442857142857
1000 29.47585714285714
0001 29.647285714285715
0100 29.733
0010 29.818714285714286
1000 29.90442857142857
0010 29.990142857142857
1000 30.161571428571428
0001 30.333
0010 30.50442857142857
0100 30.67585714285714
0010 30.84728571428571
0001 31.01871428571428
1000 31.10442857142857
0001 31.190142857142856
0100 31.27585714285714
0001 31.361571428571427
1000 31.532999999999998
0100 31.70442857142857
1100 31.875857142857143
1000 32.047285714285714
0010 32.218714285714285
1000 32.390142857142855
0001 32.475857142857144
1000 32.561571428571426
0010 32.647285714285715
0100 32.733
0010 32.90442857142857
1000 33.075857142857146
1001 33.24728571428571
0001 33.41871428571428
0100 33.59014285714285
0010 33.76157142857142
1000 33.84728571428571
0001 33.93299999999999
0010 34.01871428571428
0100 34.10442857142856
0010 34.275857142857134
0001 34.44728571428571
1000 34.61871428571428
0010 34.790142857142854
1000 34.961571428571425
0001 35.132999999999996
0010 35.218714285714285
0001 35.304428571428566
1000 35.390142857142855
0010 35.47585714285714
0100 35.647285714285715
0001 35.818714285714286
1001 35.99014285714286
1000 36.16157142857143
0100 36.333
0010 36.50442857142857
0001 36.59014285714286
0010 36.67585714285714
0100 36.76157142857143
1000 36.84728571428571
0001 37.01871428571428
0100 37.19014285714286
0010 37.36157142857143
1000 37.533
0001 37.70442857142857
1000 37.87585714285714
0100 37.96157142857143
0010 38.047285714285714
0001 38.133
0010 38.218714285714285
0001 38.39014285714286
0100 38.56157142857143
0101 38.733
0001 38.90442857142857
1000 39.07585714285714
0001 39.24728571428571
0100 39.333
0010 39.41871428571428
0100 39.50442857142857
0001 39.59014285714285
1000 39.76157142857143
0100 39.933
0110 40.10442857142857
0010 40.27585714285714
0001 40.44728571428571
1000 40.61871428571428
0010 40.70442857142857
0100 40.790142857142854
0001 40.87585714285714
1000 40.961571428571425
0001 41.132999999999996
0010 41.30442857142857
0011 41.475857142857144
0001 41.647285714285715
0100 41.818714285714286
0001 41.99014285714286
1000 42.075857142857146
0100 42.16157142857143
1000 42.24728571428572
0001 42.333
0100 42.504428571428576
0010 42.67585714285715
1010 42.84728571428571
1000 43.01871428571428
0100 43.19014285714285
0010 43.36157142857142
0001 43.532999999999994
0010 43.61871428571428
0001 43.704428571428565
1000 43.790142857142854
0010 43.87585714285714
0010 44.047285714285714
0100 44.132999999999996
0002 44.218714285714285
1003 46.961571428571425
0010 47.132999999999996
1000 47.304428571428566
0010 47.47585714285714
0100 47.64728571428571
0001 47.81871428571428
0100 47.99014285714286
0001 48.16157142857143
1000 48.333
0100 48.50442857142857
1000 48.67585714285714
0100 48.84728571428571
0010 49.01871428571428
0001 49.19014285714285
0010 49.36157142857142
0001 49.533
1000 49.70442857142857
0010 49.87585714285714
1000 50.047285714285714
0010 50.218714285714285
0100 50.390142857142855
0001 50.561571428571426
0100 50.733000000000004
0001 50.904428571428575
1000 51.07585714285714
0100 51.24728571428571
1000 51.41871428571428
0100 51.59014285714285
0010 51.76157142857142
0001 51.93299999999999
0010 52.10442857142857
0001 52.27585714285714
1000 52.44728571428571
0010 52.61871428571428
0100 52.790142857142854
0001 52.961571428571425
1000 53.132999999999996
0001 53.304428571428566
0100 53.47585714285714
0010 53.647285714285715
1000 53.818714285714286
0100 53.99014285714286
0010 54.16157142857143
0001 54.333
1000 54.50442857142857
0001 54.67585714285714
0010 54.84728571428572
0100 55.01871428571429
1000 55.19014285714286
0010 55.36157142857143
0100 55.533
0001 55.70442857142857
1000 55.87585714285714
0001 56.047285714285714
0100 56.218714285714285
0010 56.39014285714286
1000 56.561571428571426
0100 56.733
0010 56.90442857142857
0001 57.07585714285714
1000 57.24728571428571
0001 57.41871428571428
0010 57.59014285714285
0100 57.76157142857143
1000 57.933
0001 58.10442857142857
0010 58.27585714285714
0001 58.44728571428571
0100 58.61871428571428
0010 58.790142857142854
1000 58.96157142857143
0100 59.133
1000 59.30442857142857
0001 59.475857142857144
0100 59.647285714285715
0001 59.818714285714286
0010 59.99014285714286
0100 60.16157142857143
1000 60.333
0010 60.504428571428576
1000 60.67585714285714
0001 60.84728571428571
0010 61.01871428571428
0001 61.19014285714285
0100 61.36157142857142
0010 61.532999999999994
1000 61.704428571428565
0100 61.87585714285714
1000 62.047285714285714
0001 62.218714285714285
0100 62.390142857142855
0001 62.561571428571426
0010 62.733
0100 62.90442857142857
1000 63.075857142857146
0010 63.24728571428572
1000 63.41871428571429
0001 63.59014285714286
0100 63.76157142857143
0001 63.933
0010 64.10442857142857
0001 64.27585714285715
0100 64.44728571428571
0001 64.61871428571429
1000 64.79014285714285
0001 64.96157142857143
0010 65.133
0001 65.30442857142857
0100 65.47585714285714
0001 65.64728571428572
0010 65.81871428571428
0001 65.99014285714286
1000 66.16157142857142
0001 66.333
1000 66.50442857142856
0010 66.67585714285714
1000 66.8472857142857
0100 67.01871428571428
1000 67.19014285714285
0010 67.36157142857142
1000 67.533
0001 67.70442857142858
1000 67.87585714285714
0100 68.04728571428572
1000 68.21871428571428
0010 68.39014285714286
1000 68.56157142857143
0100 68.733
1000 68.90442857142857
0001 70.27585714285715
1001 71.64728571428572
1000 73.01871428571428
1001 74.39014285714286
0001 75.07585714285715
0011 75.76157142857143
0010 76.44728571428571
0110 77.133
0100 77.47585714285714
1100 77.81871428571428
1000 78.16157142857142
1001 78.50442857142858
0001 78.67585714285715
0100 78.84728571428572
0010 79.0187142857143
1000 79.19014285714286
0001 79.27585714285715
0010 79.36157142857144
0100 79.44728571428571
1000 79.533
2002 79.87585714285714
3003 80.21871428571428
0202 80.39014285714286
0303 80.733
0001 80.90442857142857
0010 80.99014285714286
0100 81.07585714285715
1000 81.16157142857143
0002 81.24728571428571
1003 81.72585714285714
0010 81.86157142857142
0100 82.00442857142856
0001 82.14014285714285
2000 82.27585714285713
3001 82.61871428571429
0010 82.70442857142858
0100 82.79014285714287
0010 82.87585714285714
0001 82.96157142857143
0010 83.04728571428572
0100 83.13300000000001
1000 83.21871428571428
0002 83.30442857142857
0203 83.47585714285715
0301 83.64728571428572
1000 83.733
0100 83.8187142857143
1000 83.90442857142858
0001 83.99014285714286
0100 84.07585714285715
0010 84.16157142857143
1000 84.24728571428571
0010 84.333
0100 84.41871428571429
0001 84.50442857142858
1000 84.59014285714285
0001 84.733
0010 84.87585714285714
0200 85.01871428571428
1300 85.36157142857142
2001 85.70442857142856
0002 85.87585714285714
3003 86.21871428571428
0001 86.39014285714285
0100 86.47585714285714
0010 86.56157142857143
1000 86.64728571428572
0020 86.733
0030 87.07585714285715
0220 87.24728571428572
0330 87.59014285714287
0200 87.76157142857143
0301 88.10442857142857
0010 88.19014285714286
0100 88.27585714285715
0010 88.36157142857142
0001 88.44728571428571
1000 88.533
0010 88.61871428571429
0100 88.70442857142856
0001 88.833
1000 88.96157142857143
0100 89.09014285714285
0020 89.21871428571428
0031 89.47585714285714
1000 89.64728571428572
0001 89.81871428571428
0100 89.99014285714286
0010 90.16157142857142
1000 90.333
0001 90.50442857142856
0010 90.67585714285714
0110 90.84728571428572
1100 91.10442857142857
1001 91.36157142857144
0002 91.533
0203 91.87585714285714
0310 92.21871428571428
1000 92.56157142857143
0001 92.69728571428571
0010 92.833
0100 92.97585714285714
0010 93.11157142857142
0002 93.24728571428571
1003 93.59014285714285
0010 93.67585714285714
0100 93.76157142857143
0001 93.8472857142857
0100 93.93299999999999
0010 94.01871428571428
1000 94.10442857142857
0001 94.19014285714285
2000 94.27585714285713
3200 94.44728571428571
1300 94.61871428571428
0001 94.70442857142856
0100 94.79014285714285
0010 94.87585714285714
1000 94.96157142857143
0001 95.04728571428572
1000 95.13300000000001
0100 95.21871428571428
1000 95.30442857142857
0100 95.39014285714286
0010 95.47585714285715
0001 95.56157142857143
1000 95.70442857142858
0001 95.84728571428572
0200 95.99014285714286
0301 96.333
0012 96.67585714285714
0020 96.84728571428572
0033 97.19014285714286
0001 97.36157142857142
1000 97.44728571428571
0010 97.533
0100 97.61871428571429
0002 97.70442857142856
0003 98.0472857142857
0022 98.21871428571428
0033 98.56157142857143
0020 98.73299999999999
0130 99.07585714285715
1000 99.16157142857143
0100 99.24728571428572
1000 99.333
0001 99.41871428571429
0100 99.50442857142858
0010 99.59014285714287
1000 99.67585714285714
0100 99.80442857142857
0010 99.933
0001 100.06157142857143
2000 100.19014285714286
3001 100.44728571428571
0100 100.61871428571429
0010 100.79014285714285
1000 100.96157142857143
0001 101.133
0010 101.30442857142857
0001 101.47585714285714
1000 101.64728571428572
1001 104.16973469387756
1100 104.56157142857143
0100 104.733
0010 104.90442857142857
0100 105.07585714285715
1000 105.16157142857142
0001 105.24728571428571
0100 105.333
0010 105.41871428571429
1000 105.59014285714285
0001 105.76157142857143
0010 105.93299999999999
0100 106.10442857142857
0010 106.27585714285713
0001 106.44728571428571
1000 106.53299999999999
0010 106.61871428571428
0100 106.70442857142856
0010 106.79014285714285
1000 106.96157142857142
0001 107.133
1000 107.30442857142857
0100 107.47585714285715
1000 107.64728571428572
0001 107.8187142857143
0010 107.90442857142857
0100 107.99014285714286
0010 108.07585714285715
0001 108.16157142857143
1000 108.333
0010 108.50442857142858
0100 108.67585714285714
0001 108.84728571428572
1000 109.01871428571428
0100 109.19014285714286
1000 109.27585714285713
0001 109.36157142857142
0100 109.44728571428571
0010 109.533
1000 109.70442857142856
0001 109.87585714285714
0010 110.04728571428572
0100 110.2187142857143
1000 110.39014285714286
0010 110.56157142857144
0100 110.64728571428572
0001 110.733
1000 110.8187142857143
0010 110.90442857142858
1000 111.07585714285715
0001 111.24728571428572
0010 111.41871428571429
0001 111.59014285714287
0100 111.76157142857143
0010 111.933
1000 112.01871428571428
0001 112.10442857142857
0010 112.19014285714286
0100 112.27585714285715
1000 112.44728571428571
0010 112.61871428571429
0100 112.79014285714285
0001 112.96157142857143
1000 113.133
0001 113.30442857142857
0010 113.39014285714285
0001 113.47585714285714
1000 113.56157142857143
0010 113.64728571428572
0100 113.81871428571428
0001 113.99014285714286
1001 114.16157142857143
1000 114.33300000000001
0010 114.50442857142858
0100 114.67585714285715
0001 114.76157142857143
0100 114.84728571428572
0010 114.933
1000 115.0187142857143
0001 115.19014285714286
0010 115.36157142857144
0110 115.533
0100 115.70442857142858
1000 115.87585714285714
0001 116.04728571428572
1000 116.133
0100 116.21871428571428
1000 116.30442857142857
0001 116.39014285714286
0100 116.56157142857143
0010 116.733
1000 116.90442857142857
0100 117.07585714285715
0010 117.24728571428571
0001 117.41871428571429
0100 117.50442857142856
0010 117.59014285714285
1000 117.67585714285714
0010 117.76157142857143
0100 117.93299999999999
0001 118.10442857142857
1001 118.27585714285715
1000 118.44728571428573
0100 118.61871428571429
0010 118.79014285714287
0001 118.87585714285714
0010 118.96157142857143
0001 119.04728571428572
1000 119.13300000000001
0010 119.30442857142857
0100 119.47585714285715
0001 119.64728571428572
0010 119.8187142857143
0001 119.99014285714286
1000 120.16157142857143
0010 120.24728571428571
1000 120.333
0010 120.41871428571429
0100 120.50442857142858
0001 120.67585714285714
1000 120.84728571428572
1001 121.01871428571428
0001 121.19014285714286
0100 121.36157142857142
0010 121.533
1000 121.61871428571428
0001 121.70442857142856
0100 121.79014285714285
0010 121.87585714285714
1000 122.0472857142857
0001 122.21871428571428
0011 122.39014285714286
0010 122.56157142857144
0100 122.733
1000 122.90442857142858
0001 122.99014285714286
1000 123.07585714285715
0010 123.16157142857143
0100 123.24728571428572
0001 123.41871428571429
1000 123.59014285714287
1010 123.76157142857143
0010 123.933
0100 124.10442857142857
0001 124.27585714285715
0010 124.36157142857142
0100 124.44728571428571
1000 124.533
0001 124.61871428571429
0100 124.79014285714285
0010 124.96157142857143
1010 125.133
1000 125.30442857142857
0001 125.47585714285714
0010 125.64728571428572
0100 125.81871428571428
1000 125.90442857142857
0100 125.99014285714286
0010 126.07585714285713
0001 126.16157142857142
DIFFICULTY Hard
1001 11.304428571428572
1001 14.047285714285715
1001 16.790142857142854
0001 17.47585714285714
0011 18.161571428571428
0010 18.847285714285714
0110 19.532999999999998
0100 19.87585714285714
1100 20.218714285714285
1000 20.561571428571426
1001 20.90442857142857
0001 21.075857142857142
0100 21.247285714285713
0010 21.418714285714287
1000 21.590142857142858
0100 21.76157142857143
0010 21.933
0010 22.10442857142857
0001 22.27585714285714
1000 22.447285714285712
0010 22.618714285714283
0100 22.790142857142854
0001 22.875857142857143
0100 22.96157142857143
0010 23.133
1000 23.30442857142857
0100 23.47585714285714
0010 23.64728571428571
0001 23.818714285714282
1000 23.990142857142853
0001 24.161571428571428
0100 24.247285714285713
0001 24.333
1000 24.50442857142857
0010 24.67585714285714
0100 24.84728571428571
0001 25.018714285714285
1000 25.190142857142856
0100 25.361571428571427
0010 25.533
0001 25.618714285714287
0010 25.704428571428572
0001 25.875857142857143
1000 26.047285714285714
0010 26.218714285714285
0100 26.390142857142855
0001 26.561571428571426
1000 26.732999999999997
0100 26.904428571428568
0010 26.990142857142857
0100 27.075857142857142
1000 27.247285714285713
0001 27.418714285714284
0100 27.590142857142855
0010 27.76157142857143
1000 27.933
0100 28.10442857142857
1000 28.27585714285714
0001 28.36157142857143
1000 28.447285714285716
0010 28.618714285714287
1000 28.790142857142857
0100 28.96157142857143
0010 29.133
0001 29.30442857142857
1000 29.47585714285714
0001 29.647285714285715
0100 29.733
0001 29.818714285714286
0010 29.990142857142857
0100 30.161571428571428
1000 30.333
0001 30.50442857142857
1000 30.67585714285714
0001 30.84728571428571
0100 31.01871428571428
0010 31.10442857142857
0100 31.190142857142856
0001 31.361571428571427
1000 31.532999999999998
0100 31.70442857142857
0110 31.875857142857143
0010 32.047285714285714
0001 32.218714285714285
1000 32.390142857142855
0001 32.475857142857144
1000 32.561571428571426
0010 32.733
0100 32.90442857142857
0001 33.075857142857146
0011 33.24728571428571
0010 33.41871428571428
0100 33.59014285714285
1000 33.76157142857142
0001 33.84728571428571
1000 33.93299999999999
0010 34.10442857142856
0100 34.275857142857134
0001 34.44728571428571
1000 34.61871428571428
0100 34.790142857142854
0010 34.961571428571425
0100 35.132999999999996
1000 35.218714285714285
0100 35.304428571428566
1000 35.47585714285714
0001 35.647285714285715
0100 35.818714285714286
0110 35.99014285714286
0010 36.16157142857143
1000 36.333
0001 36.50442857142857
1000 36.59014285714286
0001 36.67585714285714
0010 36.84728571428571
0100 37.01871428571428
1000 37.19014285714286
0001 37.36157142857143
0100 37.533
0010 37.70442857142857
1000 37.87585714285714
0100 37.96157142857143
1000 38.047285714285714
0001 38.218714285714285
0010 38.39014285714286
0100 38.56157142857143
1100 38.733
1000 39.07585714285714
0010 39.41871428571428
0100 39.76157142857143
0110 40.10442857142857
0010 40.44728571428571
1000 40.790142857142854
0100 41.132999999999996
1100 41.475857142857144
1000 41.818714285714286
1001 42.16157142857143
0001 42.504428571428576
0101 42.84728571428571
0100 43.01871428571428
0001 43.19014285714285
1000 43.36157142857142
0100 43.532999999999994
0010 43.704428571428565
0001 43.87585714285714
0001 44.047285714285714
2000 44.218714285714285
3001 46.961571428571425
0100 47.304428571428566
0010 47.64728571428571
1000 47.99014285714286
0001 48.333
0010 48.67585714285714
0100 49.01871428571428
1000 49.36157142857142
0001 49.70442857142857
0100 50.047285714285714
0010 50.390142857142855
0100 50.733000000000004
0001 51.07585714285714
0010 51.41871428571428
0100 51.76157142857142
0010 52.10442857142857
0001 52.44728571428571
1000 52.790142857142854
0010 53.132999999999996
1000 53.47585714285714
0001 53.818714285714286
1000 54.16157142857143
0100 54.50442857142857
1000 54.84728571428572
0001 55.19014285714286
1000 55.533
0010 55.87585714285714
0100 56.218714285714285
0001 56.561571428571426
1000 56.90442857142857
0100 57.24728571428571
0010 57.59014285714285
0001 57.933
0100 58.27585714285714
0001 58.61871428571428
1000 58.96157142857143
0001 59.30442857142857
0010 59.647285714285715
0001 59.99014285714286
1000 60.333
0001 60.67585714285714
0010 61.01871428571428
0100 61.36157142857142
0010 61.704428571428565
0001 62.047285714285714
0100 62.390142857142855
0010 62.733
0100 63.075857142857146
0001 63.41871428571429
1000 63.76157142857143
0100 64.10442857142857
1000 64.44728571428571
0010 64.79014285714285
0100 65.133
0001 65.47585714285714
0010 65.81871428571428
0001 66.16157142857142
1000 66.50442857142856
0010 66.8472857142857
1000 67.19014285714285
0100 67.533
0010 67.87585714285714
0001 68.21871428571428
0100 68.56157142857143
0001 68.90442857142857
1000 70.27585714285715
1001 71.64728571428572
0001 73.01871428571428
1001 74.39014285714286
1000 75.07585714285715
1100 75.76157142857143
0100 76.44728571428571
0110 77.133
0010 77.47585714285714
0011 77.81871428571428
0001 78.16157142857142
1001 78.50442857142858
1000 78.67585714285715
0010 78.84728571428572
0100 79.0187142857143
0001 79.19014285714286
1000 79.27585714285715
0001 79.36157142857144
1000 79.44728571428571
0001 79.533
2000 79.87585714285714
3020 80.39014285714286
0130 80.90442857142857
0001 81.07585714285715
2000 81.24728571428571
3100 81.59014285714285
0320 82.27585714285713
0031 82.61871428571429
